bin	contig	start	end	strand	rrna
2020_CRC-20W-1-10m-1_bin.76.purify	2020_CRC-20W-1-10m-1_bin.76.purify_k141_30932	146	262	+	5S
2020_CRC-20W-1-10m-1_bin.81.purify	2020_CRC-20W-1-10m-1_bin.81.purify_k141_14157	1554	1651	-	(5' truncated) 5S
2020_CRC-20W-1-10m-1_bin.81.purify	2020_CRC-20W-1-10m-1_bin.81.purify_k141_485093	1222	1338	-	5S
2020_CRC-20W-1-10m-1_bin.81.purify	2020_CRC-20W-1-10m-1_bin.81.purify_k141_957628	1762	1869	-	5S
2020_CRC-20W-1-10m-1_bin.81.purify	2020_CRC-20W-1-10m-1_bin.81.purify_k141_1082406	20	135	+	5S
2020_CRC-20W-1-10m-1_bin.89.purify	2020_CRC-20W-1-10m-1_bin.89.purify_k141_1572091	508	622	+	5S
2020_CRC-20W-1-10m-1_bin.96.purify	2020_CRC-20W-1-10m-1_bin.96.purify_k141_755750	163341	163450	-	5S
2020_CRC-20W-1-10m-1_bin.96.purify	2020_CRC-20W-1-10m-1_bin.96.purify_k141_755750	163561	166302	-	23S
2020_CRC-20W-1-10m-1_bin.96.purify	2020_CRC-20W-1-10m-1_bin.96.purify_k141_923810	59692	60828	+	(partial) 16S
2020_CRC-20W-1-14m-1_bin.117.purify	2020_CRC-20W-1-14m-1_bin.117.purify_k141_360270	1	102	+	(5' truncated) 5S
2020_CRC-20W-1-14m-1_bin.121.purify	2020_CRC-20W-1-14m-1_bin.121.purify_k141_3675271	1159	1279	-	5S
2020_CRC-20W-1-14m-1_bin.121.purify	2020_CRC-20W-1-14m-1_bin.121.purify_k141_3675271	1345	4245	-	23S
2020_CRC-20W-1-14m-1_bin.122.purify	2020_CRC-20W-1-14m-1_bin.122.purify_k141_275280	6779	6895	-	5S
2020_CRC-20W-1-14m-1_bin.122.purify	2020_CRC-20W-1-14m-1_bin.122.purify_k141_1014356	745	2195	+	(partial) 23S
2020_CRC-20W-1-14m-1_bin.125.purify	2020_CRC-20W-1-14m-1_bin.125.purify_k141_1322106	583	692	+	5S
2020_CRC-20W-1-14m-1_bin.125.purify	2020_CRC-20W-1-14m-1_bin.125.purify_k141_1589569	79793	79891	-	(5' truncated) 5S
2020_CRC-20W-1-14m-1_bin.14.purify	2020_CRC-20W-1-14m-1_bin.14.purify_k141_1722141	481	595	+	5S
2020_CRC-20W-1-14m-1_bin.140.purify	2020_CRC-20W-1-14m-1_bin.140.purify_k141_1747745	566	682	+	5S
2020_CRC-20W-1-14m-1_bin.158.purify	2020_CRC-20W-1-14m-1_bin.158.purify_k141_2434828	195	311	+	5S
2020_CRC-20W-1-14m-1_bin.162.purify	2020_CRC-20W-1-14m-1_bin.162.purify_k141_2512884	14035	14146	-	5S
2020_CRC-20W-1-14m-1_bin.171.purify	2020_CRC-20W-1-14m-1_bin.171.purify_k141_622583	1331	1447	-	5S
2020_CRC-20W-1-14m-1_bin.171.purify	2020_CRC-20W-1-14m-1_bin.171.purify_k141_914721	15974	16090	-	5S
2020_CRC-20W-1-14m-1_bin.171.purify	2020_CRC-20W-1-14m-1_bin.171.purify_k141_914721	16147	19199	-	23S
2020_CRC-20W-1-14m-1_bin.181.purify	2020_CRC-20W-1-14m-1_bin.181.purify_k141_67958	50788	52337	+	16S
2020_CRC-20W-1-14m-1_bin.181.purify	2020_CRC-20W-1-14m-1_bin.181.purify_k141_67958	53243	56164	+	23S
2020_CRC-20W-1-14m-1_bin.181.purify	2020_CRC-20W-1-14m-1_bin.181.purify_k141_67958	56302	56412	+	5S
2020_CRC-20W-1-14m-1_bin.194.purify	2020_CRC-20W-1-14m-1_bin.194.purify_k141_2572658	14787	14901	-	5S
2020_CRC-20W-1-14m-1_bin.198.purify	2020_CRC-20W-1-14m-1_bin.198.purify_k141_1953	58375	59391	+	(partial) 16S
2020_CRC-20W-1-14m-1_bin.198.purify	2020_CRC-20W-1-14m-1_bin.198.purify_k141_933533	13123	13238	-	5S
2020_CRC-20W-1-14m-1_bin.21.purify	2020_CRC-20W-1-14m-1_bin.21.purify_k141_1385846	525	641	+	5S
2020_CRC-20W-1-14m-1_bin.21.purify	2020_CRC-20W-1-14m-1_bin.21.purify_k141_1454833	1	1038	-	(partial) 16S
2020_CRC-20W-1-14m-1_bin.210.purify	2020_CRC-20W-1-14m-1_bin.210.purify_k141_248872	112699	112809	-	5S
2020_CRC-20W-1-14m-1_bin.216.purify	2020_CRC-20W-1-14m-1_bin.216.purify_k141_2412080	1976	2466	+	(partial) 16S
2020_CRC-20W-1-14m-1_bin.220.purify	2020_CRC-20W-1-14m-1_bin.220.purify_k141_2379782	1	87	+	(partial) 5S
2020_CRC-20W-1-14m-1_bin.220.purify	2020_CRC-20W-1-14m-1_bin.220.purify_k141_3129060	27916	28002	-	(partial) 5S
2020_CRC-20W-1-14m-1_bin.223.purify	2020_CRC-20W-1-14m-1_bin.223.purify_k141_1177605	1	804	-	(partial) 16S
2020_CRC-20W-1-14m-1_bin.25.purify	2020_CRC-20W-1-14m-1_bin.25.purify_k141_509486	1	1726	-	(partial) 23S
2020_CRC-20W-1-14m-1_bin.25.purify	2020_CRC-20W-1-14m-1_bin.25.purify_k141_2857856	766	873	+	5S
2020_CRC-20W-1-14m-1_bin.48.purify	2020_CRC-20W-1-14m-1_bin.48.purify_k141_90193	60110	60218	-	5S
2020_CRC-20W-1-14m-1_bin.48.purify	2020_CRC-20W-1-14m-1_bin.48.purify_k141_2322475	65393	66562	+	(partial) 16S
2020_CRC-20W-1-14m-1_bin.59.purify	2020_CRC-20W-1-14m-1_bin.59.purify_k141_3281548	4735	4851	-	5S
2020_CRC-20W-1-14m-1_bin.63.purify	2020_CRC-20W-1-14m-1_bin.63.purify_k141_2169121	47804	47915	-	5S
2020_CRC-20W-1-14m-1_bin.70.purify	2020_CRC-20W-1-14m-1_bin.70.purify_k141_3119031	1	2243	+	(partial) 23S
2020_CRC-20W-1-14m-1_bin.70.purify	2020_CRC-20W-1-14m-1_bin.70.purify_k141_3119031	2333	2443	+	5S
2020_CRC-20W-1-14m-1_bin.73.purify	2020_CRC-20W-1-14m-1_bin.73.purify_k141_2529509	14214	14330	-	5S
2020_CRC-20W-1-14m-1_bin.73.purify	2020_CRC-20W-1-14m-1_bin.73.purify_k141_2997174	7928	8989	+	(partial) 16S
2020_CRC-20W-1-14m-1_bin.76.purify	2020_CRC-20W-1-14m-1_bin.76.purify_k141_3802110	491	602	+	5S
2020_CRC-20W-1-14m-1_bin.87.purify	2020_CRC-20W-1-14m-1_bin.87.purify_k141_915449	9194	9663	+	(partial) 16S
2020_CRC-20W-1-14m-1_bin.90.purify	2020_CRC-20W-1-14m-1_bin.90.purify_k141_3474814	339	455	+	5S
2020_CRC-20W-1-5m-1_bin.122.purify	2020_CRC-20W-1-5m-1_bin.122.purify_k141_1427833	8853	11627	+	23S
2020_CRC-20W-1-5m-1_bin.122.purify	2020_CRC-20W-1-5m-1_bin.122.purify_k141_1427833	11731	11847	+	5S
2020_CRC-20W-1-5m-1_bin.156.purify	2020_CRC-20W-1-5m-1_bin.156.purify_k141_150046	38352	38435	-	(partial) 5S
2020_CRC-20W-1-5m-1_bin.156.purify	2020_CRC-20W-1-5m-1_bin.156.purify_k141_336629	11675	13220	+	16S
2020_CRC-20W-1-5m-1_bin.156.purify	2020_CRC-20W-1-5m-1_bin.156.purify_k141_336629	13973	16837	+	23S
2020_CRC-20W-1-5m-1_bin.156.purify	2020_CRC-20W-1-5m-1_bin.156.purify_k141_336629	17096	17211	+	5S
2020_CRC-20W-1-5m-1_bin.156.purify	2020_CRC-20W-1-5m-1_bin.156.purify_k141_1299818	6660	6743	-	(partial) 5S
2020_CRC-20W-1-5m-1_bin.16.purify	2020_CRC-20W-1-5m-1_bin.16.purify_k141_9511	4304	4417	-	5S
2020_CRC-20W-1-5m-1_bin.16.purify	2020_CRC-20W-1-5m-1_bin.16.purify_k141_9511	4492	7440	-	23S
2020_CRC-20W-1-5m-1_bin.16.purify	2020_CRC-20W-1-5m-1_bin.16.purify_k141_9511	8935	10371	-	16S
2020_CRC-20W-1-5m-1_bin.174.purify	2020_CRC-20W-1-5m-1_bin.174.purify_k141_1321371	2550	2665	+	5S
2020_CRC-20W-1-5m-1_bin.19.purify	2020_CRC-20W-1-5m-1_bin.19.purify_k141_1214488	12	126	+	5S
2020_CRC-20W-1-5m-1_bin.200.purify	2020_CRC-20W-1-5m-1_bin.200.purify_k141_262085	1	85	+	(partial) 5S
2020_CRC-20W-1-5m-1_bin.22.purify	2020_CRC-20W-1-5m-1_bin.22.purify_k141_603201	1	801	-	(partial) 16S
2020_CRC-20W-1-5m-1_bin.22.purify	2020_CRC-20W-1-5m-1_bin.22.purify_k141_1251123	410	526	+	5S
2020_CRC-20W-1-5m-1_bin.220.purify	2020_CRC-20W-1-5m-1_bin.220.purify_k141_1319131	372	488	+	5S
2020_CRC-20W-1-5m-1_bin.25.purify	2020_CRC-20W-1-5m-1_bin.25.purify_k141_398048	1	97	+	(5' truncated) 5S
2020_CRC-20W-1-5m-1_bin.25.purify	2020_CRC-20W-1-5m-1_bin.25.purify_k141_963795	1	99	+	(5' truncated) 5S
2020_CRC-20W-1-5m-1_bin.34.purify	2020_CRC-20W-1-5m-1_bin.34.purify_k141_168025	2339	2454	-	(5' truncated) 5S
2020_CRC-20W-1-5m-1_bin.34.purify	2020_CRC-20W-1-5m-1_bin.34.purify_k141_209470	8504	8608	-	(5' truncated) 5S
2020_CRC-20W-1-5m-1_bin.34.purify	2020_CRC-20W-1-5m-1_bin.34.purify_k141_1393216	142	258	+	5S
2020_CRC-20W-1-5m-1_bin.34.purify	2020_CRC-20W-1-5m-1_bin.34.purify_k141_1429450	1	92	+	(partial) 5S
2020_CRC-20W-1-5m-1_bin.36.purify	2020_CRC-20W-1-5m-1_bin.36.purify_k141_548171	1	86	+	(partial) 5S
2020_CRC-20W-1-5m-1_bin.36.purify	2020_CRC-20W-1-5m-1_bin.36.purify_k141_951762	1	94	+	(partial) 5S
2020_CRC-20W-1-5m-1_bin.37.purify	2020_CRC-20W-1-5m-1_bin.37.purify_k141_986350	32817	34306	+	16S
2020_CRC-20W-1-5m-1_bin.37.purify	2020_CRC-20W-1-5m-1_bin.37.purify_k141_986350	34724	36723	+	(partial) 23S
2020_CRC-20W-1-5m-1_bin.38.purify	2020_CRC-20W-1-5m-1_bin.38.purify_k141_12645	369	485	+	5S
2020_CRC-20W-1-5m-1_bin.45.purify	2020_CRC-20W-1-5m-1_bin.45.purify_k141_78124	135	250	+	5S
2020_CRC-20W-1-5m-1_bin.45.purify	2020_CRC-20W-1-5m-1_bin.45.purify_k141_78733	43204	43319	-	5S
2020_CRC-20W-1-5m-1_bin.45.purify	2020_CRC-20W-1-5m-1_bin.45.purify_k141_1489708	2	117	+	5S
2020_CRC-20W-1-5m-1_bin.5.purify	2020_CRC-20W-1-5m-1_bin.5.purify_k141_1281743	2	116	-	5S
2020_CRC-20W-1-5m-1_bin.5.purify	2020_CRC-20W-1-5m-1_bin.5.purify_k141_1511139	1492	1606	-	5S
2020_CRC-20W-1-5m-1_bin.50.purify	2020_CRC-20W-1-5m-1_bin.50.purify_k141_1140684	2798	2910	-	5S
2020_CRC-20W-1-5m-1_bin.60.purify	2020_CRC-20W-1-5m-1_bin.60.purify_k141_810152	4851	4946	-	(5' truncated) 5S
2020_CRC-20W-1-5m-1_bin.63.purify	2020_CRC-20W-1-5m-1_bin.63.purify_k141_1033210	256	363	+	5S
2020_CRC-20W-1-5m-1_bin.92.purify	2020_CRC-20W-1-5m-1_bin.92.purify_k141_359173	27	141	-	5S
2020_CRC-20W-1-5m-1_bin.92.purify	2020_CRC-20W-1-5m-1_bin.92.purify_k141_359173	227	3015	-	23S
2020_CRC-20W-1-5m-1_bin.92.purify	2020_CRC-20W-1-5m-1_bin.92.purify_k141_359173	3648	5108	-	16S
2020_CRC-20W-1-5m-1_bin.97.purify	2020_CRC-20W-1-5m-1_bin.97.purify_k141_447422	153363	154909	+	16S
2020_CRC-20W-1-5m-1_bin.97.purify	2020_CRC-20W-1-5m-1_bin.97.purify_k141_447422	155219	158204	+	23S
2020_CRC-20W-1-5m-1_bin.97.purify	2020_CRC-20W-1-5m-1_bin.97.purify_k141_447422	158250	158366	+	5S
2020_CRC-20W-2-1_bin.163.purify	2020_CRC-20W-2-1_bin.163.purify_k141_636428	185712	185823	-	5S
2020_CRC-20W-2-1_bin.163.purify	2020_CRC-20W-2-1_bin.163.purify_k141_904037	104878	104989	-	5S
2020_CRC-20W-2-1_bin.163.purify	2020_CRC-20W-2-1_bin.163.purify_k141_904037	105070	105181	-	5S
2020_CRC-20W-2-1_bin.169.purify	2020_CRC-20W-2-1_bin.169.purify_k141_938551	12	126	+	5S
2020_CRC-20W-2-1_bin.177.purify	2020_CRC-20W-2-1_bin.177.purify_k141_387444	1	1854	+	(partial) 23S
2020_CRC-20W-2-1_bin.177.purify	2020_CRC-20W-2-1_bin.177.purify_k141_387444	1903	2010	+	5S
2020_CRC-20W-2-1_bin.183.purify	2020_CRC-20W-2-1_bin.183.purify_k141_1499033	3414	3530	-	5S
2020_CRC-20W-2-1_bin.198.purify	2020_CRC-20W-2-1_bin.198.purify_k141_299757	12826	12920	-	(partial) 5S
2020_CRC-20W-2-1_bin.198.purify	2020_CRC-20W-2-1_bin.198.purify_k141_795296	15586	15691	-	(5' truncated) 5S
2020_CRC-20W-2-1_bin.2.purify	2020_CRC-20W-2-1_bin.2.purify_k141_1777053	26948	27063	-	5S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_11133	1	1213	-	(partial) 23S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_81655	745	3191	+	(3' truncated) 23S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_310331	16	1514	-	16S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_331042	172	1042	+	(partial) 16S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_506067	1	704	+	(partial) 16S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_624112	130	1654	+	16S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_686309	561	674	-	5S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_1034159	472	585	+	5S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_1207866	1	1279	+	(5' truncated) 16S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_1207866	1856	4685	+	(3' truncated) 23S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_1238138	1	1228	-	(partial) 23S
2020_CRC-20W-2-1_bin.22.purify	2020_CRC-20W-2-1_bin.22.purify_k141_1405795	1	1021	+	(partial) 16S
2020_CRC-20W-2-1_bin.238.purify	2020_CRC-20W-2-1_bin.238.purify_k141_69746	23	140	+	5S
2020_CRC-20W-2-1_bin.238.purify	2020_CRC-20W-2-1_bin.238.purify_k141_70709	23	140	+	5S
2020_CRC-20W-2-1_bin.253.purify	2020_CRC-20W-2-1_bin.253.purify_k141_455903	1786	1897	-	5S
2020_CRC-20W-2-1_bin.253.purify	2020_CRC-20W-2-1_bin.253.purify_k141_1382224	3797	3908	-	5S
2020_CRC-20W-2-1_bin.28.purify	2020_CRC-20W-2-1_bin.28.purify_k141_1688159	492	608	+	5S
2020_CRC-20W-2-1_bin.4.purify	2020_CRC-20W-2-1_bin.4.purify_k141_940497	12	126	+	5S
2020_CRC-20W-2-1_bin.41.purify	2020_CRC-20W-2-1_bin.41.purify_k141_563435	275	382	+	5S
2020_CRC-20W-2-1_bin.43.purify	2020_CRC-20W-2-1_bin.43.purify_k141_914893	1	91	+	(partial) 5S
2020_CRC-20W-2-1_bin.51.purify	2020_CRC-20W-2-1_bin.51.purify_k141_541862	17	133	+	5S
2020_CRC-20W-2-1_bin.69.purify	2020_CRC-20W-2-1_bin.69.purify_k141_340210	2926	3042	-	5S
2020_CRC-20W-2-1_bin.75.purify	2020_CRC-20W-2-1_bin.75.purify_k141_343348	1	89	+	(partial) 5S
2020_CRC-20W-2-1_bin.79.purify	2020_CRC-20W-2-1_bin.79.purify_k141_526040	1	1045	-	(partial) 16S
2020_CRC-20W-2-1_bin.89.purify	2020_CRC-20W-2-1_bin.89.purify_k141_565266	4069	4164	-	(5' truncated) 5S
2020_CRC-20W-2-1_bin.96.purify	2020_CRC-20W-2-1_bin.96.purify_k141_1494340	60813	61462	+	(partial) 16S
2020_CRC-20W-2-1_bin.96.purify	2020_CRC-20W-2-1_bin.96.purify_k141_1727760	545	656	+	5S
2020_DQZB-w1_bin.101.purify	2020_DQZB-w1_bin.101.purify_k141_509839	17559	18678	-	(partial) 16S
2020_DQZB-w1_bin.101.purify	2020_DQZB-w1_bin.101.purify_k141_2621341	7901	11223	+	23S
2020_DQZB-w1_bin.101.purify	2020_DQZB-w1_bin.101.purify_k141_2621341	11300	11410	+	5S
2020_DQZB-w1_bin.111.purify	2020_DQZB-w1_bin.111.purify_k141_985428	453	569	+	5S
2020_DQZB-w1_bin.23.purify	2020_DQZB-w1_bin.23.purify_k141_3925171	1638	1751	-	(5' truncated) 5S
2020_DQZB-w1_bin.23.purify	2020_DQZB-w1_bin.23.purify_k141_4428838	3914	4027	-	(5' truncated) 5S
2020_DQZB-w1_bin.46.purify	2020_DQZB-w1_bin.46.purify_k141_946481	1129	1243	-	5S
2020_DQZB-w1_bin.55.purify	2020_DQZB-w1_bin.55.purify_k141_46719	1962	2053	-	(partial) 5S
2020_DQZB-w1_bin.57.purify	2020_DQZB-w1_bin.57.purify_k141_1342320	24367	24474	-	5S
2020_DQZB-w1_bin.65.purify	2020_DQZB-w1_bin.65.purify_k141_2591942	1	103	+	(5' truncated) 5S
2020_DQZB-w1_bin.65.purify	2020_DQZB-w1_bin.65.purify_k141_4371712	120	234	+	5S
2020_DQZB-w1_bin.70.purify	2020_DQZB-w1_bin.70.purify_k141_571294	33	147	+	5S
2020_DQZB-w1_bin.70.purify	2020_DQZB-w1_bin.70.purify_k141_621895	17591	17686	-	(5' truncated) 5S
2020_DQZB-w1_bin.83.purify	2020_DQZB-w1_bin.83.purify_k141_1949008	570	684	+	5S
2020_DQZB-w1_bin.84.purify	2020_DQZB-w1_bin.84.purify_k141_2241140	8845	9829	+	(partial) 16S
2020_DQZB-w2_bin.105.purify	2020_DQZB-w2_bin.105.purify_k141_387701	103530	103644	-	5S
2020_DQZB-w2_bin.113.purify	2020_DQZB-w2_bin.113.purify_k141_2501669	582	696	+	5S
2020_DQZB-w2_bin.115.purify	2020_DQZB-w2_bin.115.purify_k141_1709181	1	79	+	(partial) 5S
2020_DQZB-w2_bin.123.purify	2020_DQZB-w2_bin.123.purify_k141_2907414	15	130	+	5S
2020_DQZB-w2_bin.136.purify	2020_DQZB-w2_bin.136.purify_k141_116463	1725	1834	-	5S
2020_DQZB-w2_bin.144.purify	2020_DQZB-w2_bin.144.purify_k141_355632	12590	12703	-	5S
2020_DQZB-w2_bin.144.purify	2020_DQZB-w2_bin.144.purify_k141_3802490	1	82	+	(partial) 5S
2020_DQZB-w2_bin.145.purify	2020_DQZB-w2_bin.145.purify_k141_104860	11727	13235	+	16S
2020_DQZB-w2_bin.145.purify	2020_DQZB-w2_bin.145.purify_k141_104860	13613	15365	+	(partial) 23S
2020_DQZB-w2_bin.145.purify	2020_DQZB-w2_bin.145.purify_k141_632373	539	654	+	5S
2020_DQZB-w2_bin.145.purify	2020_DQZB-w2_bin.145.purify_k141_3141353	1151	1616	+	(partial) 16S
2020_DQZB-w2_bin.150.purify	2020_DQZB-w2_bin.150.purify_k141_1910122	215279	215382	-	(5' truncated) 5S
2020_DQZB-w2_bin.150.purify	2020_DQZB-w2_bin.150.purify_k141_2001981	1	104	+	(5' truncated) 5S
2020_DQZB-w2_bin.153.purify	2020_DQZB-w2_bin.153.purify_k141_1474771	443	558	+	5S
2020_DQZB-w2_bin.154.purify	2020_DQZB-w2_bin.154.purify_k141_3992755	5458	5567	-	5S
2020_DQZB-w2_bin.160.purify	2020_DQZB-w2_bin.160.purify_k141_1210663	1	1211	-	(partial) 23S
2020_DQZB-w2_bin.160.purify	2020_DQZB-w2_bin.160.purify_k141_2808962	3749	3847	-	(5' truncated) 5S
2020_DQZB-w2_bin.161.purify	2020_DQZB-w2_bin.161.purify_k141_3398080	1441	1550	+	5S
2020_DQZB-w2_bin.162.purify	2020_DQZB-w2_bin.162.purify_k141_743777	18778	18890	-	5S
2020_DQZB-w2_bin.170.purify	2020_DQZB-w2_bin.170.purify_k141_2686902	1	1900	+	(partial) 23S
2020_DQZB-w2_bin.170.purify	2020_DQZB-w2_bin.170.purify_k141_2686902	1976	2093	+	5S
2020_DQZB-w2_bin.176.purify	2020_DQZB-w2_bin.176.purify_k141_53995	1	98	+	(5' truncated) 5S
2020_DQZB-w2_bin.176.purify	2020_DQZB-w2_bin.176.purify_k141_2223130	1	98	+	(5' truncated) 5S
2020_DQZB-w2_bin.177.purify	2020_DQZB-w2_bin.177.purify_k141_2426313	6286	6393	-	5S
2020_DQZB-w2_bin.177.purify	2020_DQZB-w2_bin.177.purify_k141_2799573	20838	20945	-	5S
2020_DQZB-w2_bin.177.purify	2020_DQZB-w2_bin.177.purify_k141_2860531	61972	62488	-	(partial) 16S
2020_DQZB-w2_bin.178.purify	2020_DQZB-w2_bin.178.purify_k141_3011904	669	783	-	5S
2020_DQZB-w2_bin.178.purify	2020_DQZB-w2_bin.178.purify_k141_3011904	941	1935	-	(partial) 23S
2020_DQZB-w2_bin.18.purify	2020_DQZB-w2_bin.18.purify_k141_1632097	45775	46432	+	(partial) 16S
2020_DQZB-w2_bin.18.purify	2020_DQZB-w2_bin.18.purify_k141_2864644	824	934	+	5S
2020_DQZB-w2_bin.181.purify	2020_DQZB-w2_bin.181.purify_k141_1152258	1	803	+	(partial) 16S
2020_DQZB-w2_bin.181.purify	2020_DQZB-w2_bin.181.purify_k141_1276654	4505	8003	+	23S
2020_DQZB-w2_bin.181.purify	2020_DQZB-w2_bin.181.purify_k141_1276654	8162	8267	+	5S
2020_DQZB-w2_bin.184.purify	2020_DQZB-w2_bin.184.purify_k141_912325	20094	20203	-	5S
2020_DQZB-w2_bin.184.purify	2020_DQZB-w2_bin.184.purify_k141_912325	20490	23037	-	(5' truncated) 23S
2020_DQZB-w2_bin.194.purify	2020_DQZB-w2_bin.194.purify_k141_773044	691	806	+	5S
2020_DQZB-w2_bin.194.purify	2020_DQZB-w2_bin.194.purify_k141_773044	928	1043	+	5S
2020_DQZB-w2_bin.194.purify	2020_DQZB-w2_bin.194.purify_k141_3345606	4071	4185	-	(5' truncated) 5S
2020_DQZB-w2_bin.20.purify	2020_DQZB-w2_bin.20.purify_k141_3455341	512	626	+	5S
2020_DQZB-w2_bin.20.purify	2020_DQZB-w2_bin.20.purify_k141_3755783	1	532	-	(partial) 16S
2020_DQZB-w2_bin.204.purify	2020_DQZB-w2_bin.204.purify_k141_473713	7299	8270	+	(partial) 16S
2020_DQZB-w2_bin.204.purify	2020_DQZB-w2_bin.204.purify_k141_1167032	14518	14634	-	5S
2020_DQZB-w2_bin.209.purify	2020_DQZB-w2_bin.209.purify_k141_1164564	6838	6952	-	5S
2020_DQZB-w2_bin.212.purify	2020_DQZB-w2_bin.212.purify_k141_1007906	264	378	+	5S
2020_DQZB-w2_bin.214.purify	2020_DQZB-w2_bin.214.purify_k141_2016366	638	753	+	5S
2020_DQZB-w2_bin.214.purify	2020_DQZB-w2_bin.214.purify_k141_2016366	854	969	+	5S
2020_DQZB-w2_bin.216.purify	2020_DQZB-w2_bin.216.purify_k141_451340	305	419	+	5S
2020_DQZB-w2_bin.221.purify	2020_DQZB-w2_bin.221.purify_k141_289618	126818	128329	+	16S
2020_DQZB-w2_bin.222.purify	2020_DQZB-w2_bin.222.purify_k141_2003835	433	544	+	5S
2020_DQZB-w2_bin.231.purify	2020_DQZB-w2_bin.231.purify_k141_3217861	437	551	+	5S
2020_DQZB-w2_bin.237.purify	2020_DQZB-w2_bin.237.purify_k141_348195	14523	14637	-	5S
2020_DQZB-w2_bin.237.purify	2020_DQZB-w2_bin.237.purify_k141_348195	14699	15742	-	(partial) 23S
2020_DQZB-w2_bin.245.purify	2020_DQZB-w2_bin.245.purify_k141_2171380	1288	1398	-	5S
2020_DQZB-w2_bin.246.purify	2020_DQZB-w2_bin.246.purify_k141_1878232	15041	15155	-	5S
2020_DQZB-w2_bin.253.purify	2020_DQZB-w2_bin.253.purify_k141_326939	40719	40835	-	5S
2020_DQZB-w2_bin.253.purify	2020_DQZB-w2_bin.253.purify_k141_4017249	1	883	-	(partial) 16S
2020_DQZB-w2_bin.256.purify	2020_DQZB-w2_bin.256.purify_k141_2660479	80603	80715	-	5S
2020_DQZB-w2_bin.258.purify	2020_DQZB-w2_bin.258.purify_k141_28589	1	1230	-	(partial) 23S
2020_DQZB-w2_bin.258.purify	2020_DQZB-w2_bin.258.purify_k141_28699	1	2279	+	(partial) 23S
2020_DQZB-w2_bin.258.purify	2020_DQZB-w2_bin.258.purify_k141_28699	2912	3021	+	5S
2020_DQZB-w2_bin.258.purify	2020_DQZB-w2_bin.258.purify_k141_28699	32762	33474	+	(partial) 16S
2020_DQZB-w2_bin.258.purify	2020_DQZB-w2_bin.258.purify_k141_2077563	1	1443	+	(5' truncated) 16S
2020_DQZB-w2_bin.27.purify	2020_DQZB-w2_bin.27.purify_k141_303890	597	711	+	5S
2020_DQZB-w2_bin.33.purify	2020_DQZB-w2_bin.33.purify_k141_3580092	4742	4838	-	(5' truncated) 5S
2020_DQZB-w2_bin.35.purify	2020_DQZB-w2_bin.35.purify_k141_3970332	1	573	-	(partial) 16S
2020_DQZB-w2_bin.51.purify	2020_DQZB-w2_bin.51.purify_k141_2217024	21	134	+	5S
2020_DQZB-w2_bin.51.purify	2020_DQZB-w2_bin.51.purify_k141_2270045	21	134	+	5S
2020_DQZB-w2_bin.52.purify	2020_DQZB-w2_bin.52.purify_k141_129139	1	85	+	(partial) 5S
2020_DQZB-w2_bin.52.purify	2020_DQZB-w2_bin.52.purify_k141_1461054	1	85	+	(partial) 5S
2020_DQZB-w2_bin.52.purify	2020_DQZB-w2_bin.52.purify_k141_1541011	14500	14609	-	5S
2020_DQZB-w2_bin.58.purify	2020_DQZB-w2_bin.58.purify_k141_43910	2187	2296	-	5S
2020_DQZB-w2_bin.58.purify	2020_DQZB-w2_bin.58.purify_k141_117519	1	1411	-	(3' truncated) 16S
2020_DQZB-w2_bin.58.purify	2020_DQZB-w2_bin.58.purify_k141_360325	32	140	+	5S
2020_DQZB-w2_bin.58.purify	2020_DQZB-w2_bin.58.purify_k141_1036246	3565	3673	-	5S
2020_DQZB-w2_bin.64.purify	2020_DQZB-w2_bin.64.purify_k141_2042453	5944	6054	-	5S
2020_DQZB-w2_bin.65.purify	2020_DQZB-w2_bin.65.purify_k141_78805	1	96	+	(5' truncated) 5S
2020_DQZB-w2_bin.65.purify	2020_DQZB-w2_bin.65.purify_k141_374176	1	96	+	(5' truncated) 5S
2020_DQZB-w2_bin.66.purify	2020_DQZB-w2_bin.66.purify_k141_1138172	4066	4177	-	5S
2020_DQZB-w2_bin.69.purify	2020_DQZB-w2_bin.69.purify_k141_602120	279	391	+	5S
2020_DQZB-w2_bin.74.purify	2020_DQZB-w2_bin.74.purify_k141_1632696	79836	81103	+	(3' truncated) 16S
