bin	contig	start	end	strand	rrna
LIB-MJ131-G9_01.10	k127_264240	218	1628	+	(partial) 23S
LIB-MJ131-G9_01.10	k127_344896	1	1456	-	(partial) 23S
LIB-MJ131-G9_01.10	k127_184396	1	1364	-	(partial) 23S
LIB-MJ131-G9_01.10	k127_386146	1	1072	-	(partial) 16S
LIB-MJ131-G9_01.10	k127_306155	742	3291	+	(3' truncated) 23S
LIB-MJ131-G9_01.10	k127_70821	1	2642	+	23S
LIB-MJ131-G9_01.14	k127_281171	172	288	+	5S
LIB-MJ131-G9_01.14	k127_5644	1	944	-	(partial) 16S
LIB-MJ131-G9_01.14	k127_184094	573	680	+	5S
LIB-MJ131-H10_01.5	k127_19666	3111	3219	-	5S
LIB-MJ131-H3_01.34	k127_183948	2351	2467	-	5S
LIB-MJ131-H4_01.14	k127_190018	3852	5392	+	16S
LIB-MJ131-H4_01.14	k127_190018	5572	8623	+	23S
LIB-MJ131-H4_01.14	k127_253369	189	310	+	5S
LIB-MJ131-H4_01.15	k127_57423	14055	14171	-	5S
LIB-MJ131-H4_01.15	k127_65655	3941	5478	+	16S
LIB-MJ131-H4_01.15	k127_65655	5934	8624	+	(3' truncated) 23S
LIB-MJ131-H4_01.15	k127_207350	398	1933	+	16S
LIB-MJ131-H4_01.18	k127_190926	1	957	-	(partial) 16S
LIB-MJ131-H4_01.18	k127_114263	1	491	+	(partial) 16S
LIB-MJ131-H4_01.21	k127_250052	6982	7101	-	5S
LIB-MJ131-H4_01.21	k127_169973	6279	6906	+	(partial) 16S
LIB-MJ131-H5_01.25	k127_106574	311	427	+	5S
LIB-MJ131-H5_01.27	k127_331626	655	769	+	5S
LIB-MJ131-H5_01.6	k127_106613	311	427	+	5S
LIB-MJ131-H6_01.3	k127_31034	427	543	+	5S
LIB-MJ131-H9_01.6	k127_98468	4125	4241	-	5S
LIB-MJ132-A10_03.3	k127_18677	3103	3218	-	5S
LIB-MJ132-A2_03.1	k127_127941	2627	2743	-	5S
LIB-MJ132-A2_03.23	k127_243759	1	97	+	(5' truncated) 5S
LIB-MJ132-A2_03.24	k127_341035	3508	3624	-	5S
LIB-MJ132-A7_03.5	k127_12774	6616	6732	-	5S
LIB-MJ132-A7_03.5	k127_12774	6783	9763	-	23S
LIB-MJ132-A7_03.5	k127_12774	10315	11875	-	16S
LIB-MJ132-A8_03.11	k127_216543	1	753	-	(partial) 16S
LIB-MJ132-A8_03.11	k127_15143	78	194	+	5S
LIB-MJ132-A9_03.30	k127_47088	3485	3601	-	5S
LIB-MJ132-A9_03.40	k127_14500	619	735	+	5S
LIB-MJ132-A9_03.5	k127_267959	6494	6586	-	(partial) 5S
LIB-MJ132-B10_03.7	k127_188989	272	386	+	5S
LIB-MJ132-B11_03.15	k127_139744	1857	1973	-	5S
LIB-MJ132-B11_03.17	k127_164146	2020	2726	-	(partial) 16S
LIB-MJ132-B11_03.17	k127_87065	2385	2501	-	5S
LIB-MJ132-B11_03.17	k127_87065	2609	4653	-	(partial) 23S
LIB-MJ132-B11_03.19	k127_209159	2227	2348	-	5S
LIB-MJ132-B11_03.28	k127_80607	1	120	-	5S
LIB-MJ132-B11_03.28	k127_1195	2	118	+	5S
LIB-MJ132-B11_03.3	k127_59729	1004	1123	-	5S
LIB-MJ132-B7_03.1	k127_117291	654	2038	+	(3' truncated) 16S
LIB-MJ132-B7_03.1	k127_80234	1	1502	-	(partial) 23S
LIB-MJ132-B7_03.1	k127_12462	622	2197	+	(partial) 23S
LIB-MJ132-C12_03_v_LIB-MJ408-B9_04.1	k127_3544	494	608	+	5S
LIB-MJ132-C12_03_v_LIB-MJ408-B9_04.1	k127_296415	7077	7191	-	5S
LIB-MJ132-C5_03.10	k127_138569	22	138	-	5S
LIB-MJ132-C5_03.10	k127_138569	194	3233	-	23S
LIB-MJ132-C5_03.10	k127_138569	3722	4513	-	(partial) 16S
LIB-MJ132-C5_03.15	k127_26158	2672	2787	-	5S
LIB-MJ132-C7_03.9	k127_134191	4231	4344	-	5S
LIB-MJ132-C8_03.1	k127_130415	2518	3061	+	(partial) 16S
LIB-MJ132-C8_03.1	k127_118309	1	1464	+	(5' truncated) 16S
LIB-MJ132-C9_03.27	k127_16399	3371	3485	-	5S
LIB-MJ132-C9_03.29	k127_95894	1059	1175	-	5S
LIB-MJ132-C9_03.4	k127_28928	7383	7497	-	5S
LIB-MJ132-D2_03.15	k127_113146	466	582	+	5S
LIB-MJ132-D2_03.17	k127_57728	27011	27127	-	5S
LIB-MJ132-D2_03.27	k127_236563	5012	5128	-	5S
LIB-MJ132-D2_03.3	k127_96195	1	962	-	(partial) 23S
LIB-MJ132-D2_03.3	k127_214847	1648	1764	-	5S
LIB-MJ132-D2_03.7	k127_114019	1	593	-	(partial) 16S
LIB-MJ132-D2_03.7	k127_174115	6	122	+	5S
LIB-MJ132-E1_03.7	k127_55519	2192	2306	-	5S
LIB-MJ132-E3_03.15	k127_10990	45	161	+	5S
LIB-MJ132-E4_03.10	k127_111551	11	127	+	5S
LIB-MJ132-E4_03.10	k127_20387	1449	1562	-	(5' truncated) 5S
LIB-MJ132-E4_03.5	k127_31069	9	125	+	5S
LIB-MJ132-E4_03.5	k127_92917	8988	9079	-	(partial) 5S
LIB-MJ132-E4_03.5	k127_93119	8	124	+	5S
LIB-MJ132-E4_03.5	k127_141459	7850	7966	-	5S
LIB-MJ132-E4_03.5	k127_113819	13366	13459	-	(partial) 5S
LIB-MJ132-E4_03.5	k127_89644	2901	3017	-	5S
LIB-MJ132-E4_03.5	k127_106191	10	126	+	5S
LIB-MJ132-E5_03.11	k127_5578	304	416	+	5S
LIB-MJ132-E5_03.11	k127_153108	565	683	+	5S
LIB-MJ132-E6_03.15	k127_1533	1	1512	+	(partial) 23S
LIB-MJ132-E6_03.15	k127_41448	1026	1141	-	5S
LIB-MJ132-E6_03.16	k127_104092	550	666	+	5S
LIB-MJ132-E6_03.5	k127_18570	314	428	+	5S
LIB-MJ132-E7_03.1	k127_172509	59	173	+	5S
LIB-MJ132-E8_03.11	k127_144510	1	2371	+	23S
LIB-MJ132-E8_03.11	k127_4774	8	123	+	5S
LIB-MJ132-F11_03.1	k127_79648	33909	34025	-	5S
LIB-MJ132-F11_03.1	k127_79648	34111	37107	-	23S
LIB-MJ132-F11_03.1	k127_79648	37520	39052	-	16S
LIB-MJ132-F11_03.11	k127_244881	23	144	+	5S
LIB-MJ132-F11_03.13	k127_127952	686	2163	+	16S
LIB-MJ132-F11_03.13	k127_10830	406	527	-	5S
LIB-MJ132-F11_03.13	k127_10830	686	2502	-	(partial) 23S
LIB-MJ132-F11_03.16	k127_226581	1449	1540	-	(partial) 5S
LIB-MJ132-F11_03.20	k127_34736	19121	19238	-	5S
LIB-MJ132-F11_03.20	k127_34736	19549	22507	-	23S
LIB-MJ132-F11_03.20	k127_34736	23462	24962	-	16S
LIB-MJ132-F4_03.9	k127_136395	23401	24937	+	16S
LIB-MJ132-F4_03.9	k127_136395	25451	27949	+	(3' truncated) 23S
LIB-MJ132-F4_03.9	k127_61232	158	273	+	5S
LIB-MJ132-F4_03.9	k127_122307	22831	22946	-	5S
LIB-MJ132-F4_03.9	k127_47670	27	141	-	5S
LIB-MJ132-F4_03.9	k127_47670	324	3217	-	23S
LIB-MJ132-F4_03.9	k127_47670	3856	4450	-	(partial) 16S
LIB-MJ132-F4_03.9	k127_141192	1	499	+	(partial) 16S
LIB-MJ132-F4_03.9	k127_14364	706	820	+	5S
LIB-MJ132-F6_03.11	k127_96603	7607	7723	-	5S
LIB-MJ132-F6_03.11	k127_96603	7938	10874	-	23S
LIB-MJ132-F6_03.11	k127_96603	11845	12361	-	(partial) 16S
LIB-MJ132-F8_03.12	k127_165699	1	1521	-	(partial) 23S
LIB-MJ132-F9_03.5	k127_127	2610	2724	-	5S
LIB-MJ132-G1_03.5	k127_165858	960	1860	+	(partial) 16S
LIB-MJ132-G2_03.11	k127_261234	1560	1674	-	5S
LIB-MJ132-G3_03.1	k127_77853	490	604	+	5S
LIB-MJ132-G3_03.4	k127_78034	1503	1617	-	5S
LIB-MJ132-G4_03.28	k127_179670	1	1419	+	(partial) 23S
LIB-MJ132-G4_03.28	k127_179670	1622	1738	+	5S
LIB-MJ132-G4_03.28	k127_82146	3773	5093	+	(3' truncated) 16S
LIB-MJ132-G4_03.31	k127_15374	1	86	+	(partial) 5S
LIB-MJ132-G4_03.7	k127_91383	2563	2675	-	5S
LIB-MJ132-G5_03.11	k127_108677	1555	1673	-	5S
LIB-MJ132-G6_03.4	k127_202735	4873	4986	-	5S
LIB-MJ132-H3_03.1	k127_150604	8298	8414	-	5S
LIB-MJ132-H3_03.12	k127_171902	6839	6956	-	5S
LIB-MJ132-H3_03.16	k127_5055	383	500	+	5S
LIB-MJ132-H3_03.18	k127_62586	1045	3842	+	23S
LIB-MJ132-H3_03.18	k127_62586	3962	4069	+	5S
LIB-MJ132-H3_03.22	k127_78192	5009	5125	-	5S
LIB-MJ132-H3_03.24	k127_104710	6245	6361	-	5S
LIB-MJ132-H3_03.25	k127_151347	15	130	+	5S
LIB-MJ132-H3_03.25	k127_140505	7506	7601	-	(5' truncated) 5S
LIB-MJ132-H6_03.11	k127_293301	169880	169995	-	5S
LIB-MJ132-H6_03.15	k127_47648	382	497	+	5S
LIB-MJ132-H6_03.15	k127_303981	1	770	-	(partial) 16S
LIB-MJ132-H6_03.27	k127_286926	456	572	+	5S
LIB-MJ132-H6_03.4	k127_65274	36940	37059	-	5S
LIB-MJ132-H6_03.4	k127_193325	20373	23346	-	23S
LIB-MJ132-H6_03.4	k127_193325	23582	25057	-	16S
LIB-MJ132-H8_03.10	k127_79335	198	305	+	5S
LIB-MJ132-H8_03.18	k127_95133	1	1253	-	(3' truncated) 16S
LIB-MJ132-H8_03.18	k127_249265	9334	9447	-	5S
LIB-MJ132-H8_03.22	k127_114424	880	987	-	5S
LIB-MJ133-A12_03_v_LIB-MJ408-H9_04.2	k127_46236	288	402	+	5S
LIB-MJ133-A3_03.2	k127_45790	11	126	+	5S
LIB-MJ133-A3_03.2	k127_45790	187	302	+	5S
LIB-MJ133-A3_03.2	k127_4419	12	127	+	5S
LIB-MJ133-A6_03.10	k127_49450	1757	1871	-	5S
LIB-MJ133-A6_03.9	k127_187323	3306	3420	-	5S
LIB-MJ133-A7_03.4	k127_26483	4880	4995	-	5S
LIB-MJ133-A7_03.4	k127_26483	5082	7959	-	23S
LIB-MJ133-A7_03.4	k127_26483	8428	9964	-	16S
LIB-MJ133-B12_03.3	k127_34292	1	99	+	(5' truncated) 5S
LIB-MJ133-B7_03.1	k127_101955	2481	3243	+	(partial) 16S
LIB-MJ133-B8_03.1	k127_67828	3	122	-	5S
LIB-MJ133-B8_03.1	k127_55416	6	125	+	5S
LIB-MJ133-B9_03_v_LIB-MJ408-F9_04.4	k127_132224	508	622	+	5S
LIB-MJ133-C1_03.2	k127_95347	1	106	+	(5' truncated) 5S
LIB-MJ133-C1_03.7	k127_103707	279	1825	+	16S
LIB-MJ133-C1_03.7	k127_103707	2352	4290	+	(partial) 23S
LIB-MJ133-C1_03.8	k127_134747	34119	34231	-	(5' truncated) 5S
LIB-MJ133-C1_03.8	k127_4358	6010	6125	-	5S
LIB-MJ133-C1_03.8	k127_103819	1	113	+	(5' truncated) 5S
LIB-MJ133-C1_03.8	k127_103819	274	389	+	5S
LIB-MJ133-C6_03.3	k127_273	3670	3783	-	5S
LIB-MJ133-C6_03.3	k127_4744	8	121	+	5S
LIB-MJ133-C7_03.3	k127_45172	2897	3011	-	5S
LIB-MJ133-C7_03.4	k127_57567	1974	2087	-	5S
LIB-MJ133-D3_03.4	k127_157138	131	249	+	5S
LIB-MJ133-D8_03_v_LIB-MJ408-E9_04.4	k127_57516	1	117	+	5S
LIB-MJ133-E4_03.6	k127_52894	2944	3058	-	5S
LIB-MJ133-E7_03.12	k127_137383	7	120	+	5S
LIB-MJ133-F4_03.2	k127_58808	88	1567	-	(partial) 23S
LIB-MJ133-H10_03.1	k127_100431	363	477	+	5S
LIB-MJ133-H11_03.6	k127_138967	3855	3971	-	5S
LIB-MJ133-H6_03.2	k127_69915	1295	1411	+	5S
LIB-MJ133-H8_03.3	k127_202069	4415	4531	-	5S
LIB-MJ133-H8_03.3	k127_135081	1	927	-	(partial) 23S
LIB-MJ134-A11_03.3	k127_90089	75	2850	+	(3' truncated) 23S
LIB-MJ134-A11_03.3	k127_90547	369	484	+	5S
LIB-MJ134-A11_03.4	k127_22230	5674	5790	-	5S
LIB-MJ134-A11_03.5	k127_101601	2873	2953	-	(partial) 5S
LIB-MJ134-A11_03.6	k127_38165	6	121	+	5S
LIB-MJ134-A12_03_v_LIB-MJ404-C8_03.9	k127_98860	687	805	+	5S
LIB-MJ134-A12_03_v_LIB-MJ404-C8_03.9	k127_36855	1	1859	-	(partial) 23S
LIB-MJ134-A12_03_v_LIB-MJ404-C8_03.9	k127_36855	2472	3334	-	(partial) 16S
LIB-MJ134-A12_03_v_LIB-MJ404-C8_03.9	k127_124018	554	669	+	5S
LIB-MJ134-A1_03_v_LIB-MJ404-E7_03.1	k127_28946	5114	5846	+	(partial) 16S
LIB-MJ134-A2_03.12	k127_119585	2	118	+	5S
LIB-MJ134-A2_03.7	k127_93081	1840	1930	-	(partial) 5S
LIB-MJ134-A3_03.9	k127_170296	1	2642	+	(5' truncated) 23S
LIB-MJ134-A3_03.9	k127_170296	3637	3753	+	5S
LIB-MJ134-A4_03.1	k127_52930	490	604	+	5S
LIB-MJ134-A5_03.16	k127_313192	177	293	+	5S
LIB-MJ134-A5_03.26	k127_392252	352	463	+	5S
LIB-MJ134-A5_03.32	k127_201594	444	560	+	5S
LIB-MJ134-A5_03.33	k127_202857	6079	6191	-	5S
LIB-MJ134-A5_03.42	k127_386937	6441	6557	-	5S
LIB-MJ134-A5_03.6	k127_129238	47488	47602	-	5S
LIB-MJ134-B10_03.10	k127_43672	2337	3420	+	(partial) 16S
LIB-MJ134-B10_03.10	k127_181381	1	901	+	(partial) 23S
LIB-MJ134-B10_03.10	k127_181381	1023	1130	+	5S
LIB-MJ134-B10_03.10	k127_159495	1	1732	-	(partial) 23S
LIB-MJ134-B10_03.10	k127_54414	32012	33536	+	16S
LIB-MJ134-B10_03.15	k127_107110	2128	2244	-	5S
LIB-MJ134-B10_03.17	k127_181531	1052	1159	+	5S
LIB-MJ134-B10_03.17	k127_181531	7452	9004	+	16S
LIB-MJ134-B10_03.17	k127_139533	1	2778	-	(3' truncated) 23S
LIB-MJ134-B2_03.1	k127_198744	1532	1648	-	5S
LIB-MJ134-B2_03.14	k127_202303	1	94	+	(partial) 5S
LIB-MJ134-B2_03.6	k127_3837	830	947	+	5S
LIB-MJ134-B6_03.2	k127_55788	4	121	+	5S
LIB-MJ134-B6_03.6	k127_287282	497	611	+	5S
LIB-MJ134-B6_03.8	k127_158881	2519	2626	-	5S
LIB-MJ134-B7_03.15	k127_381974	6505	6621	-	5S
LIB-MJ134-B7_03.33	k127_88204	447	563	+	5S
LIB-MJ134-B8_03.28	k127_180839	15464	16943	+	16S
LIB-MJ134-B8_03.28	k127_180839	17570	20367	+	23S
LIB-MJ134-B8_03.28	k127_180839	20487	20594	+	5S
LIB-MJ134-B8_03.37	k127_212595	4205	4320	-	5S
LIB-MJ134-B9_03.5	k127_163155	4152	4266	-	5S
LIB-MJ134-C1_03.11	k127_76409	5	126	-	5S
LIB-MJ134-C1_03.11	k127_76409	373	3295	-	23S
LIB-MJ134-C1_03.11	k127_76409	3529	5003	-	16S
LIB-MJ134-C1_03.11	k127_256821	1824	1945	-	5S
LIB-MJ134-C1_03.13	k127_54430	9561	9682	-	5S
LIB-MJ134-C1_03.16	k127_111737	4933	5048	-	5S
LIB-MJ134-C1_03.23	k127_340468	2553	2670	-	5S
LIB-MJ134-C1_03.24	k127_14805	1	961	+	(partial) 23S
LIB-MJ134-C1_03.24	k127_14805	1160	1277	+	5S
LIB-MJ134-C1_03.24	k127_350977	58	1556	-	16S
LIB-MJ134-C1_03.24	k127_296786	1	2134	-	(partial) 23S
LIB-MJ134-C6_03.13	k127_71971	426	542	+	5S
LIB-MJ134-C6_03.20	k127_233035	3147	3263	-	5S
LIB-MJ134-C6_03.36	k127_2134	4055	4171	-	5S
LIB-MJ134-C6_03.39	k127_104225	31011	31127	-	5S
LIB-MJ134-C6_03.39	k127_327610	707	2206	-	16S
LIB-MJ134-D7_03.12	k127_267085	28283	28399	-	5S
LIB-MJ134-D7_03.12	k127_267085	28577	31589	-	23S
LIB-MJ134-D7_03.12	k127_267085	32035	32780	-	(partial) 16S
LIB-MJ134-D7_03.12	k127_216685	1	902	-	(partial) 16S
LIB-MJ134-D7_03.17	k127_239587	139940	140057	-	5S
LIB-MJ134-D7_03.19	k127_239000	103	215	+	5S
LIB-MJ134-D7_03.8	k127_169554	845	961	+	5S
LIB-MJ134-D7_03.9	k127_1257	1	2181	-	(partial) 23S
LIB-MJ134-D7_03.9	k127_103895	478	594	-	5S
LIB-MJ134-D7_03.9	k127_103895	664	1650	-	(partial) 23S
LIB-MJ134-D8_03_v_LIB-MJ404-H7_03.5	k127_99997	1	1715	-	(partial) 23S
LIB-MJ134-E11_03.18	k127_121806	16841	19812	+	23S
LIB-MJ134-E11_03.18	k127_121806	20011	20127	+	5S
LIB-MJ134-E11_03.18	k127_210320	8704	10237	+	16S
LIB-MJ134-E11_03.3	k127_167247	12579	12695	-	5S
LIB-MJ134-E11_03.3	k127_167247	13650	15018	-	(partial) 23S
LIB-MJ134-E2_03.10	k127_172216	206	323	+	5S
LIB-MJ134-E4_03.1	k127_29801	1	1637	+	(partial) 23S
LIB-MJ134-E4_03.1	k127_26472	4038	4146	-	(5' truncated) 5S
LIB-MJ134-E4_03.1	k127_20013	9	124	+	5S
LIB-MJ134-E4_03.1	k127_36899	9	124	+	5S
LIB-MJ134-E8_03_v_LIB-MJ404-A8_03.14	k127_432855	26335	26442	-	5S
LIB-MJ134-E8_03_v_LIB-MJ404-A8_03.14	k127_432855	26562	27471	-	(partial) 23S
LIB-MJ134-E8_03_v_LIB-MJ404-A8_03.19	k127_163403	701	818	+	5S
LIB-MJ134-E8_03_v_LIB-MJ404-A8_03.29	k127_203659	487	603	+	5S
LIB-MJ134-F11_03.3	k127_54246	1	1945	-	(partial) 23S
LIB-MJ134-F11_03.3	k127_95778	1	1906	-	(partial) 23S
LIB-MJ134-F5_03_v_LIB-MJ404-F7_03.2	k127_97633	431	545	+	5S
LIB-MJ134-F5_03_v_LIB-MJ404-F7_03.3	k127_217496	465	579	+	5S
LIB-MJ134-F6_03.10	k127_161615	1	1983	-	(partial) 23S
LIB-MJ134-F8_03.4	k127_140284	249589	249705	-	5S
LIB-MJ134-F9_03.4	k127_87884	1573	1692	+	5S
LIB-MJ134-F9_03.6	k127_42353	5	119	+	5S
LIB-MJ134-G6_03.6	k127_1947	8427	9349	+	(partial) 16S
LIB-MJ134-G6_03.6	k127_65833	1716	1835	+	5S
LIB-MJ134-G7_03.1	k127_48576	7510	7629	+	5S
LIB-MJ134-G9_03.3	k127_52602	8	121	+	5S
LIB-MJ134-G9_03.3	k127_22688	889	2426	-	16S
LIB-MJ134-H10_03.12	k127_192787	4002	4119	-	5S
LIB-MJ135-A2_04.5	k127_120348	706	823	+	5S
LIB-MJ135-B1_04_v_LIB-MJ415-H10_04.15	k127_182729	415	529	+	5S
LIB-MJ135-B3_04_v_LIB-MJ367-B3_04.1	k127_55828	366	482	+	5S
LIB-MJ135-B3_04_v_LIB-MJ367-B3_04.19	k127_354024	20810	20929	-	5S
LIB-MJ135-B3_04_v_LIB-MJ367-B3_04.19	k127_57408	6147	6672	+	(partial) 16S
LIB-MJ135-B3_04_v_LIB-MJ367-B3_04.3	k127_79166	1419	1538	+	5S
LIB-MJ135-B3_04_v_LIB-MJ367-B3_04.3	k127_266155	266	385	+	5S
LIB-MJ135-B3_04_v_LIB-MJ367-B3_04.6	k127_359148	15029	15148	-	5S
LIB-MJ135-B4_04.12	k127_163520	7974	8087	-	5S
LIB-MJ135-B4_04.8	k127_188939	482	598	+	5S
LIB-MJ135-C2_04_v_LIB-MJ367-C2_04.27	k127_363140	2725	2839	-	5S
LIB-MJ135-C2_04_v_LIB-MJ367-C2_04.27	k127_417283	325	439	+	5S
LIB-MJ135-C5_04_v_LIB-MJ367-C5_04.16	k127_379824	2307	2420	-	5S
LIB-MJ135-C5_04_v_LIB-MJ367-C5_04.2	k127_400568	1312	1426	-	5S
LIB-MJ135-D11_04.9	k127_87833	1	518	-	(partial) 16S
LIB-MJ135-D8_04.6	k127_33660	43655	45155	-	16S
LIB-MJ135-D9_04_v_LIB-MJ367-D9_03.23	k127_109336	8392	8508	-	5S
LIB-MJ135-D9_04_v_LIB-MJ367-D9_03.30	k127_285929	458	575	+	5S
LIB-MJ135-E3_04.3	k127_80489	449	562	+	5S
LIB-MJ135-E4_04.3	k127_34550	6850	6967	-	5S
LIB-MJ135-E5_04_v_LIB-MJ415-A11_04.5	k127_38826	239	353	+	5S
LIB-MJ135-F11_04.7	k127_47786	5780	5896	+	5S
LIB-MJ135-F2_04.1	k127_76700	2	117	+	5S
LIB-MJ135-F2_04.1	k127_11021	1	88	+	(partial) 5S
LIB-MJ135-F2_04.1	k127_11021	229	344	+	5S
LIB-MJ135-F2_04.1	k127_61437	3	118	+	5S
LIB-MJ135-F2_04.1	k127_15185	2	117	+	5S
LIB-MJ135-F8_04.6	k127_17258	6136	6250	-	5S
LIB-MJ135-G10_04.4	k127_47211	3526	4068	+	(partial) 16S
LIB-MJ135-G2_04_v_LIB-MJ367-G2_04.6	k127_334242	1330	1444	-	5S
LIB-MJ135-G6_04.2	k127_70079	2884	3002	+	5S
LIB-MJ135-G9_04.10	k127_54781	2961	3080	+	5S
LIB-MJ135-G9_04.9	k127_99328	404	518	+	5S
LIB-MJ135-G9_04.9	k127_12872	1784	1898	-	5S
LIB-MJ135-H5_04.12	k127_133657	188972	189061	-	(partial) 5S
LIB-MJ135-H5_04.12	k127_77506	8935	9040	-	(5' truncated) 5S
LIB-MJ135-H5_04.12	k127_4630	8502	8607	-	(5' truncated) 5S
LIB-MJ135-H8_04.4	k127_45989	451	569	+	5S
LIB-MJ137-A4_02.1	k127_30715	11	126	+	5S
LIB-MJ137-A4_02.1	k127_64826	4278	4374	-	(5' truncated) 5S
LIB-MJ137-A4_02.1	k127_8790	1	104	+	(5' truncated) 5S
LIB-MJ137-B4_02.3	k127_121719	1377	1491	-	5S
LIB-MJ137-B6_02.13	k127_167073	1318	1434	-	5S
LIB-MJ137-B8_02.1	k127_151373	1	85	+	(partial) 5S
LIB-MJ137-B8_02.1	k127_151474	1	85	+	(partial) 5S
LIB-MJ137-C12_02.4	k127_129980	1	1099	+	(partial) 23S
LIB-MJ137-C12_02.4	k127_129980	1232	1346	+	5S
LIB-MJ137-C12_02.4	k127_38768	1	822	-	(partial) 16S
LIB-MJ137-C1_02.3	k127_9425	399	513	+	5S
LIB-MJ137-D8_02.2	k127_159567	1	632	-	(partial) 16S
LIB-MJ137-E5_02.3	k127_5504	4105	5665	+	16S
LIB-MJ137-F4_02.4	k127_191485	160	276	+	5S
LIB-MJ137-F9_02.1	k127_20495	642	756	+	5S
LIB-MJ137-G11_02.6	k127_82124	1606	1720	-	5S
LIB-MJ137-G7_02.4	k127_212507	1039	1153	-	5S
LIB-MJ137-G8_02.6	k127_43934	5755	5871	-	5S
LIB-MJ137-G8_02.6	k127_7324	1	577	+	(partial) 16S
LIB-MJ137-H5_02.4	k127_68821	2324	2437	-	5S
LIB-MJ138-A11_03.14	k127_287125	619	735	+	5S
LIB-MJ138-A2_03.3	k127_24457	477	594	+	5S
LIB-MJ138-A3_03.2	k127_188715	490	604	+	5S
LIB-MJ138-A5_03.10	k127_120826	4499	4613	-	5S
LIB-MJ138-B8_03.13	k127_143701	1	936	-	(partial) 16S
LIB-MJ138-B8_03.14	k127_96447	1	689	-	(partial) 16S
LIB-MJ138-B8_03.25	k127_278993	18251	18365	-	5S
LIB-MJ138-B8_03.27	k127_115377	2514	2600	-	(partial) 5S
LIB-MJ138-B8_03.28	k127_114513	204	319	+	5S
LIB-MJ138-B8_03.28	k127_231290	2918	3033	-	5S
LIB-MJ138-B8_03.3	k127_1341	1	1979	-	(partial) 23S
LIB-MJ138-B8_03.4	k127_282519	2956	3070	-	5S
LIB-MJ138-B9_03.11	k127_209715	392	508	+	5S
LIB-MJ138-C2_03.1	k127_350245	1342	1456	-	5S
LIB-MJ138-C2_03.7	k127_294294	16120	17685	+	16S
LIB-MJ138-C2_03.7	k127_294294	18297	19375	+	(partial) 23S
LIB-MJ138-C2_03.7	k127_78071	16896	17013	-	5S
LIB-MJ138-C2_03.7	k127_78071	17190	19237	-	(partial) 23S
LIB-MJ138-C6_03.4	k127_139325	669	788	-	5S
LIB-MJ138-C6_03.4	k127_196673	1584	2226	+	(partial) 16S
LIB-MJ138-C6_03.6	k127_63030	13428	13547	+	5S
LIB-MJ138-C8_03.1	k127_3971	1	1799	+	(partial) 23S
LIB-MJ138-C8_03.10	k127_2204	18829	18945	+	5S
LIB-MJ138-C8_03.2	k127_15988	10575	10691	-	5S
LIB-MJ138-C8_03.2	k127_43264	1	942	-	(partial) 16S
LIB-MJ138-C8_03.2	k127_73983	1	1079	-	(partial) 23S
LIB-MJ138-C8_03.3	k127_79199	1	777	-	(partial) 16S
LIB-MJ138-C8_03.3	k127_71743	581	698	+	5S
LIB-MJ138-C8_03.3	k127_10951	5158	5956	-	(partial) 16S
LIB-MJ138-C8_03.5	k127_99159	108619	110180	+	16S
LIB-MJ138-C8_03.5	k127_99159	110770	113892	+	23S
LIB-MJ138-C8_03.5	k127_99159	114047	114163	+	5S
LIB-MJ138-C8_03.8	k127_53731	3769	4685	+	(partial) 16S
LIB-MJ138-C9_03.5	k127_223717	1384	1498	-	5S
LIB-MJ138-D10_03.16	k127_32807	317	1844	+	16S
LIB-MJ138-D10_03.16	k127_238993	578	694	+	5S
LIB-MJ138-D2_03.8	k127_172312	318	432	+	5S
LIB-MJ138-E11_03.21	k127_174646	10842	10958	-	5S
LIB-MJ138-E11_03.9	k127_147530	182	3115	+	23S
LIB-MJ138-E11_03.9	k127_366981	8741	8857	-	5S
LIB-MJ138-E6_03.8	k127_158643	1486	1600	-	5S
LIB-MJ138-E7_03.5	k127_148894	2079	2193	-	5S
LIB-MJ138-E7_03.8	k127_247663	3238	3335	-	(5' truncated) 5S
LIB-MJ138-F11_03.19	k127_382389	10	1815	+	(partial) 23S
LIB-MJ138-F11_03.2	k127_21631	4802	4916	-	5S
LIB-MJ138-F11_03.26	k127_41974	19866	20740	+	(partial) 16S
LIB-MJ138-F11_03.26	k127_174089	396	510	+	5S
LIB-MJ138-F11_03.26	k127_345103	88	1640	+	(partial) 23S
LIB-MJ138-F11_03.8	k127_125014	1754	1863	-	5S
LIB-MJ138-F11_03.8	k127_216979	1	84	+	(partial) 5S
LIB-MJ138-F7_03.1	k127_103939	1	87	+	(partial) 5S
LIB-MJ138-G2_03.10	k127_218696	6306	6422	-	5S
LIB-MJ138-G2_03.15	k127_213407	9870	11399	-	16S
LIB-MJ138-G2_03.7	k127_2422	306	1833	+	16S
LIB-MJ138-G2_03.7	k127_316934	619	735	+	5S
LIB-MJ138-G7_03.5	k127_182603	39	1529	-	16S
LIB-MJ138-G7_03.5	k127_69766	1	983	-	(partial) 16S
LIB-MJ138-G8_03.12	k127_191133	2798	3412	+	(partial) 16S
LIB-MJ138-H10_03.4	k127_164793	265	379	+	5S
LIB-MJ138-H3_03.4	k127_92583	4372	4487	-	5S
LIB-MJ138-H4_03.1	k127_88622	1878	2404	+	(partial) 16S
LIB-MJ138-H4_03.1	k127_13853	1571	1690	+	5S
