Genus,n_observations,n_abundant,mean_abundance,Genus_type,complex3,group_size,Core,prevalence,fidelity
Chthoniobacter,25,21,0.236194278110446,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.833333333333333,29
Turicibacter,19,16,0.232867598137059,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.633333333333333,5
Acidibacter,22,16,0.229540918163673,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.733333333333333,38
Hyphomicrobium,25,18,0.226214238190286,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.833333333333333,22
MFD_g_1320,28,16,0.226214238190286,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.933333333333333,6
Pedomicrobium,25,17,0.21290751829674,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.833333333333333,21
Reyranella,24,19,0.21290751829674,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.8,29
MFD_g_875,22,16,0.21290751829674,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.733333333333333,21
Gemmata,24,18,0.209580838323353,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.8,17
MFD_g_14103,26,17,0.199600798403194,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.866666666666667,6
Pseudolabrys,24,17,0.186294078509647,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.8,24
MFD_g_13520,21,15,0.176314038589488,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.7,15
Clostridium_sensu_stricto_13,23,17,0.176314038589488,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.766666666666667,21
Flavobacterium,19,15,0.169660678642715,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.633333333333333,13
MFD_g_259,23,16,0.166333998669328,Core,"Soil, Agriculture, Fields, Malvids, Brassicales, Rapeseed, Winter",30,15,0.766666666666667,11
Bacillus,8,8,5.07734530938124,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,45
Nocardioides,8,8,3.3058882235529,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,37
Mycobacterium,8,8,2.17065868263473,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,50
Streptomyces,8,8,1.89620758483034,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,35
Gaiella,8,8,1.72155688622755,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,29
Paenibacillus,8,8,1.39720558882236,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,43
Ca_Udaeobacter,8,8,1.08532934131737,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,32
Solirubrobacter,8,8,1.02295409181637,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,22
Sphingomonas,8,8,0.898203592814372,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,19
Gemmatimonas,8,8,0.873253493013973,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,28
Haliangium,8,8,0.873253493013973,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,44
Conexibacter,8,8,0.760978043912175,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,43
Massilia,6,4,0.736027944111777,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,9
MFD_g_8204,8,8,0.62375249500998,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,33
RB41,7,7,0.61127744510978,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,16
MFD_g_2431,8,8,0.598802395209582,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,19
MFD_g_8,8,8,0.598802395209581,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,40
Nakamurella,8,8,0.561377245508982,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,22
MFD_g_144,7,7,0.561377245508982,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,36
MFD_g_264,7,6,0.536427145708584,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,22
MFD_g_198,7,7,0.536427145708584,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,12
Pseudonocardia,7,7,0.511477045908184,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,25
Ca_Alysiosphaera,8,8,0.511477045908183,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,25
MFD_g_650,8,7,0.499001996007985,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,23
MFD_g_782,8,7,0.486526946107785,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,28
Microlunatus,8,6,0.486526946107785,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,14
Sporosarcina,6,6,0.474051896207586,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,19
MFD_g_6,8,7,0.436626746506986,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,27
Tumebacillus,8,5,0.436626746506986,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,11
Bradyrhizobium,8,7,0.436626746506986,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,41
MFD_g_5777,7,5,0.424151696606786,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,12
MFD_g_5535,8,7,0.411676646706587,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,31
MFD_g_161,6,6,0.411676646706587,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,10
MFD_g_4907,7,6,0.399201596806387,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,16
Marmoricola,8,8,0.374251497005988,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,16
MFD_g_11470,8,8,0.361776447105788,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,14
Pedomicrobium,7,6,0.361776447105788,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,21
Microvirga,7,7,0.349301397205589,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,16
MFD_g_9823,7,6,0.349301397205589,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,16
MFD_g_1794,7,6,0.32435129740519,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,13
Oryzihumus,7,5,0.32435129740519,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,11
MFD_g_340,8,7,0.324351297405189,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,19
Microbacterium,8,8,0.31187624750499,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,15
MFD_g_1517,7,7,0.31187624750499,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,12
Subgroup_10,8,7,0.31187624750499,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,28
Nitrospira,7,7,0.29940119760479,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,19
MFD_g_875,7,5,0.29940119760479,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,21
Blastococcus,7,6,0.286926147704591,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,14
Iamia,8,7,0.274451097804391,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,17
MFD_g_512,7,5,0.274451097804391,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,12
Acidibacter,8,6,0.274451097804391,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,38
Bryobacter,7,5,0.261976047904191,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,44
Chthoniobacter,8,6,0.261976047904191,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,29
Flavobacterium,7,5,0.249500998003992,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,13
Ferruginibacter,7,4,0.249500998003992,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,6
Ilumatobacter,7,4,0.224550898203593,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,12
Lysobacter,6,5,0.212075848303393,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,1
MFD_g_14103,7,5,0.212075848303393,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,6
Ca_Xiphinematobacter,8,4,0.212075848303393,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,19
MFD_g_812,7,5,0.199600798403194,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,25
Pseudomonas,6,5,0.199600798403194,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,7
Ca_Solibacter,8,4,0.199600798403194,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,1,44
Cellulomonas,7,5,0.187125748502994,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,3
MFD_g_13520,6,5,0.187125748502994,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,15
Burkholderia-Caballeronia-Paraburkholderia,5,4,0.174650698602794,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.625,18
Agromyces,6,4,0.174650698602794,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,3
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,6,4,0.162175648702595,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,5
MFD_g_485,6,4,0.149700598802395,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,11
Pajaroellobacter,7,4,0.149700598802395,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.875,42
Arthrobacter,6,4,0.137225548902196,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,2
MFD_g_36278,6,4,0.137225548902196,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,2
MFD_g_4485,6,4,0.137225548902196,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,6
Skermanella,4,4,0.137225548902196,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.5,4
MFD_g_27149,5,4,0.137225548902196,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.625,2
MFD_g_6265,5,4,0.137225548902196,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.625,11
Pir4_lineage,6,4,0.124750499001996,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.75,36
MFD_g_549,5,4,0.112275449101797,Core,"Soil, Agriculture, Fields, Mixed crops, Catch crop, Fodder radish, Flower",8,4,0.625,10
Bacillus,19,19,7.41674545645551,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,45
Nocardioides,19,19,2.19035612984557,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,37
Sporosarcina,19,17,2.05903981510663,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,19
Ca_Udaeobacter,19,18,1.64408026053157,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,32
Gaiella,19,19,1.57054312427776,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,29
Paenibacillus,19,19,1.40771089400147,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,43
Mycobacterium,19,19,1.35518436810589,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,50
Streptomyces,19,18,1.2921525370312,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,35
Pseudonocardia,19,19,1.15033091711314,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,25
Gemmatimonas,19,19,0.913961550583044,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,28
Conexibacter,19,19,0.85618237209791,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,43
Haliangium,19,19,0.798403193612775,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,44
Sphingomonas,19,18,0.766887278075428,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,19
Ca_Solibacter,19,16,0.719613404769409,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,44
Acidothermus,17,12,0.677592184052948,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,30
Solirubrobacter,18,16,0.630318310746927,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.947368421052632,22
MFD_g_8204,19,19,0.598802395209581,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,33
Nakamurella,17,16,0.556781174493119,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,22
MFD_g_144,19,17,0.541023216724446,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,36
MFD_g_340,17,17,0.535770564134888,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,19
Bryobacter,17,14,0.477991385649753,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,44
MFD_g_782,19,16,0.435970164933291,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,28
MFD_g_2431,19,17,0.425464859754176,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,19
Bradyrhizobium,19,18,0.425464859754176,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,41
MFD_g_4907,18,16,0.425464859754176,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.947368421052632,16
MFD_g_812,18,18,0.41495955457506,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.947368421052632,25
Jatrophihabitans,17,13,0.39394894421683,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,24
MFD_g_1634,17,13,0.388696291627272,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,13
MFD_g_8,16,15,0.378190986448156,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.842105263157895,40
MFD_g_5535,18,17,0.372938333858599,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.947368421052632,31
Blastococcus,18,14,0.362433028679483,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.947368421052632,14
MFD_g_9823,18,15,0.362433028679483,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.947368421052632,16
Clostridium_sensu_stricto_1,16,14,0.357180376089925,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.842105263157895,20
Lysinibacillus,18,14,0.34667507091081,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.947368421052632,13
MFD_g_198,13,12,0.341422418321252,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.68421052631579,12
MFD_g_827,16,13,0.336169765731695,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.842105263157895,14
Ca_Alysiosphaera,19,17,0.325664460552579,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,25
Microvirga,17,12,0.315159155373464,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,16
MFD_g_264,14,11,0.304653850194348,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.736842105263158,22
Pajaroellobacter,19,15,0.299401197604791,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,42
Psychrobacillus,15,10,0.294148545015233,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.789473684210526,6
Aquisphaera,16,15,0.288895892425675,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.842105263157895,24
RB41,17,13,0.288895892425675,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,16
Gemmata,18,16,0.267885282067444,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.947368421052632,17
MFD_g_512,15,11,0.267885282067444,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.789473684210526,12
Acidibacter,17,14,0.267885282067444,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,38
Nitrospira,17,15,0.267885282067444,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,19
Pir4_lineage,17,15,0.267885282067444,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,36
MFD_g_650,13,11,0.262632629477886,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.68421052631579,23
Chthoniobacter,19,15,0.257379976888329,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,29
MFD_g_259,16,13,0.257379976888329,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.842105263157895,11
Subgroup_10,16,14,0.252127324298771,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.842105263157895,28
Clostridium_sensu_stricto_13,15,12,0.246874671709213,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.789473684210526,21
Pedomicrobium,18,13,0.241622019119656,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.947368421052632,21
Reyranella,17,14,0.241622019119655,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,29
Ammoniphilus,13,11,0.225864061350983,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.68421052631579,7
Hyphomicrobium,17,12,0.225864061350982,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,22
MFD_g_8659,14,12,0.225864061350982,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.736842105263158,6
CL500-29_marine_group,19,15,0.220611408761425,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,1,16
Marmoricola,15,10,0.215358756171867,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.789473684210526,16
Tumebacillus,15,10,0.199600798403194,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.789473684210526,11
MFD_g_485,14,11,0.199600798403194,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.736842105263158,11
Oryzihumus,17,10,0.199600798403194,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,11
Actinoplanes,13,10,0.194348145813636,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.68421052631579,2
Arthrobacter,17,10,0.18384284063452,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,2
MFD_g_13520,15,10,0.178590188044963,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.789473684210526,15
Ellin6067,17,13,0.173337535455405,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.894736842105263,14
MFD_g_5777,15,10,0.173337535455405,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.789473684210526,12
Romboutsia,15,10,0.173337535455405,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.789473684210526,6
Micromonospora,16,10,0.16283223027629,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.842105263157895,3
Singulisphaera,12,10,0.141821619918059,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.631578947368421,6
MFD_g_875,13,10,0.136568967328501,Core,"Soil, Agriculture, Fields, Mixed crops, Grass, Clover, Rotation",19,10,0.68421052631579,21
Bacillus,56,56,6.3622754491018,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,45
Nocardioides,56,56,2.64471057884232,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,37
Gaiella,56,56,2.16709438266325,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,29
Streptomyces,56,56,1.81422868548617,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,35
Ca_Udaeobacter,56,56,1.73937838608497,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,32
Mycobacterium,56,55,1.72868548617052,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,50
Paenibacillus,56,56,1.50948103792415,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,43
Sporosarcina,54,47,1.07641859138865,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.964285714285714,19
Conexibacter,56,55,0.99265754205874,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,43
Sphingomonas,56,56,0.978400342172798,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,19
Solirubrobacter,55,55,0.94810379241517,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.982142857142857,22
Haliangium,56,56,0.809096093527232,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,44
Pseudonocardia,55,55,0.780581693755347,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.982142857142857,25
Gemmatimonas,56,56,0.760978043912176,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,28
MFD_g_8204,56,56,0.760978043912176,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,33
Acidothermus,40,29,0.539991445680069,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.714285714285714,30
MFD_g_2431,56,52,0.539991445680069,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,19
Ca_Solibacter,53,47,0.536427145708583,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.946428571428571,44
MFD_g_198,51,42,0.518605645851155,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.910714285714286,12
MFD_g_264,52,44,0.506130595950955,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.928571428571429,22
MFD_g_8,56,53,0.491873396065013,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,1,40
MFD_g_4907,55,50,0.488309096093527,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.982142857142857,16
Clostridium_sensu_stricto_1,50,44,0.47761619617907,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.892857142857143,20
Bryobacter,55,53,0.47761619617907,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.982142857142857,44
Ca_Alysiosphaera,55,50,0.475834046193327,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.982142857142857,25
MFD_g_144,54,49,0.466923296264614,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.964285714285714,36
MFD_g_782,54,50,0.441973196464214,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.964285714285714,28
Bradyrhizobium,52,47,0.418805246649558,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.928571428571429,41
RB41,55,51,0.409894496720844,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.982142857142857,16
MFD_g_650,54,45,0.408112346735101,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.964285714285714,23
MFD_g_340,53,41,0.399201596806387,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.946428571428571,19
MFD_g_512,52,46,0.393855146849159,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.928571428571429,12
MFD_g_161,42,38,0.376033646991731,Core,"Soil, Agriculture, Fields, Poales, Cereal, Barley, Spring",56,28,0.75,10
