Genus,n_observations,n_abundant,mean_abundance,Genus_type,complex2,group_size,Core,prevalence,fidelity
MFD_g_161,33,28,0.29940119760479,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.717391304347826,7
MFD_g_5777,36,29,0.295062049813417,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.782608695652174,8
RB41,36,28,0.29289247591773,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.782608695652174,7
MFD_g_1081,36,25,0.282044606439295,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.782608695652174,5
Clostridium_sensu_stricto_1,35,27,0.279875032543608,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.760869565217391,12
Microvirga,36,28,0.273366310856548,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.782608695652174,8
Subgroup_10,38,32,0.269027163065174,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.826086956521739,20
Acidibacter,38,28,0.2646880152738,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.826086956521739,20
MFD_g_1634,32,25,0.260348867482427,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.695652173913044,8
Jatrophihabitans,36,24,0.25817929358674,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.782608695652174,13
MFD_g_11470,34,25,0.25817929358674,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.739130434782609,9
Blastococcus,36,30,0.249500998003992,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.782608695652174,6
Pedomicrobium,41,25,0.249500998003992,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.891304347826087,14
Hyphomicrobium,38,31,0.242992276316932,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.826086956521739,15
MFD_g_512,33,27,0.242992276316931,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.717391304347826,6
Pajaroellobacter,41,23,0.238653128525558,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.891304347826087,21
MFD_g_1794,30,24,0.225635685151436,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.652173913043478,8
MFD_g_485,33,23,0.219126963464376,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.717391304347826,6
Iamia,34,28,0.216957389568689,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.739130434782609,11
Oryzihumus,31,26,0.212618241777315,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.673913043478261,5
Marmoricola,32,26,0.208279093985941,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.695652173913044,9
Lysinibacillus,38,28,0.206109520090254,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.826086956521739,6
CL500-29_marine_group,33,23,0.186583355029072,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.717391304347826,12
MFD_g_1517,37,24,0.182244207237699,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.804347826086957,5
MFD_g_658,36,24,0.156209320489456,Core,"Soil, Agriculture, Fields, Fallow",46,23,0.782608695652174,3
Bacillus,32,32,6.10965568862275,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,27
Nocardioides,32,32,3.31212574850299,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,23
Gaiella,32,32,2.20184630738523,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,19
Mycobacterium,32,31,1.93987025948104,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,30
Ca_Udaeobacter,31,31,1.5874500998004,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.96875,19
Paenibacillus,32,32,1.5812125748503,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,21
Streptomyces,32,32,1.55938123752495,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,21
Sphingomonas,32,31,0.851422155688623,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,9
Pseudonocardia,31,31,0.807759481037925,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.96875,16
Conexibacter,31,31,0.779690618762475,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.96875,24
Gemmatimonas,31,30,0.776571856287426,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.96875,15
Solirubrobacter,31,30,0.760978043912176,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.96875,14
Sporosarcina,29,26,0.748502994011976,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.90625,9
Haliangium,32,32,0.732909181636727,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,27
MFD_g_8204,32,32,0.670533932135729,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,17
Clostridium_sensu_stricto_1,28,24,0.645583832335329,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.875,12
MFD_g_198,30,24,0.620633732534931,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.9375,5
MFD_g_264,30,26,0.558258483033932,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.9375,14
Nakamurella,32,29,0.533308383233534,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,12
MFD_g_8,32,29,0.533308383233533,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,23
Massilia,27,19,0.520833333333333,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.84375,2
MFD_g_2431,32,31,0.511477045908184,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,11
MFD_g_4907,32,28,0.499001996007984,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,9
MFD_g_340,29,28,0.467814371257485,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.90625,7
MFD_g_144,32,30,0.464695608782435,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,22
Bryobacter,31,30,0.455339321357286,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.96875,23
Ca_Solibacter,30,28,0.452220558882236,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.9375,22
MFD_g_650,30,27,0.445983033932136,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.9375,12
MFD_g_782,32,30,0.442864271457086,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,16
Ca_Alysiosphaera,28,26,0.442864271457086,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.875,14
MFD_g_161,26,22,0.424151696606787,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.8125,7
MFD_g_512,30,25,0.383607784431138,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.9375,6
Microlunatus,28,23,0.371132734530938,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.875,8
Nitrospira,31,27,0.364895209580838,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.96875,14
Blastococcus,32,28,0.361776447105789,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,6
MFD_g_5777,30,24,0.352420159680639,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.9375,8
MFD_g_9823,28,21,0.346182634730539,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.875,10
Bradyrhizobium,29,22,0.343063872255489,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.90625,21
MFD_g_6,29,26,0.339945109780439,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.90625,16
Microvirga,28,23,0.33682634730539,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.875,8
RB41,29,25,0.32435129740519,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.90625,7
MFD_g_812,32,28,0.32435129740519,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,14
MFD_g_5535,29,27,0.31187624750499,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.90625,17
MFD_g_827,25,20,0.293163672654691,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.78125,5
MFD_g_1794,28,22,0.290044910179641,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.875,8
Oryzihumus,30,23,0.286926147704591,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.9375,5
Subgroup_10,31,22,0.283807385229541,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.96875,20
Tumebacillus,32,23,0.283807385229541,Core,"Soil, Agriculture, Fields, Malvids",32,16,1,4
Marmoricola,27,21,0.274451097804391,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.84375,9
Microbacterium,27,19,0.274451097804391,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.84375,9
Pajaroellobacter,29,24,0.271332335329341,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.90625,21
Pir4_lineage,29,21,0.268213572854291,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.90625,23
Lysinibacillus,27,21,0.265094810379242,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.84375,6
MFD_g_841,29,24,0.261976047904192,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.90625,7
MFD_g_1634,26,19,0.261976047904192,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.8125,8
MFD_g_1517,27,23,0.252619760479042,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.84375,5
Jatrophihabitans,28,21,0.246382235528942,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.875,13
MFD_g_11470,27,20,0.243263473053892,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.84375,9
Flavobacterium,20,16,0.237025948103792,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.625,11
MFD_g_875,24,18,0.233907185628743,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.75,14
Acidibacter,23,17,0.230788423153693,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.71875,20
Chthoniobacter,27,22,0.230788423153693,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.84375,16
Hyphomicrobium,26,19,0.227669660678643,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.8125,15
Turicibacter,20,17,0.224550898203593,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.625,2
Pedomicrobium,27,19,0.218313373253493,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.84375,14
Reyranella,25,20,0.212075848303393,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.78125,15
MFD_g_1320,28,16,0.212075848303393,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.875,3
Gemmata,26,18,0.202719560878244,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.8125,9
MFD_g_14103,28,18,0.199600798403194,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.875,4
MFD_g_485,26,16,0.190244510978044,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.8125,6
Clostridium_sensu_stricto_13,25,19,0.180888223552894,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.78125,11
MFD_g_13520,23,16,0.177769461077844,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.71875,10
Pseudolabrys,24,17,0.174650698602794,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.75,9
MFD_g_259,24,16,0.159056886227545,Core,"Soil, Agriculture, Fields, Malvids",32,16,0.75,3
Bacillus,32,32,6.51821357285429,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,27
Nocardioides,32,32,2.53555389221557,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,23
Gaiella,32,32,1.6934880239521,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,19
Mycobacterium,32,32,1.6498253493014,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,30
Ca_Udaeobacter,32,31,1.64046906187625,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,19
Streptomyces,32,31,1.43151197604791,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,21
Sporosarcina,30,27,1.42839321357285,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.9375,9
Paenibacillus,32,32,1.39720558882236,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,21
Pseudonocardia,31,31,0.876372255489022,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.96875,16
Haliangium,32,32,0.873253493013973,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,27
Gemmatimonas,32,32,0.857659680638723,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,15
Conexibacter,32,32,0.829590818363274,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,24
Sphingomonas,32,31,0.795284431137725,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,9
Solirubrobacter,31,29,0.754740518962076,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.96875,14
MFD_g_8204,32,32,0.676771457085829,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,17
Ca_Solibacter,32,25,0.598802395209581,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,22
MFD_g_144,31,29,0.564496007984032,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.96875,22
Nakamurella,30,29,0.530189620758483,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.9375,12
Acidothermus,23,16,0.461576846307386,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.71875,17
MFD_g_2431,32,30,0.461576846307385,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,11
MFD_g_340,30,28,0.458458083832335,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.9375,7
Bryobacter,29,24,0.452220558882235,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.90625,23
MFD_g_8,29,27,0.449101796407186,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.90625,23
MFD_g_782,32,27,0.442864271457086,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,16
MFD_g_264,26,22,0.427270459081837,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.8125,14
MFD_g_198,25,23,0.414795409181637,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.78125,5
Bradyrhizobium,31,28,0.405439121756487,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.96875,21
RB41,29,24,0.389845309381237,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.90625,7
MFD_g_5535,31,28,0.386726546906188,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.96875,17
MFD_g_4907,30,24,0.386726546906188,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.9375,9
Ca_Alysiosphaera,32,28,0.355538922155689,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,1,14
MFD_g_9823,30,26,0.352420159680639,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.9375,10
MFD_g_812,30,28,0.352420159680639,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.9375,14
MFD_g_650,25,22,0.349301397205589,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.78125,12
Jatrophihabitans,27,20,0.339945109780439,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,13
Blastococcus,29,24,0.33058882235529,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.90625,6
MFD_g_1634,27,20,0.31499500998004,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,8
MFD_g_512,27,21,0.31187624750499,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,6
Microlunatus,24,17,0.30251996007984,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.75,8
Nitrospira,29,27,0.29628243512974,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.90625,14
Microvirga,28,21,0.293163672654691,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.875,8
Pedomicrobium,30,23,0.293163672654691,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.9375,14
Subgroup_10,29,25,0.290044910179641,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.90625,20
Clostridium_sensu_stricto_1,25,19,0.280688622754491,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.78125,12
Lysinibacillus,28,20,0.274451097804391,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.875,6
MFD_g_161,22,18,0.274451097804391,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.6875,7
MFD_g_6,27,18,0.271332335329341,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,16
MFD_g_827,24,18,0.268213572854292,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.75,5
MFD_g_5777,27,19,0.268213572854291,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,8
Tumebacillus,27,18,0.261976047904192,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,4
Acidibacter,29,23,0.255738522954092,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.90625,20
Oryzihumus,29,19,0.255738522954092,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.90625,5
Marmoricola,27,21,0.255738522954092,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,9
Pajaroellobacter,31,22,0.246382235528942,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.96875,21
Pir4_lineage,27,23,0.243263473053892,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,23
Chthoniobacter,30,23,0.237025948103792,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.9375,16
MFD_g_1794,27,18,0.237025948103792,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,8
Gemmata,28,22,0.227669660678643,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.875,9
MFD_g_259,26,17,0.215194610778443,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.8125,3
MFD_g_1517,22,18,0.212075848303393,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.6875,5
Hyphomicrobium,26,18,0.208957085828343,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.8125,15
MFD_g_875,25,19,0.202719560878244,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.78125,14
Clostridium_sensu_stricto_13,24,18,0.202719560878244,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.75,11
Iamia,29,16,0.199600798403194,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.90625,11
CL500-29_marine_group,31,19,0.196482035928144,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.96875,12
Reyranella,27,17,0.196482035928144,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.84375,15
MFD_g_485,24,18,0.190244510978044,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.75,6
Aquisphaera,19,17,0.187125748502994,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.59375,14
MFD_g_8659,22,16,0.177769461077844,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.6875,1
MFD_g_14103,25,16,0.174650698602795,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.78125,4
Ellin6067,28,17,0.168413173652695,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.875,8
MFD_g_13520,24,16,0.168413173652695,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.75,10
MFD_g_658,24,16,0.165294411177645,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.75,3
MFD_g_6265,20,16,0.159056886227545,Core,"Soil, Agriculture, Fields, Mixed crops",32,16,0.625,5
Bacillus,198,198,6.5822899655235,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,1,27
Nocardioides,198,198,2.75358374160769,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,1,23
Gaiella,196,196,2.22181898828605,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.98989898989899,19
Mycobacterium,198,197,1.82211334905946,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,1,30
Ca_Udaeobacter,198,196,1.78330208270328,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,1,19
Streptomyces,198,197,1.69358253190589,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,1,21
Paenibacillus,197,196,1.5292647029174,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.994949494949495,21
Sphingomonas,196,194,0.926429968346137,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.98989898989899,9
Sporosarcina,188,166,0.912820823000464,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.949494949494949,9
Conexibacter,196,193,0.875521683904918,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.98989898989899,24
Solirubrobacter,196,191,0.870481259702817,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.98989898989899,14
Haliangium,198,198,0.847295308373153,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,1,27
Pseudonocardia,196,196,0.745982781910926,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.98989898989899,16
MFD_g_8204,196,194,0.734893848666304,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.98989898989899,17
Gemmatimonas,195,193,0.727333212363153,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.984848484848485,15
MFD_g_198,187,162,0.607371116353153,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.944444444444444,5
MFD_g_2431,196,185,0.583177080183068,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.98989898989899,11
MFD_g_264,182,160,0.548398153188573,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.919191919191919,14
Ca_Solibacter,184,162,0.53176475332164,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.929292929292929,22
MFD_g_8,194,186,0.520171777656808,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.97979797979798,23
MFD_g_4907,188,169,0.504042420210085,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.949494949494949,9
Clostridium_sensu_stricto_1,174,146,0.491441359704833,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.878787878787879,12
MFD_g_650,189,165,0.485896893082522,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.954545454545455,12
MFD_g_782,193,181,0.478336256779371,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.974747474747475,16
MFD_g_144,192,175,0.4748079598379,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.96969696969697,22
Ca_Alysiosphaera,193,168,0.450109881247606,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.974747474747475,14
MFD_g_512,186,173,0.423395632976471,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.939393939393939,6
MFD_g_161,168,141,0.419867336035001,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.848484848484848,7
Bradyrhizobium,189,176,0.41734712393395,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.954545454545455,21
Bryobacter,194,175,0.412306699731849,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.97979797979798,23
MFD_g_340,185,154,0.410794572471219,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.934343434343434,7
RB41,182,162,0.374503518216093,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.919191919191919,7
Nakamurella,185,150,0.35686203350874,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.934343434343434,12
Blastococcus,188,156,0.35635799108853,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.949494949494949,6
MFD_g_5535,183,161,0.347789269944959,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.924242424242424,17
MFD_g_5777,180,154,0.345773100264118,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.909090909090909,8
Nitrospira,189,161,0.342244803322648,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.954545454545455,14
Microlunatus,168,136,0.337708421540757,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.848484848484848,8
MFD_g_9823,172,137,0.334684167019496,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.868686868686869,10
MFD_g_812,190,166,0.331155870078026,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.95959595959596,14
Microvirga,178,145,0.325611403455715,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.898989898989899,8
MFD_g_1634,171,135,0.314018427790883,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.863636363636364,8
MFD_g_1794,169,143,0.29738502792395,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.853535353535354,8
MFD_g_6,179,142,0.288312264360169,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.904040404040404,16
Jatrophihabitans,168,126,0.283271840158068,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.848484848484848,13
MFD_g_11470,156,113,0.278231415955967,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.787878787878788,9
Oryzihumus,165,118,0.272182906913446,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.833333333333333,5
Subgroup_10,177,137,0.269662694812395,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.893939393939394,20
Pir4_lineage,181,136,0.263110143349664,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.914141414141414,23
Massilia,160,111,0.250005040424202,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.808080808080808,2
MFD_g_875,164,124,0.248996955583782,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.828282828282828,14
Tumebacillus,163,111,0.23891610717958,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.823232323232323,4
Iamia,160,126,0.23589185265832,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.808080808080808,11
Lysinibacillus,161,115,0.231859513296639,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.813131313131313,6
MFD_g_1517,171,128,0.224298876993488,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.863636363636364,5
Pajaroellobacter,176,130,0.222786749732858,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.888888888888889,21
Acidibacter,170,118,0.219258452791387,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.858585858585859,20
Pedomicrobium,169,118,0.219258452791387,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.853535353535354,14
Marmoricola,163,104,0.214722071009496,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.823232323232323,9
Gemmata,174,123,0.213209943748866,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.878787878787879,9
Hyphomicrobium,166,111,0.212705901328656,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.838383838383838,15
MFD_g_549,150,115,0.209177604387185,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.757575757575758,4
Clostridium_sensu_stricto_13,162,107,0.204137180185084,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.818181818181818,11
Chthoniobacter,162,112,0.201616968084034,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.818181818181818,16
Microbacterium,144,99,0.199096755982984,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.727272727272727,9
Reyranella,163,113,0.198592713562773,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.823232323232323,15
MFD_g_841,139,102,0.197080586302143,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.702020202020202,7
CL500-29_marine_group,159,106,0.192544204520252,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.803030303030303,12
MFD_g_1320,149,103,0.181959313695841,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.752525252525253,3
MFD_g_14103,151,99,0.17591080465332,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.762626262626263,4
MFD_g_658,150,99,0.166838041089538,Core,"Soil, Agriculture, Fields, Poales, Cereal",198,99,0.757575757575758,3
Bacillus,41,41,5.59855897960177,Core,"Soil, Agriculture, Fields, Poales, grass",41,21,1,27
Acidothermus,36,31,1.7452899079889,Core,"Soil, Agriculture, Fields, Poales, grass",41,21,0.878048780487805,17
