project_id,fieldsample_barcode,sampling_date,latitude,longitude,habitat_typenumber,sitename,mfd_sampletype,mfd_areatype,mfd_hab1,mfd_hab2,mfd_hab3,coords_reliable
P08_1,MFD02459,2020-09-24,56.7098,8.6116,1310,4054-32,Soil,Natural,Coastal,Salt marshes and salt meadows,Salicornia mud,Yes
P08_1,MFD02460,2020-09-22,56.7154,8.5822,1310,4053-31,Soil,Natural,Coastal,Salt marshes and salt meadows,Salicornia mud,Yes
P08_1,MFD02461,2020-09-30,56.9194,9.9728,6230,1087-33,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02462,2020-09-30,55.9946,10.5475,6230,F?ldals bakke,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02463,2021-06-02,55.6223,8.4988,6410,595,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Molinia meadows,Yes
P08_1,MFD02464,2020-09-19,55.5732,9.6994,6230,Nyt overdrev-2 v. eng-56,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02465,2020-08-03,56.8326,10.2574,2250,4449-4,Soil,Natural,Dunes,Sea dunes,Coastal dunes with Juniperus spp.,Yes
P08_1,MFD02466,2020-09-21,55.5981,9.6579,6230,Overdrev-101,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02467,2020-09-13,54.9554,8.9218,7700,Energinet 21,Soil,Natural,"Bogs, mires and fens",Wet thicket  (non-habitat type),,Yes
P08_1,MFD02469,2020-08-20,57.3056,10.2242,6230,1088-107,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02470,2020-08-12,56.3938,9.8279,6230,Overdrev-3122,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02471,2020-08-24,55.5771,9.721,6430,Eng-57,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02472,2020-08-04,56.8232,10.2692,4110,1049-9,Soil,Natural,Temperate heath and scrub,Temperate heath,Wet heath,Yes
P08_1,MFD02473,2021-04-21,57.5892,10.4227,2130,èlbëk,Soil,Natural,Dunes,Sea dunes,Fixed dunes (grey dunes),Yes
P08_1,MFD02474,2020-08-12,57.4213,9.8211,7230,5446-24,Soil,Natural,"Bogs, mires and fens",Calcareous fens,Alkaline fens,Yes
P08_1,MFD02475,2020-08-04,56.7099,10.1242,1330,Hadsund,Soil,Natural,Coastal,Salt marshes and salt meadows,Atlantic salt meadows,Yes
P08_1,MFD02476,2020-08-04,56.826,10.246,4110,1049-25,Soil,Natural,Temperate heath and scrub,Temperate heath,Wet heath,Yes
P08_1,MFD02477,2020-04-21,55.5948,9.6546,7700,Pilesump,Soil,Natural,"Bogs, mires and fens",Wet thicket  (non-habitat type),,Yes
P08_1,MFD02478,2021-03-24,57.4294,10.4331,5130,èsted èdal,Soil,Natural,Sclerophyllus scrub,Scrub,Juniper scrub,Yes
P08_1,MFD02479,2020-09-13,55.175,8.8345,9190,Skërbëk (20),Soil,Natural,Forests,Temperate forests,Oak forest  Old acidophilous woods with Q. robur on sandy plains,Yes
P08_1,MFD02480,2020-09-17,56.9871,8.8277,1330,1135-102,Soil,Natural,Coastal,Salt marshes and salt meadows,Atlantic salt meadows,Yes
P08_1,MFD02481,2020-09-21,55.5751,9.7362,9110,Skov nord for Overdrev-66,Soil,Natural,Forests,Temperate forests,Beech forests Luzulo-Fagetum,Yes
P08_1,MFD02482,2020-09-23,56.7274,8.5048,1220,4007-2,Soil,Natural,Coastal,Sea cliffs and shingle or stony beaches,Perennial vegetation of stony banks,Yes
P08_1,MFD02483,2020-10-12,57.4283,9.8295,7140,5447-22,Soil,Natural,"Bogs, mires and fens",Sphagnum acid bogs,Quaking bogs,Yes
P08_1,MFD02484,2021-05-11,56.2045,10.1063,7700,Kasted 30-1,Soil,Natural,"Bogs, mires and fens",Wet thicket  (non-habitat type),,Yes
P08_1,MFD02485,2020-08-11,56.3867,9.8271,6230,Overdrev-2606,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02486,2020-09-17,55.5523,9.6942,7230,Mose-45,Soil,Natural,"Bogs, mires and fens",Calcareous fens,Alkaline fens,Yes
P08_1,MFD02487,2020-08-06,56.3838,9.8295,6210,Overdrev-2654,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02488,2020-08-25,55.4797,10.0435,6430,Eng-339,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02489,2020-08-24,55.5758,9.7186,6430,Eng-58,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02490,2021-05-20,55.4196,10.4419,7220,Mose - 43,Soil,Natural,"Bogs, mires and fens",Calcareous fens,Petrifying springs,Yes
P08_1,MFD02491,2020-08-24,55.5717,10.1004,6431,Bogense 10A,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Agricultural meadow (6430 subtype),Yes
P08_1,MFD02492,2020-09-29,57.4491,10.2667,6230,1090-33,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02493,2020-09-12,55.3237,8.8033,2330,Skërbëk (15),Soil,Natural,Dunes,Inland dunes,Inland dunes grass,Yes
P08_1,MFD02494,2020-09-07,56.8621,8.4216,6230,5071-3,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02495,2020-09-12,55.4123,8.7674,9100,Energinet 8,Soil,Natural,Forests,Temperate forests,,Yes
P08_1,MFD02496,2020-09-21,55.5933,9.6628,6430,Ny mose nord for mose-108,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02497,2020-09-16,55.6671,11.1372,6430,16_eng,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02498,2020-08-03,56.8169,10.2725,2130,4449-1,Soil,Natural,Dunes,Sea dunes,Fixed dunes (grey dunes),Yes
P08_1,MFD02499,2020-09-23,55.5335,9.8476,6210,Overdrev-319,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02500,2020-08-05,55.5204,9.6043,6430,Eng-4,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02501,2020-09-09,56.9112,8.6262,6230,5131-1,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02502,2021-05-19,55.4219,10.4246,7220,Mose - 40,Soil,Natural,"Bogs, mires and fens",Calcareous fens,Petrifying springs,Yes
P08_1,MFD02503,2020-09-30,55.9908,10.5558,6230,Nordby bakker,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02504,2020-08-19,57.6568,10.4151,2130,1015-17,Soil,Natural,Dunes,Sea dunes,Fixed dunes (grey dunes),Yes
P08_1,MFD02505,2020-09-30,55.9976,10.5594,6230,Pelkesh?j,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02506,2020-08-04,56.8355,10.2282,9100,Vildmosen,Soil,Natural,Forests,Temperate forests,,Yes
P08_1,MFD02508,2020-08-04,56.8327,10.227,6410,16-25,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Molinia meadows,Yes
P08_1,MFD02510,2020-08-05,55.5254,9.6484,9120,Fredericia,Soil,Natural,Forests,Temperate forests,Beech forests Acidophilous with Ilex,Yes
P08_1,MFD02511,2021-04-13,57.5658,10.4153,7230,Napstjert enge,Soil,Natural,"Bogs, mires and fens",Calcareous fens,Alkaline fens,Yes
P09_1,MFD02512,2020-08-05,55.51907249,9.604976409,3170,Fredericia,Sediment,Natural,Freshwater,Standing freshwater,Lake shores and lagoons,Yes
P08_1,MFD02513,2021-04-20,57.459,10.3151,7700,Tolne,Soil,Natural,"Bogs, mires and fens",Wet thicket  (non-habitat type),,Yes
P09_1,MFD02514,2020-09-16,55.66206935,11.14405435,3150,56_s?,Sediment,Natural,Freshwater,Standing freshwater,"Lake, Rich pondweed",Yes
P08_1,MFD02515,2020-10-21,57.2751,10.9492,4130,5658-11,Soil,Natural,Temperate heath and scrub,Temperate heath,Dry heath,Yes
P08_1,MFD02516,2020-09-22,55.542,9.8421,6430,Eng-309,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P09_1,MFD02517,2020-10-21,57.27679357,10.96594047,3110,Lës?,Sediment,Natural,Freshwater,Standing freshwater,"Lake, Oligotrophic isoetid",Yes
P08_1,MFD02518,2020-07-21,57.1568,9.0346,2130,4192-4,Soil,Natural,Dunes,Sea dunes,Fixed dunes (grey dunes),Yes
P08_1,MFD02519,2020-09-12,55.3842,8.7936,9190,Energinet 11,Soil,Natural,Forests,Temperate forests,Oak forest  Old acidophilous woods with Q. robur on sandy plains,Yes
P08_1,MFD02520,2020-08-05,55.5163,9.606,1330,Strandeng-3,Soil,Natural,Coastal,Salt marshes and salt meadows,Atlantic salt meadows,Yes
P08_1,MFD02521,2020-09-22,55.5456,9.8495,6120,Overdrev-306,Soil,Natural,Grassland formations,Natural grasslands,Xeric sand calcareous grasslands,Yes
P08_1,MFD02522,2020-08-04,56.7099,10.1242,1330,Hadsund,Soil,Natural,Coastal,Salt marshes and salt meadows,Atlantic salt meadows,Yes
P08_1,MFD02523,2020-08-05,55.5136,9.6057,6210,Overdrev-1,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02524,2020-11-10,56.6229,9.3162,6430,Uldbjerg klint,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02525,2020-09-22,56.7694,8.8235,6230,1196-09,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02527,2020-07-21,55.6144,10.592,6410,5072-1,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Molinia meadows,Yes
P10_1,MFD02528,2020-08-12,56.553,9.5913,3200,midt 16,Sediment,Natural,Freshwater,Running freshwater,,Yes
P08_1,MFD02529,2020-08-24,55.5508,9.6853,6430,Mose-40.2,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P09_1,MFD02530,2020-10-13,56.80939008,8.250394084,3160,Thy,Sediment,Natural,Freshwater,Standing freshwater,"Lake, Dystrophic",Yes
P08_1,MFD02531,2021-05-11,56.2044,10.1066,7700,Kasted 30-3,Soil,Natural,"Bogs, mires and fens",Wet thicket  (non-habitat type),,Yes
P08_1,MFD02532,2020-10-11,55.4236,9.569,6210,Skamlingsbanke,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02533,2020-09-22,56.7152,8.5824,1310,4053-32,Soil,Natural,Coastal,Salt marshes and salt meadows,Salicornia mud,Yes
P09_1,MFD02534,2020-08-06,55.52429859,9.614734976,3150,Ved overdrev-10,Sediment,Natural,Freshwater,Standing freshwater,"Lake, Rich pondweed",Yes
P10_1,MFD02535,2020-09-03,56.0566,8.6914,3200,midt23,Sediment,Natural,Freshwater,Running freshwater,,Yes
P08_1,MFD02536,2020-09-22,56.7682,8.8237,6230,1196-15,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02537,2020-08-05,55.5194,9.6078,6210,Overdrev-2,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02538,2020-08-05,55.5258,9.6149,6210,Overdrev-17,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02539,2020-08-24,55.5751,9.7177,6230,Overdrev-62,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02540,2021-05-20,55.4162,10.4531,6410,Eng - 12,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Molinia meadows,Yes
P08_1,MFD02541,2020-07-20,56.8155,9.9254,4110,1047-35,Soil,Natural,Temperate heath and scrub,Temperate heath,Wet heath,Yes
P10_1,MFD02542,2020-08-12,56.2044,10.2551,3200,?st 03,Sediment,Natural,Freshwater,Running freshwater,,Yes
P08_1,MFD02544,2020-08-06,55.5258,9.6512,6430,Eng-23,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02545,2020-08-24,55.5719,10.1035,6431,Bogense 10B,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Agricultural meadow (6430 subtype),Yes
P08_1,MFD02546,2020-08-05,55.5196,9.6099,7230,Mose-8,Soil,Natural,"Bogs, mires and fens",Calcareous fens,Alkaline fens,Yes
P08_1,MFD02547,2020-08-19,56.8917,8.3991,6210,5066-1,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02548,2020-08-06,55.5201,9.6233,6210,Overdrev-11,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02549,2020-08-05,55.5344,9.6232,6430,Mose-16,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02551,2020-10-12,56.9968,8.4378,2170,Thy,Soil,Natural,Dunes,Sea dunes,Dunes creeping willow,Yes
P08_1,MFD02553,2020-08-25,55.5269,9.6862,6430,Mose-30,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02554,2020-08-18,57.5911,10.1546,7230,1129-20,Soil,Natural,"Bogs, mires and fens",Calcareous fens,Alkaline fens,Yes
P08_1,MFD02555,2020-08-05,56.385,9.8285,6230,Overdrev-2398,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02556,2020-10-11,55.4237,9.5708,6210,Skamlingsbanke,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02558,2021-05-14,55.6584,9.2866,6431,S?ballegÜrd,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Agricultural meadow (6430 subtype),Yes
P08_1,MFD02559,2020-08-11,56.3788,9.7985,6230,Overdrev-3100,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02560,2020-08-03,56.8445,10.2678,2180,?ster Hurup,Soil,Natural,Dunes,Sea dunes,Wooded dunes,Yes
P08_1,MFD02561,2021-05-27,56.3244,9.8813,6230,overdrev-2109,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02562,2020-08-10,56.376,9.7975,6230,Overdrev-2356,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02564,2020-08-25,55.5283,9.6869,91E0,Mose-31,Soil,Natural,Forests,Temperate forests,Alluvial woodland,Yes
P08_1,MFD02565,2020-08-26,55.4607,10.0224,6430,Eng-366,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02566,2020-08-06,56.3844,9.8323,6230,Overdrev-2401,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P09_1,MFD02567,2020-09-15,55.6656273,11.14720653,3150,Ny s? 35_S?_2,Sediment,Natural,Freshwater,Standing freshwater,"Lake, Rich pondweed",Yes
P08_1,MFD02568,2020-08-03,56.2291,10.2305,6410,x,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Molinia meadows,Yes
P10_1,MFD02569,2020-07-27,56.3153,8.846,3200,"storÜ, midt 18",Sediment,Natural,Freshwater,Running freshwater,,Yes
P08_1,MFD02570,2020-09-30,55.99,10.5484,6230,Nordby bakker,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02571,2020-08-10,56.3771,9.7946,6200,Overdrev-2354,Soil,Natural,Grassland formations,Semi-natural dry grasslands,,Yes
P08_1,MFD02572,2021-06-02,55.6169,8.493,7700,4677,Soil,Natural,"Bogs, mires and fens",Wet thicket  (non-habitat type),,Yes
P08_1,MFD02573,2020-09-23,56.729,8.5216,1220,4007-8,Soil,Natural,Coastal,Sea cliffs and shingle or stony beaches,Perennial vegetation of stony banks,Yes
P08_1,MFD02574,2020-10-16,55.3614,9.5957,1330,Hejlsminde,Soil,Natural,Coastal,Salt marshes and salt meadows,Atlantic salt meadows,Yes
P09_1,MFD02575,2020-09-15,55.66558709,11.14847641,3150,36_S?,Sediment,Natural,Freshwater,Standing freshwater,"Lake, Rich pondweed",Yes
P08_1,MFD02576,2020-08-21,56.3709,9.7997,6230,Overdrev-2439,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02577,2020-08-24,55.5765,9.7207,6210,Overdrev-61,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Calcareous grassland,Yes
P08_1,MFD02578,2020-08-04,56.8215,10.2395,9100,Tofte skov,Soil,Natural,Forests,Temperate forests,,Yes
P08_1,MFD02579,2020-08-29,57.2803,10.9905,7150,Lës?,Soil,Natural,"Bogs, mires and fens",Sphagnum acid bogs,Rhynchosporion depressions,Yes
P08_1,MFD02580,2020-09-21,56.7678,8.8385,1330,1131-25,Soil,Natural,Coastal,Salt marshes and salt meadows,Atlantic salt meadows,Yes
P08_1,MFD02581,2020-09-22,56.7958,8.5876,1220,4003-2,Soil,Natural,Coastal,Sea cliffs and shingle or stony beaches,Perennial vegetation of stony banks,Yes
P05_2,MFD02582,2020-07-23,56.4807,8.7745,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P05_1,MFD02583,2020-07-21,56.3927,9.7976,3120,,Sediment,Urban,Freshwater,Standing freshwater,"Rainwater basin, City",Yes
P08_1,MFD02584,2020-08-21,56.3719,9.799,6230,Overdrev-2440,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02586,2020-08-24,55.5725,10.1087,1330,Bogense 11A,Soil,Natural,Coastal,Salt marshes and salt meadows,Atlantic salt meadows,Yes
P09_1,MFD02587,2020-09-15,55.66670285,11.14274945,3150,60_S?,Sediment,Natural,Freshwater,Standing freshwater,"Lake, Rich pondweed",Yes
P17_1,MFD02588,2020-07-23,56.5058,8.5887,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P08_1,MFD02589,2020-08-26,55.459,10.0228,6430,Eng-374,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02590,2020-08-03,56.8266,10.2628,2140,4336-12,Soil,Natural,Dunes,Sea dunes,Decalcified Empetrum dunes,Yes
P05_1,MFD02591,2020-08-04,56.0305,10.1914,3120,,Sediment,Urban,Freshwater,Standing freshwater,"Rainwater basin, City",Yes
P08_1,MFD02592,2020-08-25,55.4748,10.0463,6430,Mose-344,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02593,2020-08-25,55.2409,9.4502,6230,2A,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02594,2020-10-10,55.3613,9.5971,1330,Hejlsminde,Soil,Natural,Coastal,Salt marshes and salt meadows,Atlantic salt meadows,Yes
P08_1,MFD02595,2021-05-11,56.2074,10.1181,7230,Kasted 21-5,Soil,Natural,"Bogs, mires and fens",Calcareous fens,Alkaline fens,Yes
P08_1,MFD02596,2020-08-21,56.3706,9.8028,6230,Overdrev-2433,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02597,2020-09-16,55.6573,11.1543,6430,20_Mose,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02598,2020-10-10,55.3514,9.4926,7700,Christiansfeld,Soil,Natural,"Bogs, mires and fens",Wet thicket  (non-habitat type),,Yes
P08_1,MFD02599,2020-09-24,56.7861,8.5566,1220,4002-4,Soil,Natural,Coastal,Sea cliffs and shingle or stony beaches,Perennial vegetation of stony banks,Yes
P08_1,MFD02600,2021-05-27,56.324,9.8786,6430,eng-2108,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02671,2020-08-20,56.9818,8.4288,2180,Thy,Soil,Natural,Dunes,Sea dunes,Wooded dunes,Yes
P09_1,MFD02672,2021-05-14,55.65621731,9.309471387,3150,S?ballegÜrd,Sediment,Natural,Freshwater,Standing freshwater,"Lake, Rich pondweed",Yes
P08_1,MFD02673,2020-09-09,56.9117,8.6255,6230,5131-2,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02674,2020-08-25,55.2421,9.4488,9100,Haderslev,Soil,Natural,Forests,Temperate forests,,Yes
P08_1,MFD02675,2020-08-20,56.9395,8.4481,9100,Thy,Soil,Natural,Forests,Temperate forests,,Yes
P08_1,MFD02676,2020-09-22,55.5503,9.8355,91E0,Mose-300,Soil,Natural,Forests,Temperate forests,Alluvial woodland,Yes
P08_1,MFD02677,2020-08-27,55.4773,10.035,7700,Mose-338,Soil,Natural,"Bogs, mires and fens",Wet thicket  (non-habitat type),,Yes
P08_1,MFD02678,2020-10-10,55.7207,9.6799,9130,Hedensted,Soil,Natural,Forests,Temperate forests,Beech forests Asperulo-Fagetum,Yes
P08_1,MFD02679,2020-08-24,55.5602,10.0592,1330,Bogense 3,Soil,Natural,Coastal,Salt marshes and salt meadows,Atlantic salt meadows,Yes
P05_2,MFD02680,2020-07-23,56.4359,8.6041,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P05_2,MFD02681,2020-07-21,56.4998,9.7605,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P05_2,MFD02682,2020-07-21,56.3802,9.6738,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P08_1,MFD02683,2020-08-03,56.8232,10.2692,2250,4448-1,Soil,Natural,Dunes,Sea dunes,Coastal dunes with Juniperus spp.,Yes
P17_1,MFD02684,2020-07-21,56.3796,9.6736,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P08_1,MFD02685,2020-09-07,56.8968,8.3963,6230,5065-3,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P17_1,MFD02686,2020-07-23,56.3598,8.626,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P08_1,MFD02687,2020-08-25,55.4749,10.0447,6430,Eng-343,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02688,2020-08-25,55.4831,10.0092,6430,Eng-330,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02689,2020-09-21,55.5976,9.6581,6430,Mose-104,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P08_1,MFD02690,2020-08-24,55.577,9.7242,6230,Overdrev-60,Soil,Natural,Grassland formations,Semi-natural dry grasslands,Species-rich Nardus upland grassland,Yes
P08_1,MFD02691,2020-10-14,56.5771,9.0494,9120,Krabbesholm skov,Soil,Natural,Forests,Temperate forests,Beech forests Acidophilous with Ilex,Yes
P05_2,MFD02692,2020-07-23,56.3671,8.5921,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P17_1,MFD02693,2020-08-03,55.8996,9.7593,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P08_1,MFD02694,2020-09-12,55.5072,8.7154,7700,Energinet 4,Soil,Natural,"Bogs, mires and fens",Wet thicket  (non-habitat type),,Yes
P08_1,MFD02695,2021-04-20,57.4793,10.3314,5130,Tolne,Soil,Natural,Sclerophyllus scrub,Scrub,Juniper scrub,Yes
P08_1,MFD02696,2020-08-25,55.4773,10.0429,6430,Mose-342,Soil,Natural,Grassland formations,Semi-natural tall-herb humid meadows,Hydrophilous tall-herb swamp,Yes
P05_1,MFD02697,2020-08-04,56.0352,10.1839,3120,,Sediment,Urban,Freshwater,Standing freshwater,"Rainwater basin, City",Yes
P17_1,MFD02698,2020-07-20,57.0447,9.9329,4100,karolinelund ,Soil,Urban,Greenspaces,Parks,,Yes
P05_2,MFD02699,2020-08-03,56.0927,9.55,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P17_1,MFD02700,2020-07-23,56.4378,8.6477,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P05_2,MFD02701,2020-08-04,55.9828,10.1332,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P05_2,MFD02702,2020-07-21,56.3738,9.6505,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P05_2,MFD02703,2020-07-23,56.3597,8.6259,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P17_1,MFD02704,2020-08-05,55.8983,9.8328,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P17_1,MFD02705,2020-08-04,55.9827,10.1332,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P17_1,MFD02706,2020-08-04,56.0294,10.1891,4100, ,Soil,Urban,Greenspaces,Parks,,Yes
P17_1,MFD02707,2020-07-22,56.4511,9.4168,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P17_1,MFD02708,2020-07-23,56.4406,8.6333,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P05_1,MFD02709,2020-07-21,56.3794,9.6702,3120,,Sediment,Urban,Freshwater,Standing freshwater,"Rainwater basin, City",Yes
P17_1,MFD02710,2020-07-20,57.0239,9.9486,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P05_2,MFD02711,2020-07-22,56.4734,9.4368,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P05_1,MFD02712,2020-07-21,56.5016,9.7499,3131,,Sediment,Urban,Freshwater,Standing freshwater,"Rainwater basin, Dried",Yes
P05_1,MFD02713,2020-07-22,56.2002,9.5395,3120,,Sediment,Urban,Freshwater,Standing freshwater,"Rainwater basin, City",Yes
P05_2,MFD02714,2020-07-23,56.4872,9.1489,3110,,Sediment,Urban,Freshwater,Standing freshwater,Enclosed water,Yes
P05_1,MFD02715,2020-07-20,57.0252,9.9681,3131,,Sediment,Urban,Freshwater,Standing freshwater,"Rainwater basin, Dried",Yes
P17_1,MFD02716,2020-07-23,56.4805,8.7754,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P17_1,MFD02717,2020-08-04,55.9802,10.2517,4100,,Soil,Urban,Greenspaces,Parks,,Yes
P05_1,MFD02718,2020-08-05,55.9224,9.8448,3120, ,Sediment,Urban,Freshwater,Standing freshwater,"Rainwater basin, City",Yes
