bin	Completeness	Contamination	Completeness_Model_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	N90	auN	N_per_100kb	cov	r_abund	wf_name	wf_mode	wf_v	wf_date
MFD05176_40.bin.2.61	58.83	1.67	Neural Network (Specific Model)	0.706	73555	160.548161764706	1835400	0.34	2720	40	175634	20176	81798.2	0	8.409053	0.11477364	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.62	59.64	2.45	Gradient Boost (General Model)	0.85	235502	257.871996685998	2182237	0.71	2414	18	376918	123290	244131.9	0	40.87924	0.5579533	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.63	69.73	1.6	Neural Network (Specific Model)	0.765	971047	196.243058938139	1565336	0.39	2053	5	971047	551505	797109.1	0	24.828516	0.33887988	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.68	56.99	9.99	Gradient Boost (General Model)	0.81	89767	191.731813865147	3695958	0.7	5265	92	341716	15701	117284.5	0	13.069551	0.17838393	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.69	75.56	9	Gradient Boost (General Model)	0.858	327155	255.79248152977	4093483	0.7	4602	29	670762	100639	352311.5	0	13.123474	0.17911991	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.7	50.31	1.14	Gradient Boost (General Model)	0.813	161070	222.800842992624	1549562	0.64	1898	15	376463	54559	199305.4	0	25.160227	0.34340736	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.71	80.67	0.63	Neural Network (Specific Model)	0.749	476939	196.769955156951	1746004	0.4	2230	7	548769	101378	388900.6	0	33.325474	0.45485333	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.72	86.91	0.24	Gradient Boost (General Model)	0.907	864589	290.56247939334	2900850	0.69	3033	8	955737	821994	811812.1	0	46.658623	0.63683504	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.73	58.62	0.97	Gradient Boost (General Model)	0.83	263470	237.473607571897	4669705	0.74	5494	31	487103	68145	263888.7	0	16.505428	0.22527958	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.74	63.52	6.14	Gradient Boost (General Model)	0.844	233954	234.354778986346	3569361	0.69	4321	42	505653	33540	232487	0	15.420434	0.21047069	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.8	62.68	5.82	Gradient Boost (General Model)	0.859	387161	264.358802929004	2884105	0.7	3141	10	656513	189729	388221	0	15.198851	0.20744635	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.2.9	85.79	4.89	Neural Network (Specific Model)	0.833	202854	275.400665004156	7135628	0.65	7218	48	731736	86330	256352.4	0	27.909754	0.38093513	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.3.127	56.35	3.23	Gradient Boost (General Model)	0.856	271053	233.758928571429	1818628	0.69	2240	10	458213	105546	258322	0	12.364844	0.1687655	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.3.132	70.03	1.95	Neural Network (Specific Model)	0.735	301026	172.493135011442	1827019	0.41	2622	8	484299	125728	308912.5	0	13.579158	0.18533947	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.3.138	65.94	1.07	Gradient Boost (General Model)	0.829	166046	242.459692898273	2717376	0.71	3126	21	256179	81361	161829.4	0	31.898777	0.43538058	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.3.200	67.09	5.76	Gradient Boost (General Model)	0.852	324182	252.22197309417	2363932	0.72	2676	11	489828	134015	311188.4	0	14.979722	0.2044555	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.3.287	52.76	2.26	Neural Network (Specific Model)	0.797	129463	211.742842622395	4667885	0.65	5903	42	410376	65009	166461.4	0	15.516021	0.21177535	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.3.313	51.89	2.7	Gradient Boost (General Model)	0.861	321816	264.576600609756	2408023	0.71	2624	10	421008	149232	299802.4	0	13.554559	0.1850037	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.3.383	76.9	7.08	Gradient Boost (General Model)	0.842	245674	255.407343660356	4727022	0.72	5229	49	516832	34619	224078	0	11.55888	0.15776505	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.3.397	50.06	6.72	Gradient Boost (General Model)	0.828	64358	191.219042663892	5235456	0.7	7688	140	327597	16161	104731	0	17.341429	0.23669	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.3.404	65.09	5.23	Gradient Boost (General Model)	0.825	145872	239.774206508638	4301780	0.73	4978	59	285816	38166	143824.9	0	18.485441	0.2523044	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.4.153	50.24	5.66	Neural Network (Specific Model)	0.796	22612	196.206087824351	5862251	0.64	8016	315	77633	9899	27256.1	0	8.823345	0.120428234	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.4.156	83.17	6.04	Gradient Boost (General Model)	0.859	286941	261.266235167206	4212588	0.71	4635	26	731675	81567	340450.8	0	15.612124	0.21308705	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.4.228	57.59	0.03	Gradient Boost (General Model)	0.861	226856	261.753072196621	2363807	0.72	2604	14	725098	76099	349387.7	0	19.187145	0.26188186	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_40.bin.4.26	54.09	3.73	Gradient Boost (General Model)	0.847	151882	228.63644115975	2822729	0.71	3518	34	314696	39758	161901.9	0	22.89889	0.31254277	MFD05176_40	Nanopore-simplex	1.0.2	2024-08-10
MFD05176_60.bin.1.32	95.03	4.28	Neural Network (Specific Model)	0.837	190939	282.178712938926	7380706	0.65	7319	50	782659	86502	242211.1	0	35.253494	0.29268494	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.1.46	90.93	0.64	Gradient Boost (General Model)	0.907	255880	284.549219496655	2940945	0.69	3139	13	794194	118427	434998.4	0	67.586784	0.5611255	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.102	84.55	3.3	Gradient Boost (General Model)	0.904	126540	274.453312051077	2269560	0.69	2506	29	247387	35581	136954.7	0	76.0517	0.63140374	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.103	52.94	6.01	Gradient Boost (General Model)	0.835	142917	218.1303005352	7504443	0.71	9716	125	435170	21597	164087.8	0	15.474549	0.1284743	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.106	81.63	5.36	Gradient Boost (General Model)	0.846	219854	246.454062101234	4079173	0.69	4702	40	387799	50737	202899.1	0	14.249494	0.11830351	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.107	83.65	4.01	Gradient Boost (General Model)	0.822	157538	229.457092819615	2849003	0.62	3426	35	299668	42904	163324.2	0	10.772533	0.089436755	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.11	72.62	1.65	Gradient Boost (General Model)	0.829	137078	232.234474017744	1971794	0.55	2367	19	282985	59744	156100	0	10.3708935	0.08610223	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.110	82.87	4.28	Gradient Boost (General Model)	0.825	151133	260.41671641791	4732343	0.74	5025	56	381042	39006	187159.2	0	19.927202	0.16544153	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.111	68.96	2.58	Gradient Boost (General Model)	0.721	352144	152.778471888515	2608334	0.43	4162	14	704277	90849	388759.8	0	11.666024	0.096854776	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.112	65.49	8.83	Gradient Boost (General Model)	0.69	56020	135.703996834191	2929379	0.4	5054	79	156974	15635	74612.2	0	6.7119894	0.055724926	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.113	50.63	7.37	Gradient Boost (General Model)	0.829	195876	230.002845962291	2322291	0.7	2811	28	280746	35408	165198.9	0	11.523339	0.09567016	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.114	82.67	3.32	Gradient Boost (General Model)	0.7	150462	165.566399611556	2898042	0.35	4119	51	282249	23541	144492.6	0	10.785089	0.089541	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.115	92.58	6.4	Gradient Boost (General Model)	0.862	253775	265.030285152409	4662729	0.72	5085	37	591542	50361	257142.6	0	38.053333	0.31593007	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.116	72.64	6.7	Gradient Boost (General Model)	0.844	235247	235.562095730918	2564523	0.7	3092	18	472688	112120	258285	0	23.025671	0.19116594	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.118	75.36	1.46	Gradient Boost (General Model)	0.898	186296	288.161488562649	2810497	0.71	2929	17	500159	85787	282918.1	0	19.043667	0.15810616	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.119	80.12	2.07	Gradient Boost (General Model)	0.895	271915	282.797973400887	2982353	0.72	3158	15	472745	106997	280887.6	0	25.094515	0.20834209	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.120	82.68	4.13	Gradient Boost (General Model)	0.848	194381	287.452491103203	5679542	0.68	5620	42	607006	66525	273427.5	0	23.332727	0.19371523	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.121	84.63	1.72	Neural Network (Specific Model)	0.747	229421	203.083873757026	1874861	0.4	2313	13	484457	69223	244358	0	49.067795	0.4073754	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.123	70.55	0.05	Neural Network (Specific Model)	0.839	183154	233.787878787879	1097897	0.36	1320	8	217941	104407	165933.2	0	67.325035	0.5589524	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.124	94.56	8.53	Gradient Boost (General Model)	0.874	181988	274.727418248342	4109538	0.71	4373	30	626131	80313	236602.2	0	21.582298	0.17918262	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.125	65.82	6.29	Gradient Boost (General Model)	0.856	79439	258.530056710775	2382066	0.71	2645	45	183387	23359	91449.1	0	52.927143	0.4394168	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.126	76.8	0.26	Gradient Boost (General Model)	0.876	580969	280.096220852318	3562859	0.7	3731	16	1315216	114463	708099.6	0	20.811766	0.17278545	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.127	51.93	7.79	Gradient Boost (General Model)	0.82	39455	189.012406947891	3574525	0.64	5239	131	113096	13322	43772.1	0	8.470893	0.07032786	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.128	67.82	0.72	Gradient Boost (General Model)	0.887	351482	284.085665088248	2224141	0.71	2323	10	512395	106576	353586.5	0	20.06409	0.16657802	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.129	61.47	0.04	Gradient Boost (General Model)	0.862	382269	251.677199504337	1404311	0.7	1614	5	410939	292791	348319.6	0	21.41082	0.17775896	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.130	56.05	2.81	Neural Network (Specific Model)	0.836	78218	196.87723132969	3823817	0.69	5490	81	294756	21137	98368.4	0	10.840737	0.090003006	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.131	60.72	1.37	Gradient Boost (General Model)	0.833	200545	214.620829361296	3206468	0.7	4196	33	272150	56958	172482.2	0	20.478706	0.1700203	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.132	74.85	2.48	Gradient Boost (General Model)	0.76	294549	207.839067055394	1397967	0.39	1715	7	668750	76859	433692.7	0	90.05587	0.74767053	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.134	59.16	0.12	Neural Network (Specific Model)	0.791	303604	237.88123752495	901351	0.3	1002	4	334071	225494	284111.6	0	44.941467	0.37311736	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.135	88.63	1.4	Gradient Boost (General Model)	0.87	241624	284.171739130435	4035347	0.69	4140	22	569978	110557	296146.1	0	17.182493	0.14265415	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.137	80.12	4.14	Gradient Boost (General Model)	0.86	187268	250.594334433443	3160889	0.68	3636	25	672077	61184	275584.3	0	19.987816	0.16594477	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.138	59.55	0.71	Gradient Boost (General Model)	0.895	227166	261.134818288394	2226014	0.65	2559	15	546637	96709	268108.8	0	10.557822	0.087654166	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.139	71.65	6.29	Gradient Boost (General Model)	0.842	269605	258.095819459859	4945027	0.7	5406	29	586448	134142	273068.9	0	13.903056	0.115427285	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.141	51.52	6.56	Gradient Boost (General Model)	0.805	65712	210.147762023909	5587229	0.57	7194	125	324451	19024	98750.6	0	12.146191	0.10084128	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.16	62.61	0.53	Gradient Boost (General Model)	0.848	219907	248.366541353383	4171492	0.73	4788	25	387475	96581	234577.6	0	8.882831	0.07374789	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.20	54.26	0.53	Gradient Boost (General Model)	0.841	139473	249.030739673391	2753703	0.68	3123	24	300306	82711	146842.6	0	10.592162	0.08793927	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.21	75.93	8.26	Gradient Boost (General Model)	0.877	360340	263.080371969445	2699423	0.7	3011	10	602101	135755	389529.9	0	10.079221	0.083680674	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.22	66.55	1.45	Gradient Boost (General Model)	0.85	155435	237.820654483638	1957654	0.66	2353	15	363893	75578	174625.2	0	9.987778	0.08292149	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.24	91	8.02	Gradient Boost (General Model)	0.838	139416	246.506972559604	3898978	0.56	4446	40	449491	53238	173020.6	0	13.354661	0.11087435	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.27	90.72	3.27	Gradient Boost (General Model)	0.875	203105	260.116272189349	3000354	0.69	3380	20	478393	77693	228252	0	18.470507	0.15334761	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.28	91.61	1.48	Gradient Boost (General Model)	0.851	205248	253.624442642886	4393519	0.61	4934	26	472706	95949	239254.8	0	23.504595	0.19514212	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.29	84.54	0.07	Gradient Boost (General Model)	0.882	407809	273.294416243655	2733909	0.72	2955	11	634883	113523	373706.2	0	23.018475	0.1911062	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.3	51.04	3.93	Gradient Boost (General Model)	0.857	213504	253.80042462845	2489998	0.65	2826	17	346687	91525	185164.5	0	10.349338	0.08592326	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.31	78.04	3.11	Neural Network (Specific Model)	0.85	257106	273.558757203708	3834538	0.72	3991	22	631727	106732	275316.8	0	40.676815	0.33771095	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.36	77.74	3.48	Gradient Boost (General Model)	0.824	158873	239.69341894061	3776325	0.72	4361	25	477040	85924	219942.2	0	13.924153	0.11560243	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.37	82.56	1.36	Gradient Boost (General Model)	0.829	155646	245.814748660373	3463332	0.72	3919	27	277944	86105	156346.7	0	34.21362	0.2840516	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.38	85.94	7.23	Gradient Boost (General Model)	0.83	210557	250.622990492653	5208759	0.54	5785	29	707388	87837	287947.1	0	15.486269	0.1285716	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.4	76.04	0.42	Neural Network (Specific Model)	0.741	228230	185.83087942698	1874605	0.4	2513	11	428655	129601	275520.7	0	20.743845	0.17222154	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.40	86.91	4.57	Gradient Boost (General Model)	0.858	270212	279.048190190619	4539375	0.71	4669	19	715247	155601	338647	0	18.181295	0.1509465	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.41	82.92	0	Gradient Boost (General Model)	0.886	426597	269.160246034315	2798425	0.69	3089	12	787108	110596	462933.9	0	28.047367	0.23285753	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.42	88.99	1.66	Gradient Boost (General Model)	0.853	355577	274.848719755696	4099809	0.72	4257	17	788659	103540	420154.3	0	27.754438	0.23042555	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.43	70.96	1.08	Neural Network (Specific Model)	0.772	877186	202.635097493036	1402779	0.39	1795	2	877186	525593	745451.2	0	35.40392	0.2939338	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.45	77.14	0.86	Gradient Boost (General Model)	0.901	190162	281.654191033138	2396628	0.71	2565	18	261252	93314	166242.2	0	26.34079	0.21868904	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.46	72.23	1.21	Gradient Boost (General Model)	0.759	299917	183.98719772404	1012836	0.38	1406	5	348305	115738	258737.8	0	24.536531	0.20370956	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.48	83.93	3.3	Gradient Boost (General Model)	0.831	303511	259.224807903403	4242773	0.65	4555	17	853597	136218	400908.5	0	17.984617	0.14931361	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.49	63.66	0.7	Gradient Boost (General Model)	0.862	218678	273.931751611013	3241455	0.72	3414	17	433869	111140	259732.8	0	15.950998	0.13242991	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.5	71.9	0.5	Gradient Boost (General Model)	0.852	278361	271.883548067393	3840172	0.65	4036	19	530598	118737	286408.9	0	16.42961	0.13640349	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.50	80.99	8.77	Gradient Boost (General Model)	0.856	203102	271.843028846154	3946160	0.72	4160	29	569835	69305	238882.7	0	13.834594	0.114858896	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.52	56.17	7.57	Gradient Boost (General Model)	0.83	101546	224.51678141136	3741689	0.71	4648	47	221166	41191	104928.5	0	7.5533085	0.0627098	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.53	74.63	3.1	Gradient Boost (General Model)	0.874	276465	265.766055045872	2768950	0.71	3052	11	450840	220879	301293	0	15.003953	0.12456726	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.54	70.91	2.71	Gradient Boost (General Model)	0.844	289762	258.302982731554	4645625	0.74	5096	29	497592	73648	257590	0	21.42871	0.17790748	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.55	73.49	1.55	Gradient Boost (General Model)	0.828	175645	244.597622478386	2439140	0.71	2776	17	348580	77295	206017.9	0	19.131674	0.15883681	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.56	89.82	6.52	Gradient Boost (General Model)	0.896	229557	283.044507575758	2990317	0.68	3168	21	424048	57677	248955	0	26.05622	0.21632645	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.57	66.4	0.29	Gradient Boost (General Model)	0.82	190468	223.255174220592	3085210	0.7	3817	20	352342	100292	193127.5	0	18.450687	0.15318307	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.58	67.1	1.69	Gradient Boost (General Model)	0.828	194488	248.832934926959	3366495	0.72	3765	19	641984	81787	277824.8	0	26.058884	0.21634856	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.59	76.77	0.29	Gradient Boost (General Model)	0.862	66305	236.626750074471	2741634	0.63	3357	57	120001	26239	62860.9	0	8.571993	0.071167216	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.60	58.29	0.12	Gradient Boost (General Model)	0.831	198513	225.743748616951	3645654	0.71	4519	25	331072	74522	192011	0	18.113457	0.15038328	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.61	54.1	2.06	Gradient Boost (General Model)	0.832	278201	200.327251461988	3041016	0.7	4275	12	732473	131601	368825.9	0	15.293169	0.12696841	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.63	90.85	7.73	Gradient Boost (General Model)	0.781	406045	209.365774907749	3462183	0.36	4336	22	513522	64172	312732.6	0	14.631538	0.12147537	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.64	51.07	1.2	Neural Network (Specific Model)	0.839	553559	258.569520547945	2683884	0.73	2920	9	671208	146181	457956	0	17.710802	0.14704032	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.65	58.63	0.69	Gradient Boost (General Model)	0.851	184108	239.381933438986	4226029	0.64	5048	25	515623	90547	241572.8	0	16.325768	0.13554136	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.66	61.13	0.43	Gradient Boost (General Model)	0.839	235243	242.607179841215	2500008	0.71	2897	14	417591	117246	238237.1	0	14.92802	0.12393683	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.67	52.38	0.7	Gradient Boost (General Model)	0.828	260960	217.333259176863	3493828	0.73	4495	20	424168	90040	254390	0	15.172863	0.1259696	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.68	52.64	1.83	Gradient Boost (General Model)	0.845	110441	248.742639418081	2531151	0.7	2887	31	326014	40214	135468.5	0	10.63975	0.08833435	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.7	75.86	9.71	Gradient Boost (General Model)	0.807	113356	233.77694470478	3677443	0.75	4268	41	309723	44950	146917.2	0	14.119052	0.11722055	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.72	88.54	0.78	Gradient Boost (General Model)	0.891	978877	291.440803964758	3550654	0.69	3632	5	1216851	288010	973414.5	0	16.91499	0.14043325	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.74	62.37	1.22	Gradient Boost (General Model)	0.836	156890	240.499179751582	3649188	0.68	4267	35	249020	55715	145552	0	14.919073	0.123862565	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.79	88.42	2.14	Gradient Boost (General Model)	0.894	292122	286.971830985916	3675728	0.7	3834	14	449271	160896	308203.9	0	17.988852	0.14934878	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.8	56.25	3.2	Gradient Boost (General Model)	0.877	260955	259.355019629837	1569734	0.69	1783	8	633438	104220	355358	0	17.705505	0.14699635	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.83	52.82	2.59	Gradient Boost (General Model)	0.817	82566	220.975513557929	4892465	0.67	6085	73	211096	36889	89720.5	0	9.487779	0.07877035	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.84	51.02	6.9	Gradient Boost (General Model)	0.826	40591	219.361644576684	2913650	0.72	3697	71	109367	25641	52459.8	0	10.997624	0.09130553	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.9	52.85	5.92	Gradient Boost (General Model)	0.801	92614	208.785087719298	3529046	0.7	4560	50	249212	42158	99597.8	0	12.693365	0.10538408	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.95	81.35	1.66	Neural Network (Specific Model)	0.857	227665	257.590287468602	3216748	0.58	3583	16	492922	140640	272820.7	0	15.021208	0.12471052	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.2.98	87.58	0.74	Gradient Boost (General Model)	0.891	639277	279.935708598726	4717230	0.71	5024	16	792119	313514	590461	0	18.681614	0.1551003	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.3.160	52.97	1.7	Gradient Boost (General Model)	0.831	97334	216.613505747126	2158801	0.49	2784	36	169114	27962	92594.5	0	10.52255	0.08736132	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.3.163	61.24	8.6	Gradient Boost (General Model)	0.861	230810	264.92039800995	3693428	0.71	4020	23	576945	100695	258773.6	0	16.031223	0.13309596	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.3.176	58.28	5.81	Neural Network (Specific Model)	0.863	138998	264.064596991901	4731631	0.66	5186	44	570667	57346	200140.7	0	14.419359	0.11971378	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.3.177	52.92	3.74	Neural Network (Specific Model)	0.851	161456	269.968192145407	2916344	0.73	3081	30	288545	41343	157783.9	0	14.321036	0.118897475	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.3.228	52.87	0.14	Gradient Boost (General Model)	0.798	54466	164.019315188762	693923	0.36	1139	17	101589	23503	56696.7	0	8.758672	0.072717085	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.3.23	51.95	7.57	Gradient Boost (General Model)	0.847	164832	249.660559972347	2542153	0.72	2893	18	439101	72672	220011.7	0	9.788106	0.08126376	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.3.233	73.04	0.56	Gradient Boost (General Model)	0.891	390192	286.453333333333	2808310	0.71	2925	10	641689	118789	398160.1	0	15.46366	0.12838387	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
MFD05176_60.bin.3.235	61.73	2.85	Gradient Boost (General Model)	0.863	148431	253.344839489127	2535678	0.69	2897	22	389096	66316	175534.8	0	11.776255	0.09776996	MFD05176_60	Nanopore-simplex	1.0.2	2024-07-18
