bin	longshot_var
MFD01721_60.bin.1.56	5956
MFD01721_60.bin.1.57	20539
MFD01721_60.bin.1.59	6510
MFD01721_60.bin.1.6	4599
MFD01721_60.bin.1.61	21070
MFD01721_60.bin.1.63	37908
MFD01721_60.bin.1.73	38218
MFD01721_60.bin.1.8	27177
MFD01721_60.bin.1.81	20337
MFD01721_60.bin.1.84	7946
MFD01721_60.bin.1.87	25228
MFD01721_60.bin.1.88	10620
MFD01721_60.bin.1.89	13810
MFD01721_60.bin.1.9	10112
MFD01721_60.bin.1.90	8668
MFD01721_60.bin.1.98	38756
MFD01721_60.bin.2.1	23283
MFD01721_60.bin.2.10	9608
MFD01721_60.bin.2.105	88371
MFD01721_60.bin.2.107	16983
MFD01721_60.bin.2.108	9749
MFD01721_60.bin.2.109	22885
MFD01721_60.bin.2.11	44141
MFD01721_60.bin.2.110	8859
MFD01721_60.bin.2.114	21951
MFD01721_60.bin.2.116	92330
MFD01721_60.bin.2.117	72635
MFD01721_60.bin.2.119	18972
MFD01721_60.bin.2.12	40654
MFD01721_60.bin.2.120	10011
MFD01721_60.bin.2.121	30479
MFD01721_60.bin.2.123	115317
MFD01721_60.bin.2.124	13924
MFD01721_60.bin.2.127	32357
MFD01721_60.bin.2.128	18218
MFD01721_60.bin.2.129	4361
MFD01721_60.bin.2.13	37472
MFD01721_60.bin.2.130	19775
MFD01721_60.bin.2.131	52193
MFD01721_60.bin.2.132	67164
MFD01721_60.bin.2.135	21888
MFD01721_60.bin.2.136	15441
MFD01721_60.bin.2.137	55641
MFD01721_60.bin.2.138	30415
MFD01721_60.bin.2.14	8119
MFD01721_60.bin.2.141	9734
MFD01721_60.bin.2.142	61138
MFD01721_60.bin.2.143	4034
MFD01721_60.bin.2.148	22074
MFD01721_60.bin.2.149	46076
MFD01721_60.bin.2.15	39061
MFD01721_60.bin.2.150	7937
MFD01721_60.bin.2.151	16555
MFD01721_60.bin.2.152	34344
MFD01721_60.bin.2.153	10104
MFD01721_60.bin.2.154	13773
MFD01721_60.bin.2.155	46313
MFD01721_60.bin.2.156	27575
MFD01721_60.bin.2.157	73621
MFD01721_60.bin.2.159	24358
MFD01721_60.bin.2.16	13430
MFD01721_60.bin.2.160	10237
MFD01721_60.bin.2.161	21670
MFD01721_60.bin.2.162	101828
MFD01721_60.bin.2.164	77684
MFD01721_60.bin.2.165	58613
MFD01721_60.bin.2.166	32478
MFD01721_60.bin.2.167	108
MFD01721_60.bin.2.168	64577
MFD01721_60.bin.2.169	35233
MFD01721_60.bin.2.171	26997
MFD01721_60.bin.2.172	58501
MFD01721_60.bin.2.173	20715
MFD01721_60.bin.2.174	40582
MFD01721_60.bin.2.176	38780
MFD01721_60.bin.2.179	52710
MFD01721_60.bin.2.18	3750
MFD01721_60.bin.2.180	50316
MFD01721_60.bin.2.184	5837
MFD01721_60.bin.2.185	65676
MFD01721_60.bin.2.187	19082
MFD01721_60.bin.2.19	1081
MFD01721_60.bin.2.192	13982
MFD01721_60.bin.2.194	39410
MFD01721_60.bin.2.196	14191
MFD01721_60.bin.2.198	13386
MFD01721_60.bin.2.2	15740
MFD01721_60.bin.2.200	5303
MFD01721_60.bin.2.203	97549
MFD01721_60.bin.2.204	30696
MFD01721_60.bin.2.207	18495
MFD01721_60.bin.2.209	28382
MFD01721_60.bin.2.21	26402
MFD01721_60.bin.2.212	8926
MFD01721_60.bin.2.213	32165
MFD01721_60.bin.2.215	22457
MFD01721_60.bin.2.216	11426
MFD01721_60.bin.2.217	16238
MFD01721_60.bin.2.219	5314
MFD01721_60.bin.2.22	18694
MFD01721_60.bin.2.220	55086
MFD01721_60.bin.2.221	69884
MFD01721_60.bin.2.222	4395
MFD01721_60.bin.2.223	8445
MFD01721_60.bin.2.224	22485
MFD01721_60.bin.2.226	2810
MFD01721_60.bin.2.227	17917
MFD01721_60.bin.2.228	29243
MFD01721_60.bin.2.23	48277
MFD01721_60.bin.2.230	30903
MFD01721_60.bin.2.232	18099
MFD01721_60.bin.2.235	23057
MFD01721_60.bin.2.236	6309
MFD01721_60.bin.2.239	31451
MFD01721_60.bin.2.240	27426
MFD01721_60.bin.2.241	75870
MFD01721_60.bin.2.243	6393
MFD01721_60.bin.2.244	6523
MFD01721_60.bin.2.248	16645
MFD01721_60.bin.2.249	17488
MFD01721_60.bin.2.25	16508
MFD01721_60.bin.2.250	31213
MFD01721_60.bin.2.251	83617
MFD01721_60.bin.2.252	31101
MFD01721_60.bin.2.253	18794
MFD01721_60.bin.2.254	11799
MFD01721_60.bin.2.257	42650
MFD01721_60.bin.2.258	25385
MFD01721_60.bin.2.259	24470
MFD01721_60.bin.2.262	33129
MFD01721_60.bin.2.30	16944
MFD01721_60.bin.2.32	37149
MFD01721_60.bin.2.33	49992
MFD01721_60.bin.2.35	48321
MFD01721_60.bin.2.36	52170
MFD01721_60.bin.2.37	21770
MFD01721_60.bin.2.38	19658
MFD01721_60.bin.2.39	39212
MFD01721_60.bin.2.4	30031
MFD01721_60.bin.2.43	36646
MFD01721_60.bin.2.44	20465
MFD01721_60.bin.2.45	17097
MFD01721_60.bin.2.46	27694
MFD01721_60.bin.2.47	7173
MFD01721_60.bin.2.48	31722
MFD01721_60.bin.2.49	9156
MFD01721_60.bin.2.5	20457
MFD01721_60.bin.2.50	17277
MFD01721_60.bin.2.51	25286
MFD01721_60.bin.2.52	2043
MFD01721_60.bin.2.53	4259
MFD01721_60.bin.2.54	9096
MFD01721_60.bin.2.55	25694
MFD01721_60.bin.2.56	41068
MFD01721_60.bin.2.57	33920
MFD01721_60.bin.2.59	28986
MFD01721_60.bin.2.6	8121
MFD01721_60.bin.2.62	100466
MFD01721_60.bin.2.63	46060
MFD01721_60.bin.2.64	28842
MFD01721_60.bin.2.68	1178
MFD01721_60.bin.2.70	31203
MFD01721_60.bin.2.72	27685
MFD01721_60.bin.2.76	54048
MFD01721_60.bin.2.8	60927
MFD01721_60.bin.2.80	14998
MFD01721_60.bin.2.81	5744
MFD01721_60.bin.2.87	21592
MFD01721_60.bin.2.9	46263
MFD01721_60.bin.2.91	42024
MFD01721_60.bin.2.96	93879
MFD01721_60.bin.3.101	31391
MFD01721_60.bin.3.110	20394
MFD01721_60.bin.3.112	15208
MFD01721_60.bin.3.113	4937
MFD01721_60.bin.3.129	9896
MFD01721_60.bin.3.136	9913
MFD01721_60.bin.3.155	18649
MFD01721_60.bin.3.163	21703
MFD01721_60.bin.3.170	44815
MFD01721_60.bin.3.173	46045
MFD01721_60.bin.3.182	25651
MFD01721_60.bin.3.19	43758
MFD01721_60.bin.3.199	13810
MFD01721_60.bin.3.214	10852
MFD01721_60.bin.3.234	12652
MFD01721_60.bin.3.235	24313
MFD01721_60.bin.3.243	21352
MFD01721_60.bin.3.274	29502
MFD01721_60.bin.3.278	10116
MFD01721_60.bin.3.281	13262
MFD01721_60.bin.3.288	32088
MFD01721_60.bin.3.291	57277
MFD01721_60.bin.3.293	20811
MFD01721_60.bin.3.294	19492
MFD01721_60.bin.3.309	5424
MFD01721_60.bin.3.319	2812
MFD01721_60.bin.3.32	31448
MFD01721_60.bin.3.327	17679
MFD01721_60.bin.3.348	4319
MFD01721_60.bin.3.353	18095
MFD01721_60.bin.3.356	22942
MFD01721_60.bin.3.358	25512
MFD01721_60.bin.3.370	2798
MFD01721_60.bin.3.379	29316
MFD01721_60.bin.3.383	4673
MFD01721_60.bin.3.387	14735
MFD01721_60.bin.3.390	29632
MFD01721_60.bin.3.396	2825
MFD01721_60.bin.3.401	19648
MFD01721_60.bin.3.439	109933
MFD01721_60.bin.3.446	31408
MFD01721_60.bin.3.459	17141
MFD01721_60.bin.3.460	7783
MFD01721_60.bin.3.49	8749
MFD01721_60.bin.3.492	27242
MFD01721_60.bin.3.502	31149
MFD01721_60.bin.3.51	31820
MFD01721_60.bin.3.511	42015
MFD01721_60.bin.3.521	64818
MFD01721_60.bin.3.527	50355
MFD01721_60.bin.3.539	18054
MFD01721_60.bin.3.555	30745
MFD01721_60.bin.3.56	62560
MFD01721_60.bin.3.65	18831
MFD01721_60.bin.3.74	5640
MFD01721_60.bin.3.78	37343
MFD01721_60.bin.3.86	37707
MFD01721_60.bin.3.98	36779
MFD01721_60.bin.4.149	10470
MFD01721_60.bin.4.364	25049
MFD01721_60.bin.4.398	32242
MFD01721_60.bin.4.430	14343
MFD01721_60.bin.4.44	13743
MFD01721_60.bin.4.502	55601
MFD01721_60.bin.4.66	17150
MFD01721_60.bin.c.1	6520
MFD01721_60.bin.c.2	7750
MFD01721_80.bin.1.1	22307
MFD01721_80.bin.1.10	2534
MFD01721_80.bin.1.102	16701
MFD01721_80.bin.1.108	15601
MFD01721_80.bin.1.111	17732
MFD01721_80.bin.1.112	39026
MFD01721_80.bin.1.12	29072
MFD01721_80.bin.1.121	18871
MFD01721_80.bin.1.122	16183
MFD01721_80.bin.1.123	8533
MFD01721_80.bin.1.126	12940
MFD01721_80.bin.1.127	12046
MFD01721_80.bin.1.130	22714
MFD01721_80.bin.1.134	25864
MFD01721_80.bin.1.136	25647
MFD01721_80.bin.1.137	47487
MFD01721_80.bin.1.138	19387
MFD01721_80.bin.1.140	98189
MFD01721_80.bin.1.142	16028
MFD01721_80.bin.1.15	4113
MFD01721_80.bin.1.155	12535
MFD01721_80.bin.1.156	13484
MFD01721_80.bin.1.16	24435
MFD01721_80.bin.1.162	31382
MFD01721_80.bin.1.17	16314
MFD01721_80.bin.1.172	76846
MFD01721_80.bin.1.195	31857
MFD01721_80.bin.1.2	10400
MFD01721_80.bin.1.20	5260
MFD01721_80.bin.1.216	4461
MFD01721_80.bin.1.217	31631
MFD01721_80.bin.1.221	2566
MFD01721_80.bin.1.224	11708
MFD01721_80.bin.1.23	64170
MFD01721_80.bin.1.230	8345
MFD01721_80.bin.1.236	37365
MFD01721_80.bin.1.242	28060
MFD01721_80.bin.1.247	24800
MFD01721_80.bin.1.25	33633
MFD01721_80.bin.1.251	19410
MFD01721_80.bin.1.256	54933
MFD01721_80.bin.1.257	9655
MFD01721_80.bin.1.258	274
MFD01721_80.bin.1.260	14223
MFD01721_80.bin.1.262	22910
MFD01721_80.bin.1.263	677
MFD01721_80.bin.1.265	8725
MFD01721_80.bin.1.267	31608
MFD01721_80.bin.1.268	5094
MFD01721_80.bin.1.269	7971
MFD01721_80.bin.1.27	5040
MFD01721_80.bin.1.270	14466
MFD01721_80.bin.1.273	10597
MFD01721_80.bin.1.274	55906
MFD01721_80.bin.1.275	17849
MFD01721_80.bin.1.279	14197
MFD01721_80.bin.1.28	19137
MFD01721_80.bin.1.280	30014
MFD01721_80.bin.1.281	6968
MFD01721_80.bin.1.282	17163
MFD01721_80.bin.1.283	17165
MFD01721_80.bin.1.284	8547
MFD01721_80.bin.1.287	64263
MFD01721_80.bin.1.291	43600
MFD01721_80.bin.1.295	13487
MFD01721_80.bin.1.302	22843
MFD01721_80.bin.1.317	25027
MFD01721_80.bin.1.32	3736
MFD01721_80.bin.1.323	14744
MFD01721_80.bin.1.325	18008
MFD01721_80.bin.1.328	25947
MFD01721_80.bin.1.331	20918
MFD01721_80.bin.1.339	36366
MFD01721_80.bin.1.344	35237
MFD01721_80.bin.1.349	38554
MFD01721_80.bin.1.35	8442
MFD01721_80.bin.1.350	55980
MFD01721_80.bin.1.352	30537
MFD01721_80.bin.1.353	34843
MFD01721_80.bin.1.357	24130
MFD01721_80.bin.1.361	2992
MFD01721_80.bin.1.368	9654
MFD01721_80.bin.1.37	9412
MFD01721_80.bin.1.374	34535
MFD01721_80.bin.1.388	18568
MFD01721_80.bin.1.39	2972
MFD01721_80.bin.1.391	37080
MFD01721_80.bin.1.392	19620
MFD01721_80.bin.1.393	26218
MFD01721_80.bin.1.395	21275
MFD01721_80.bin.1.399	43861
MFD01721_80.bin.1.4	13647
MFD01721_80.bin.1.402	20979
MFD01721_80.bin.1.403	35417
MFD01721_80.bin.1.404	22473
MFD01721_80.bin.1.405	4003
MFD01721_80.bin.1.406	6871
MFD01721_80.bin.1.41	73048
MFD01721_80.bin.1.45	26756
MFD01721_80.bin.1.46	10035
MFD01721_80.bin.1.49	12507
MFD01721_80.bin.1.5	19831
MFD01721_80.bin.1.52	40113
MFD01721_80.bin.1.53	22900
MFD01721_80.bin.1.56	9132
MFD01721_80.bin.1.57	7708
MFD01721_80.bin.1.58	13683
MFD01721_80.bin.1.61	42522
MFD01721_80.bin.1.62	39127
MFD01721_80.bin.1.68	23658
MFD01721_80.bin.1.69	6982
MFD01721_80.bin.1.7	23439
MFD01721_80.bin.1.71	22187
MFD01721_80.bin.1.73	22340
MFD01721_80.bin.1.76	19240
MFD01721_80.bin.1.78	7073
MFD01721_80.bin.1.8	15871
MFD01721_80.bin.1.81	9933
MFD01721_80.bin.1.89	4485
MFD01721_80.bin.1.9	28206
MFD01721_80.bin.1.91	40148
MFD01721_80.bin.2.1	16445
MFD01721_80.bin.2.10	11154
MFD01721_80.bin.2.100	20752
MFD01721_80.bin.2.101	44689
MFD01721_80.bin.2.102	11443
MFD01721_80.bin.2.103	26047
MFD01721_80.bin.2.105	25422
MFD01721_80.bin.2.107	58010
MFD01721_80.bin.2.108	22840
MFD01721_80.bin.2.109	25733
MFD01721_80.bin.2.11	14923
MFD01721_80.bin.2.110	5595
MFD01721_80.bin.2.111	599
MFD01721_80.bin.2.112	47321
MFD01721_80.bin.2.113	37378
MFD01721_80.bin.2.114	18609
MFD01721_80.bin.2.118	32497
MFD01721_80.bin.2.12	5458
MFD01721_80.bin.2.121	39047
MFD01721_80.bin.2.123	36361
MFD01721_80.bin.2.124	24345
MFD01721_80.bin.2.127	40667
MFD01721_80.bin.2.13	11826
MFD01721_80.bin.2.14	27139
MFD01721_80.bin.2.142	41143
MFD01721_80.bin.2.146	24648
MFD01721_80.bin.2.149	39969
MFD01721_80.bin.2.15	22043
MFD01721_80.bin.2.151	47724
MFD01721_80.bin.2.152	67272
MFD01721_80.bin.2.154	38990
MFD01721_80.bin.2.155	9177
MFD01721_80.bin.2.156	8130
MFD01721_80.bin.2.157	70755
MFD01721_80.bin.2.158	22643
MFD01721_80.bin.2.16	84954
MFD01721_80.bin.2.161	5793
MFD01721_80.bin.2.163	31744
MFD01721_80.bin.2.165	67630
MFD01721_80.bin.2.167	12859
MFD01721_80.bin.2.168	16593
MFD01721_80.bin.2.169	77947
MFD01721_80.bin.2.17	56875
MFD01721_80.bin.2.170	23981
MFD01721_80.bin.2.171	34566
MFD01721_80.bin.2.172	3223
MFD01721_80.bin.2.174	17178
MFD01721_80.bin.2.175	2835
MFD01721_80.bin.2.176	33323
MFD01721_80.bin.2.177	30256
MFD01721_80.bin.2.18	19108
MFD01721_80.bin.2.184	26369
MFD01721_80.bin.2.185	47044
MFD01721_80.bin.2.187	36396
MFD01721_80.bin.2.19	15842
MFD01721_80.bin.2.191	27446
MFD01721_80.bin.2.193	43544
MFD01721_80.bin.2.194	7957
MFD01721_80.bin.2.195	10081
MFD01721_80.bin.2.196	29367
MFD01721_80.bin.2.197	32063
MFD01721_80.bin.2.198	14955
MFD01721_80.bin.2.199	5796
MFD01721_80.bin.2.2	9538
MFD01721_80.bin.2.20	21282
MFD01721_80.bin.2.200	55216
MFD01721_80.bin.2.201	38717
MFD01721_80.bin.2.203	13065
MFD01721_80.bin.2.204	26639
MFD01721_80.bin.2.205	19346
MFD01721_80.bin.2.206	12920
MFD01721_80.bin.2.207	29964
MFD01721_80.bin.2.208	9259
MFD01721_80.bin.2.209	6693
MFD01721_80.bin.2.21	5246
MFD01721_80.bin.2.210	18265
MFD01721_80.bin.2.211	10534
MFD01721_80.bin.2.212	20517
MFD01721_80.bin.2.214	45634
MFD01721_80.bin.2.216	6921
MFD01721_80.bin.2.217	91466
MFD01721_80.bin.2.218	8975
MFD01721_80.bin.2.22	23659
MFD01721_80.bin.2.220	6132
MFD01721_80.bin.2.221	53584
MFD01721_80.bin.2.222	24756
MFD01721_80.bin.2.225	34449
MFD01721_80.bin.2.226	7831
MFD01721_80.bin.2.228	16881
MFD01721_80.bin.2.23	17007
MFD01721_80.bin.2.230	72570
MFD01721_80.bin.2.231	17188
MFD01721_80.bin.2.232	1056
MFD01721_80.bin.2.233	26268
MFD01721_80.bin.2.234	40538
MFD01721_80.bin.2.235	116297
MFD01721_80.bin.2.236	47681
MFD01721_80.bin.2.237	3725
MFD01721_80.bin.2.238	31593
MFD01721_80.bin.2.239	31359
MFD01721_80.bin.2.24	15996
MFD01721_80.bin.2.241	9489
MFD01721_80.bin.2.243	35556
MFD01721_80.bin.2.246	82477
MFD01721_80.bin.2.247	20006
MFD01721_80.bin.2.248	8183
MFD01721_80.bin.2.249	6533
MFD01721_80.bin.2.25	46947
MFD01721_80.bin.2.250	16697
MFD01721_80.bin.2.251	18739
MFD01721_80.bin.2.254	27361
MFD01721_80.bin.2.255	8845
MFD01721_80.bin.2.257	34105
MFD01721_80.bin.2.258	43696
MFD01721_80.bin.2.259	6176
MFD01721_80.bin.2.261	37467
MFD01721_80.bin.2.262	121647
MFD01721_80.bin.2.264	6441
MFD01721_80.bin.2.265	7381
MFD01721_80.bin.2.267	32571
MFD01721_80.bin.2.268	32350
MFD01721_80.bin.2.270	26818
MFD01721_80.bin.2.271	85584
MFD01721_80.bin.2.272	6707
MFD01721_80.bin.2.273	728
MFD01721_80.bin.2.275	18015
MFD01721_80.bin.2.276	32116
MFD01721_80.bin.2.277	54467
MFD01721_80.bin.2.278	20651
MFD01721_80.bin.2.280	6916
MFD01721_80.bin.2.282	15296
MFD01721_80.bin.2.284	5534
MFD01721_80.bin.2.285	61854
MFD01721_80.bin.2.286	19169
MFD01721_80.bin.2.287	16889
MFD01721_80.bin.2.288	32428
MFD01721_80.bin.2.29	65977
MFD01721_80.bin.2.291	23875
MFD01721_80.bin.2.292	5109
MFD01721_80.bin.2.295	29357
MFD01721_80.bin.2.3	25303
MFD01721_80.bin.2.31	2213
MFD01721_80.bin.2.32	10294
MFD01721_80.bin.2.33	19376
MFD01721_80.bin.2.34	63510
MFD01721_80.bin.2.38	2778
MFD01721_80.bin.2.4	35954
MFD01721_80.bin.2.41	19375
MFD01721_80.bin.2.42	29278
MFD01721_80.bin.2.43	20474
MFD01721_80.bin.2.44	31854
MFD01721_80.bin.2.45	22467
MFD01721_80.bin.2.46	6240
MFD01721_80.bin.2.47	50634
MFD01721_80.bin.2.48	44699
MFD01721_80.bin.2.49	13279
MFD01721_80.bin.2.5	68931
MFD01721_80.bin.2.50	56174
MFD01721_80.bin.2.51	23469
MFD01721_80.bin.2.52	49869
MFD01721_80.bin.2.53	15171
MFD01721_80.bin.2.54	56979
MFD01721_80.bin.2.57	54223
MFD01721_80.bin.2.58	38609
MFD01721_80.bin.2.59	6867
MFD01721_80.bin.2.6	10037
MFD01721_80.bin.2.62	16855
MFD01721_80.bin.2.63	8020
MFD01721_80.bin.2.66	3866
MFD01721_80.bin.2.67	16402
MFD01721_80.bin.2.68	20099
MFD01721_80.bin.2.7	7060
MFD01721_80.bin.2.71	17181
MFD01721_80.bin.2.72	51253
MFD01721_80.bin.2.73	37105
MFD01721_80.bin.2.74	13355
MFD01721_80.bin.2.75	10058
MFD01721_80.bin.2.76	18276
MFD01721_80.bin.2.77	27489
MFD01721_80.bin.2.78	29140
MFD01721_80.bin.2.79	6079
MFD01721_80.bin.2.8	25747
MFD01721_80.bin.2.80	26692
MFD01721_80.bin.2.81	41320
MFD01721_80.bin.2.82	20431
MFD01721_80.bin.2.83	16530
MFD01721_80.bin.2.84	26277
MFD01721_80.bin.2.85	43814
MFD01721_80.bin.2.86	31881
MFD01721_80.bin.2.87	9483
MFD01721_80.bin.2.88	14792
MFD01721_80.bin.2.89	30715
MFD01721_80.bin.2.9	506
MFD01721_80.bin.2.91	37285
MFD01721_80.bin.2.92	45399
MFD01721_80.bin.2.94	69037
MFD01721_80.bin.2.95	2804
MFD01721_80.bin.2.96	49327
MFD01721_80.bin.2.97	55796
MFD01721_80.bin.2.99	15941
MFD01721_80.bin.3.104	28570
MFD01721_80.bin.3.107	2753
MFD01721_80.bin.3.113	10955
MFD01721_80.bin.3.123	17336
MFD01721_80.bin.3.130	44037
MFD01721_80.bin.3.161	24136
MFD01721_80.bin.3.170	64443
MFD01721_80.bin.3.201	22840
MFD01721_80.bin.3.206	7035
MFD01721_80.bin.3.216	33729
MFD01721_80.bin.3.220	23407
MFD01721_80.bin.3.228	68765
MFD01721_80.bin.3.244	69792
MFD01721_80.bin.3.257	8423
MFD01721_80.bin.3.262	10786
MFD01721_80.bin.3.288	23456
MFD01721_80.bin.3.289	52544
MFD01721_80.bin.3.297	25930
MFD01721_80.bin.3.3	23522
MFD01721_80.bin.3.317	49516
MFD01721_80.bin.3.34	8070
MFD01721_80.bin.3.343	52321
MFD01721_80.bin.3.385	14186
MFD01721_80.bin.3.389	20237
MFD01721_80.bin.3.394	60604
MFD01721_80.bin.3.402	31335
MFD01721_80.bin.3.407	66120
MFD01721_80.bin.3.410	76551
MFD01721_80.bin.3.429	81806
MFD01721_80.bin.3.431	16993
MFD01721_80.bin.3.432	19801
MFD01721_80.bin.3.438	63118
MFD01721_80.bin.3.473	7863
MFD01721_80.bin.3.483	30533
MFD01721_80.bin.3.485	34195
MFD01721_80.bin.3.487	6281
MFD01721_80.bin.3.490	19524
MFD01721_80.bin.3.494	49235
MFD01721_80.bin.3.520	28951
MFD01721_80.bin.3.53	9284
MFD01721_80.bin.3.535	19481
MFD01721_80.bin.3.581	935
MFD01721_80.bin.3.600	28283
MFD01721_80.bin.3.618	34472
MFD01721_80.bin.3.649	18083
MFD01721_80.bin.3.666	12584
MFD01721_80.bin.3.669	28184
MFD01721_80.bin.3.673	22360
MFD01721_80.bin.3.674	19774
MFD01721_80.bin.3.677	25131
MFD01721_80.bin.3.701	6864
MFD01721_80.bin.3.718	57534
MFD01721_80.bin.3.722	1103
MFD01721_80.bin.3.726	8400
MFD01721_80.bin.3.730	11532
MFD01721_80.bin.3.733	25081
MFD01721_80.bin.3.737	53954
MFD01721_80.bin.3.79	53824
MFD01721_80.bin.3.81	22075
MFD01721_80.bin.3.87	28116
MFD01721_80.bin.3.90	28293
MFD01721_80.bin.3.92	42406
MFD01721_80.bin.4.126	4586
MFD01721_80.bin.4.132	30042
MFD01721_80.bin.4.182	29062
MFD01721_80.bin.4.191	38659
MFD01721_80.bin.4.196	14173
MFD01721_80.bin.4.249	10798
MFD01721_80.bin.4.336	30387
MFD01721_80.bin.4.379	24134
MFD01721_80.bin.4.417	10541
MFD01721_80.bin.4.501	9087
MFD01721_80.bin.4.586	48764
MFD01721_80.bin.c.1	8598
MFD02416_100.bin.1.107	9652
MFD02416_100.bin.1.11	22126
MFD02416_100.bin.1.115	50841
MFD02416_100.bin.1.12	9018
MFD02416_100.bin.1.120	29012
MFD02416_100.bin.1.126	5748
MFD02416_100.bin.1.128	14860
MFD02416_100.bin.1.139	17659
MFD02416_100.bin.1.140	33924
MFD02416_100.bin.1.142	23978
MFD02416_100.bin.1.143	8947
MFD02416_100.bin.1.144	34717
MFD02416_100.bin.1.146	11509
MFD02416_100.bin.1.147	15672
MFD02416_100.bin.1.148	58509
MFD02416_100.bin.1.149	13450
MFD02416_100.bin.1.15	5952
MFD02416_100.bin.1.151	10650
MFD02416_100.bin.1.158	7494
MFD02416_100.bin.1.16	53142
MFD02416_100.bin.1.165	15899
MFD02416_100.bin.1.169	5031
MFD02416_100.bin.1.172	22027
MFD02416_100.bin.1.173	44520
MFD02416_100.bin.1.174	24791
MFD02416_100.bin.1.178	15731
MFD02416_100.bin.1.180	17652
MFD02416_100.bin.1.182	7070
MFD02416_100.bin.1.191	73306
MFD02416_100.bin.1.197	13454
MFD02416_100.bin.1.202	19522
MFD02416_100.bin.1.207	20152
MFD02416_100.bin.1.223	8117
MFD02416_100.bin.1.23	5850
MFD02416_100.bin.1.238	10131
MFD02416_100.bin.1.24	8243
MFD02416_100.bin.1.241	1531
MFD02416_100.bin.1.242	15830
MFD02416_100.bin.1.25	13322
MFD02416_100.bin.1.251	50312
MFD02416_100.bin.1.258	21469
MFD02416_100.bin.1.26	17372
MFD02416_100.bin.1.260	9755
MFD02416_100.bin.1.269	31687
MFD02416_100.bin.1.280	22693
MFD02416_100.bin.1.282	9752
MFD02416_100.bin.1.283	25957
MFD02416_100.bin.1.286	8609
MFD02416_100.bin.1.288	50675
MFD02416_100.bin.1.29	11219
MFD02416_100.bin.1.290	29502
MFD02416_100.bin.1.293	15712
MFD02416_100.bin.1.294	13954
MFD02416_100.bin.1.295	26900
MFD02416_100.bin.1.296	12939
MFD02416_100.bin.1.298	1545
MFD02416_100.bin.1.299	10943
MFD02416_100.bin.1.30	19877
MFD02416_100.bin.1.300	27265
MFD02416_100.bin.1.301	110481
MFD02416_100.bin.1.302	17794
MFD02416_100.bin.1.303	36247
MFD02416_100.bin.1.308	40416
MFD02416_100.bin.1.31	7054
MFD02416_100.bin.1.311	22784
MFD02416_100.bin.1.312	17181
MFD02416_100.bin.1.313	12242
MFD02416_100.bin.1.319	8995
MFD02416_100.bin.1.321	38399
MFD02416_100.bin.1.322	47228
MFD02416_100.bin.1.323	29731
MFD02416_100.bin.1.324	9685
MFD02416_100.bin.1.328	3699
MFD02416_100.bin.1.331	34206
MFD02416_100.bin.1.337	29883
MFD02416_100.bin.1.338	5159
MFD02416_100.bin.1.34	37957
MFD02416_100.bin.1.340	3439
MFD02416_100.bin.1.341	9061
MFD02416_100.bin.1.343	14509
MFD02416_100.bin.1.346	25159
MFD02416_100.bin.1.347	39615
MFD02416_100.bin.1.348	18106
MFD02416_100.bin.1.352	13132
MFD02416_100.bin.1.354	20109
MFD02416_100.bin.1.36	35193
MFD02416_100.bin.1.368	484
MFD02416_100.bin.1.370	67989
MFD02416_100.bin.1.390	62541
MFD02416_100.bin.1.4	2515
MFD02416_100.bin.1.40	14867
MFD02416_100.bin.1.402	12313
MFD02416_100.bin.1.413	22255
MFD02416_100.bin.1.42	23792
MFD02416_100.bin.1.423	31910
MFD02416_100.bin.1.43	9611
MFD02416_100.bin.1.430	23716
MFD02416_100.bin.1.431	16338
MFD02416_100.bin.1.441	12313
MFD02416_100.bin.1.451	5068
MFD02416_100.bin.1.454	39692
MFD02416_100.bin.1.456	28097
MFD02416_100.bin.1.459	5388
MFD02416_100.bin.1.46	2499
MFD02416_100.bin.1.462	20102
MFD02416_100.bin.1.464	1103
MFD02416_100.bin.1.465	26345
MFD02416_100.bin.1.47	3934
MFD02416_100.bin.1.48	38
MFD02416_100.bin.1.50	18770
MFD02416_100.bin.1.52	45413
MFD02416_100.bin.1.53	25272
MFD02416_100.bin.1.56	76358
MFD02416_100.bin.1.57	14341
MFD02416_100.bin.1.6	4666
MFD02416_100.bin.1.61	5220
MFD02416_100.bin.1.62	9113
MFD02416_100.bin.1.64	11893
MFD02416_100.bin.1.65	7325
MFD02416_100.bin.1.66	5134
MFD02416_100.bin.1.67	13337
MFD02416_100.bin.1.68	6289
MFD02416_100.bin.1.7	36999
MFD02416_100.bin.1.71	15861
MFD02416_100.bin.1.75	69858
MFD02416_100.bin.1.78	12504
MFD02416_100.bin.1.80	16789
MFD02416_100.bin.1.82	5197
MFD02416_100.bin.1.83	20630
MFD02416_100.bin.1.85	3862
MFD02416_100.bin.1.87	48955
MFD02416_100.bin.1.88	15802
MFD02416_100.bin.1.89	21328
MFD02416_100.bin.1.9	4104
MFD02416_100.bin.1.90	16264
MFD02416_100.bin.1.92	28186
MFD02416_100.bin.1.94	34052
MFD02416_100.bin.1.96	13096
MFD02416_100.bin.2.1	56585
MFD02416_100.bin.2.10	1920
MFD02416_100.bin.2.100	13437
MFD02416_100.bin.2.102	23241
MFD02416_100.bin.2.103	3414
MFD02416_100.bin.2.104	83194
