bin	Coding_Density	MAG_status
MFD02832.bin.2.62	0.906	MQ
MFD02832.bin.2.63	0.847	MQ
MFD02832.bin.2.64	0.847	MQ
MFD02832.bin.2.65	0.92	MQ
MFD02832.bin.2.68	0.865	MQ
MFD02832.bin.2.69	0.879	MQ
MFD02832.bin.2.70	0.872	MQ
MFD02832.bin.2.71	0.827	MQ
MFD02832.bin.2.72	0.893	MQ
MFD02832.bin.2.73	0.901	MQ
MFD02832.bin.2.75	0.864	MQ
MFD02832.bin.2.77	0.855	MQ
MFD02832.bin.2.78	0.913	MQ
MFD02832.bin.2.8	0.822	MQ
MFD02832.bin.2.83	0.862	MQ
MFD02832.bin.2.84	0.858	MQ
MFD02832.bin.2.85	0.888	MQ
MFD02832.bin.2.87	0.857	MQ
MFD02832.bin.2.91	0.85	MQ
MFD02832.bin.2.94	0.849	MQ
MFD02832.bin.2.96	0.912	MQ
MFD02832.bin.2.99	0.872	MQ
MFD02832.bin.3.10	0.897	MQ
MFD02832.bin.3.105	0.888	MQ
MFD02832.bin.3.117	0.91	MQ
MFD02832.bin.3.130	0.847	MQ
MFD02832.bin.3.132	0.903	MQ
MFD02832.bin.3.194	0.93	MQ
MFD02832.bin.3.201	0.824	MQ
MFD02832.bin.3.209	0.857	MQ
MFD02832.bin.3.230	0.902	MQ
MFD02832.bin.3.234	0.898	MQ
MFD02832.bin.3.239	0.924	MQ
MFD02832.bin.3.242	0.901	MQ
MFD02832.bin.3.246	0.874	MQ
MFD02832.bin.3.255	0.885	MQ
MFD02832.bin.3.45	0.92	MQ
MFD02832.bin.3.64	0.867	MQ
MFD02832.bin.3.67	0.922	MQ
MFD02832.bin.3.68	0.904	MQ
MFD02832.bin.3.86	0.91	MQ
MFD02832.bin.3.92	0.909	MQ
MFD02832.bin.4.16	0.855	MQ
MFD02840.bin.1.275	0.893	MQ
MFD02840.bin.1.427	0.87	MQ
MFD02840.bin.2.1	0.84	MQ
MFD02840.bin.2.100	0.852	MQ
MFD02840.bin.2.101	0.834	MQ
MFD02840.bin.2.102	0.845	MQ
MFD02840.bin.2.105	0.828	MQ
MFD02840.bin.2.106	0.846	MQ
MFD02840.bin.2.108	0.87	MQ
MFD02840.bin.2.11	0.87	MQ
MFD02840.bin.2.110	0.813	MQ
MFD02840.bin.2.111	0.814	MQ
MFD02840.bin.2.112	0.848	MQ
MFD02840.bin.2.115	0.898	MQ
MFD02840.bin.2.12	0.888	MQ
MFD02840.bin.2.120	0.836	MQ
MFD02840.bin.2.122	0.888	MQ
MFD02840.bin.2.126	0.921	MQ
MFD02840.bin.2.14	0.854	MQ
MFD02840.bin.2.144	0.891	MQ
MFD02840.bin.2.15	0.803	MQ
MFD02840.bin.2.151	0.851	MQ
MFD02840.bin.2.158	0.834	MQ
MFD02840.bin.2.161	0.846	MQ
MFD02840.bin.2.166	0.879	MQ
MFD02840.bin.2.168	0.894	MQ
MFD02840.bin.2.17	0.862	MQ
MFD02840.bin.2.170	0.826	MQ
MFD02840.bin.2.171	0.902	MQ
MFD02840.bin.2.172	0.863	MQ
MFD02840.bin.2.173	0.872	MQ
MFD02840.bin.2.176	0.899	MQ
MFD02840.bin.2.178	0.888	MQ
MFD02840.bin.2.180	0.883	MQ
MFD02840.bin.2.181	0.87	MQ
MFD02840.bin.2.183	0.903	MQ
MFD02840.bin.2.184	0.894	MQ
MFD02840.bin.2.185	0.886	MQ
MFD02840.bin.2.188	0.897	MQ
MFD02840.bin.2.189	0.887	MQ
MFD02840.bin.2.191	0.831	MQ
MFD02840.bin.2.192	0.849	MQ
MFD02840.bin.2.193	0.834	MQ
MFD02840.bin.2.2	0.824	MQ
MFD02840.bin.2.203	0.846	MQ
MFD02840.bin.2.205	0.845	MQ
MFD02840.bin.2.207	0.872	MQ
MFD02840.bin.2.208	0.887	MQ
MFD02840.bin.2.212	0.846	MQ
MFD02840.bin.2.217	0.877	MQ
MFD02840.bin.2.220	0.895	MQ
MFD02840.bin.2.222	0.885	MQ
MFD02840.bin.2.225	0.877	MQ
MFD02840.bin.2.226	0.881	MQ
MFD02840.bin.2.227	0.837	MQ
MFD02840.bin.2.230	0.877	MQ
MFD02840.bin.2.238	0.821	MQ
MFD02840.bin.2.242	0.849	MQ
MFD02840.bin.2.243	0.824	MQ
MFD02840.bin.2.246	0.857	MQ
MFD02840.bin.2.247	0.82	MQ
MFD02840.bin.2.248	0.876	MQ
MFD02840.bin.2.249	0.826	MQ
MFD02840.bin.2.253	0.855	MQ
MFD02840.bin.2.254	0.907	MQ
MFD02840.bin.2.259	0.816	MQ
MFD02840.bin.2.261	0.878	MQ
MFD02840.bin.2.263	0.821	MQ
MFD02840.bin.2.265	0.911	MQ
MFD02840.bin.2.267	0.905	MQ
MFD02840.bin.2.271	0.782	MQ
MFD02840.bin.2.275	0.838	MQ
MFD02840.bin.2.276	0.88	MQ
MFD02840.bin.2.278	0.861	MQ
MFD02840.bin.2.282	0.823	MQ
MFD02840.bin.2.284	0.848	MQ
MFD02840.bin.2.285	0.852	MQ
MFD02840.bin.2.286	0.84	MQ
MFD02840.bin.2.287	0.839	MQ
MFD02840.bin.2.288	0.851	MQ
MFD02840.bin.2.290	0.848	MQ
MFD02840.bin.2.292	0.892	MQ
MFD02840.bin.2.299	0.857	MQ
MFD02840.bin.2.30	0.897	MQ
MFD02840.bin.2.300	0.856	MQ
MFD02840.bin.2.303	0.872	MQ
MFD02840.bin.2.307	0.823	MQ
MFD02840.bin.2.308	0.856	MQ
MFD02840.bin.2.309	0.843	MQ
MFD02840.bin.2.31	0.842	MQ
MFD02840.bin.2.310	0.835	MQ
MFD02840.bin.2.311	0.848	MQ
MFD02840.bin.2.312	0.822	MQ
MFD02840.bin.2.317	0.803	MQ
MFD02840.bin.2.32	0.865	MQ
MFD02840.bin.2.321	0.858	MQ
MFD02840.bin.2.323	0.831	MQ
MFD02840.bin.2.325	0.837	MQ
MFD02840.bin.2.327	0.806	MQ
MFD02840.bin.2.33	0.9	MQ
MFD02840.bin.2.330	0.828	MQ
MFD02840.bin.2.331	0.88	MQ
MFD02840.bin.2.333	0.849	MQ
MFD02840.bin.2.336	0.897	MQ
MFD02840.bin.2.34	0.843	MQ
MFD02840.bin.2.36	0.855	MQ
MFD02840.bin.2.37	0.906	MQ
MFD02840.bin.2.38	0.856	MQ
MFD02840.bin.2.39	0.84	MQ
MFD02840.bin.2.41	0.865	MQ
MFD02840.bin.2.47	0.911	MQ
MFD02840.bin.2.48	0.833	MQ
MFD02840.bin.2.49	0.865	MQ
MFD02840.bin.2.5	0.808	MQ
MFD02840.bin.2.52	0.865	MQ
MFD02840.bin.2.57	0.885	MQ
MFD02840.bin.2.6	0.82	MQ
MFD02840.bin.2.60	0.881	MQ
MFD02840.bin.2.62	0.908	MQ
MFD02840.bin.2.63	0.869	MQ
MFD02840.bin.2.65	0.901	MQ
MFD02840.bin.2.66	0.847	MQ
MFD02840.bin.2.71	0.825	MQ
MFD02840.bin.2.73	0.899	MQ
MFD02840.bin.2.78	0.866	MQ
MFD02840.bin.2.79	0.851	MQ
MFD02840.bin.2.80	0.878	MQ
MFD02840.bin.2.82	0.867	MQ
MFD02840.bin.2.84	0.846	MQ
MFD02840.bin.2.87	0.879	MQ
MFD02840.bin.2.88	0.858	MQ
MFD02840.bin.2.89	0.82	MQ
MFD02840.bin.2.90	0.841	MQ
MFD02840.bin.2.93	0.85	MQ
MFD02840.bin.2.94	0.829	MQ
MFD02840.bin.2.95	0.822	MQ
MFD02840.bin.2.96	0.904	MQ
MFD02840.bin.2.98	0.83	MQ
MFD02840.bin.3.103	0.878	MQ
MFD02840.bin.3.118	0.83	MQ
MFD02840.bin.3.148	0.844	MQ
MFD02840.bin.3.206	0.901	MQ
MFD02840.bin.3.23	0.834	MQ
MFD02840.bin.3.282	0.825	MQ
MFD02840.bin.3.285	0.869	MQ
MFD02840.bin.3.301	0.777	MQ
MFD02840.bin.3.302	0.889	MQ
MFD02840.bin.3.305	0.863	MQ
MFD02840.bin.3.353	0.895	MQ
MFD02840.bin.3.362	0.867	MQ
MFD02840.bin.3.365	0.822	MQ
MFD02840.bin.3.400	0.882	MQ
MFD02840.bin.3.408	0.908	MQ
MFD02840.bin.3.421	0.89	MQ
MFD02840.bin.3.471	0.87	MQ
MFD02840.bin.3.489	0.86	MQ
MFD02840.bin.3.512	0.858	MQ
MFD02840.bin.3.531	0.817	MQ
MFD02840.bin.3.55	0.871	MQ
MFD02840.bin.3.554	0.86	MQ
MFD02840.bin.3.560	0.889	MQ
MFD02840.bin.3.58	0.899	MQ
MFD02840.bin.3.603	0.837	MQ
MFD02840.bin.3.608	0.83	MQ
MFD02840.bin.3.622	0.839	MQ
MFD02840.bin.3.631	0.863	MQ
MFD02840.bin.3.640	0.874	MQ
MFD02840.bin.3.655	0.819	MQ
MFD02840.bin.3.67	0.869	MQ
MFD02840.bin.3.693	0.904	MQ
MFD02840.bin.3.718	0.898	MQ
MFD02840.bin.3.746	0.832	MQ
MFD02840.bin.3.747	0.828	MQ
MFD02840.bin.3.80	0.848	MQ
MFD02840.bin.3.815	0.907	MQ
MFD02840.bin.3.827	0.887	MQ
MFD02840.bin.3.831	0.879	MQ
MFD02840.bin.3.9	0.835	MQ
MFD02840.bin.4.456	0.856	MQ
MFD02840.bin.4.46	0.847	MQ
MFD02840.bin.4.807	0.853	MQ
MFD02923.bin.1.102	0.846	MQ
MFD02923.bin.1.113	0.864	MQ
MFD02923.bin.1.89	0.847	MQ
MFD02923.bin.2.10	0.899	MQ
MFD02923.bin.2.100	0.871	MQ
MFD02923.bin.2.102	0.89	MQ
MFD02923.bin.2.105	0.84	MQ
MFD02923.bin.2.107	0.843	MQ
MFD02923.bin.2.108	0.904	MQ
MFD02923.bin.2.109	0.873	MQ
MFD02923.bin.2.11	0.835	MQ
MFD02923.bin.2.12	0.853	MQ
MFD02923.bin.2.13	0.874	MQ
MFD02923.bin.2.16	0.849	MQ
MFD02923.bin.2.2	0.858	MQ
MFD02923.bin.2.21	0.808	MQ
MFD02923.bin.2.22	0.887	MQ
MFD02923.bin.2.25	0.856	MQ
MFD02923.bin.2.3	0.816	MQ
MFD02923.bin.2.34	0.854	MQ
MFD02923.bin.2.37	0.909	MQ
MFD02923.bin.2.38	0.82	MQ
MFD02923.bin.2.39	0.87	MQ
MFD02923.bin.2.43	0.892	MQ
MFD02923.bin.2.45	0.796	MQ
MFD02923.bin.2.48	0.822	MQ
MFD02923.bin.2.49	0.879	MQ
MFD02923.bin.2.5	0.901	MQ
MFD02923.bin.2.51	0.87	MQ
MFD02923.bin.2.53	0.913	MQ
MFD02923.bin.2.54	0.901	MQ
MFD02923.bin.2.55	0.874	MQ
MFD02923.bin.2.57	0.842	MQ
MFD02923.bin.2.58	0.864	MQ
MFD02923.bin.2.59	0.889	MQ
MFD02923.bin.2.60	0.872	MQ
MFD02923.bin.2.62	0.815	MQ
MFD02923.bin.2.64	0.803	MQ
MFD02923.bin.2.67	0.855	MQ
MFD02923.bin.2.72	0.875	MQ
MFD02923.bin.2.73	0.891	MQ
MFD02923.bin.2.75	0.802	MQ
MFD02923.bin.2.8	0.906	MQ
MFD02923.bin.2.83	0.879	MQ
MFD02923.bin.2.87	0.813	MQ
MFD02923.bin.2.88	0.885	MQ
MFD02923.bin.2.89	0.845	MQ
MFD02923.bin.2.90	0.878	MQ
MFD02923.bin.2.91	0.84	MQ
MFD02923.bin.2.92	0.878	MQ
MFD02923.bin.3.121	0.869	MQ
MFD02923.bin.3.134	0.822	MQ
MFD02923.bin.3.137	0.824	MQ
MFD02923.bin.3.140	0.855	MQ
MFD02923.bin.3.159	0.875	MQ
MFD02923.bin.3.37	0.847	MQ
MFD02923.bin.3.6	0.896	MQ
MFD02923.bin.3.70	0.874	MQ
MFD02923.bin.3.71	0.928	MQ
MFD02923.bin.3.76	0.84	MQ
MFD02923.bin.3.85	0.871	MQ
MFD02923.bin.3.99	0.814	MQ
MFD02923.bin.4.129	0.892	MQ
MFD02923.bin.4.76	0.874	MQ
MFD02979.bin.1.129	0.904	MQ
MFD02979.bin.1.175	0.862	MQ
MFD02979.bin.2.100	0.844	MQ
MFD02979.bin.2.106	0.849	MQ
MFD02979.bin.2.107	0.824	MQ
MFD02979.bin.2.11	0.826	MQ
MFD02979.bin.2.110	0.832	MQ
MFD02979.bin.2.112	0.861	MQ
MFD02979.bin.2.113	0.84	MQ
MFD02979.bin.2.114	0.86	MQ
MFD02979.bin.2.115	0.858	MQ
MFD02979.bin.2.116	0.888	MQ
MFD02979.bin.2.117	0.827	MQ
MFD02979.bin.2.118	0.864	MQ
MFD02979.bin.2.12	0.88	MQ
MFD02979.bin.2.121	0.845	MQ
MFD02979.bin.2.124	0.836	MQ
MFD02979.bin.2.127	0.869	MQ
MFD02979.bin.2.128	0.842	MQ
MFD02979.bin.2.133	0.859	MQ
MFD02979.bin.2.134	0.836	MQ
MFD02979.bin.2.135	0.878	MQ
MFD02979.bin.2.136	0.852	MQ
MFD02979.bin.2.137	0.854	MQ
MFD02979.bin.2.138	0.809	MQ
MFD02979.bin.2.142	0.828	MQ
MFD02979.bin.2.143	0.836	MQ
MFD02979.bin.2.144	0.817	MQ
MFD02979.bin.2.149	0.819	MQ
MFD02979.bin.2.150	0.846	MQ
MFD02979.bin.2.151	0.83	MQ
MFD02979.bin.2.152	0.832	MQ
MFD02979.bin.2.153	0.834	MQ
MFD02979.bin.2.155	0.861	MQ
MFD02979.bin.2.161	0.825	MQ
MFD02979.bin.2.162	0.894	MQ
MFD02979.bin.2.168	0.83	MQ
MFD02979.bin.2.169	0.845	MQ
MFD02979.bin.2.17	0.816	MQ
MFD02979.bin.2.170	0.834	MQ
MFD02979.bin.2.172	0.842	MQ
MFD02979.bin.2.173	0.829	MQ
MFD02979.bin.2.175	0.786	MQ
MFD02979.bin.2.177	0.851	MQ
MFD02979.bin.2.178	0.858	MQ
MFD02979.bin.2.181	0.89	MQ
MFD02979.bin.2.183	0.878	MQ
MFD02979.bin.2.189	0.821	MQ
MFD02979.bin.2.191	0.863	MQ
MFD02979.bin.2.195	0.893	MQ
MFD02979.bin.2.196	0.868	MQ
MFD02979.bin.2.199	0.84	MQ
MFD02979.bin.2.2	0.896	MQ
MFD02979.bin.2.24	0.841	MQ
MFD02979.bin.2.25	0.821	MQ
MFD02979.bin.2.26	0.866	MQ
MFD02979.bin.2.30	0.884	MQ
MFD02979.bin.2.32	0.838	MQ
MFD02979.bin.2.36	0.852	MQ
MFD02979.bin.2.37	0.829	MQ
MFD02979.bin.2.38	0.877	MQ
MFD02979.bin.2.4	0.869	MQ
MFD02979.bin.2.46	0.828	MQ
MFD02979.bin.2.54	0.849	MQ
MFD02979.bin.2.55	0.815	MQ
MFD02979.bin.2.56	0.861	MQ
MFD02979.bin.2.57	0.894	MQ
MFD02979.bin.2.58	0.848	MQ
MFD02979.bin.2.6	0.838	MQ
MFD02979.bin.2.61	0.835	MQ
MFD02979.bin.2.62	0.856	MQ
MFD02979.bin.2.63	0.808	MQ
MFD02979.bin.2.66	0.84	MQ
MFD02979.bin.2.67	0.846	MQ
MFD02979.bin.2.68	0.822	MQ
MFD02979.bin.2.7	0.878	MQ
MFD02979.bin.2.70	0.88	MQ
MFD02979.bin.2.72	0.846	MQ
MFD02979.bin.2.75	0.839	MQ
MFD02979.bin.2.8	0.814	MQ
MFD02979.bin.2.9	0.865	MQ
MFD02979.bin.2.91	0.862	MQ
MFD02979.bin.2.94	0.902	MQ
MFD02979.bin.3.1	0.833	MQ
MFD02979.bin.3.102	0.822	MQ
MFD02979.bin.3.125	0.859	MQ
MFD02979.bin.3.149	0.851	MQ
MFD02979.bin.3.154	0.86	MQ
MFD02979.bin.3.16	0.863	MQ
MFD02979.bin.3.21	0.875	MQ
MFD02979.bin.3.217	0.825	MQ
MFD02979.bin.3.261	0.862	MQ
MFD02979.bin.3.269	0.901	MQ
MFD02979.bin.3.28	0.883	MQ
MFD02979.bin.3.320	0.83	MQ
MFD02979.bin.3.323	0.835	MQ
MFD02979.bin.3.36	0.838	MQ
MFD02979.bin.3.366	0.838	MQ
MFD02979.bin.3.436	0.843	MQ
MFD02979.bin.3.437	0.853	MQ
MFD02979.bin.3.462	0.881	MQ
MFD02979.bin.3.503	0.843	MQ
MFD02979.bin.3.66	0.876	MQ
MFD02979.bin.3.71	0.873	MQ
MFD02979.bin.3.8	0.866	MQ
MFD02979.bin.3.86	0.83	MQ
MFD02979.bin.3.90	0.852	MQ
MFD02979.bin.4.14	0.826	MQ
MFD02979.bin.4.344	0.858	MQ
MFD02979.bin.4.37	0.886	MQ
MFD02979.bin.4.532	0.822	MQ
MFD03044.bin.1.102	0.841	MQ
MFD03044.bin.1.110	0.857	MQ
MFD03044.bin.1.112	0.869	MQ
MFD03044.bin.1.137	0.847	MQ
MFD03044.bin.1.146	0.88	MQ
MFD03044.bin.1.58	0.872	MQ
MFD03044.bin.2.101	0.843	MQ
MFD03044.bin.2.105	0.874	MQ
MFD03044.bin.2.17	0.894	MQ
MFD03044.bin.2.2	0.831	MQ
MFD03044.bin.2.22	0.845	MQ
MFD03044.bin.2.26	0.899	MQ
MFD03044.bin.2.29	0.85	MQ
MFD03044.bin.2.42	0.861	MQ
MFD03044.bin.2.44	0.894	MQ
MFD03044.bin.2.49	0.84	MQ
MFD03044.bin.2.50	0.821	MQ
MFD03044.bin.2.53	0.864	MQ
MFD03044.bin.2.54	0.861	MQ
MFD03044.bin.2.56	0.827	MQ
MFD03044.bin.2.57	0.829	MQ
MFD03044.bin.2.58	0.842	MQ
MFD03044.bin.2.59	0.861	MQ
MFD03044.bin.2.6	0.848	MQ
MFD03044.bin.2.60	0.855	MQ
MFD03044.bin.2.61	0.81	MQ
MFD03044.bin.2.64	0.85	MQ
MFD03044.bin.2.69	0.836	MQ
MFD03044.bin.2.70	0.837	MQ
MFD03044.bin.2.74	0.855	MQ
MFD03044.bin.2.75	0.846	MQ
MFD03044.bin.2.80	0.878	MQ
MFD03044.bin.2.81	0.799	MQ
MFD03044.bin.2.82	0.856	MQ
MFD03044.bin.2.84	0.845	MQ
MFD03044.bin.2.93	0.864	MQ
MFD03044.bin.2.96	0.851	MQ
MFD03044.bin.2.99	0.796	MQ
MFD03044.bin.3.103	0.869	MQ
MFD03044.bin.3.130	0.865	MQ
MFD03044.bin.4.204	0.852	MQ
MFD03044.bin.4.335	0.854	MQ
MFD03044.bin.4.34	0.824	MQ
MFD03066.bin.1.57	0.872	MQ
MFD03066.bin.2.101	0.815	MQ
MFD03066.bin.2.107	0.84	MQ
MFD03066.bin.2.108	0.88	MQ
MFD03066.bin.2.131	0.849	MQ
MFD03066.bin.2.138	0.867	MQ
MFD03066.bin.2.139	0.882	MQ
MFD03066.bin.2.14	0.887	MQ
MFD03066.bin.2.140	0.892	MQ
MFD03066.bin.2.142	0.896	MQ
MFD03066.bin.2.147	0.859	MQ
MFD03066.bin.2.149	0.84	MQ
MFD03066.bin.2.151	0.829	MQ
MFD03066.bin.2.152	0.853	MQ
MFD03066.bin.2.155	0.852	MQ
MFD03066.bin.2.157	0.824	MQ
MFD03066.bin.2.161	0.875	MQ
MFD03066.bin.2.162	0.796	MQ
MFD03066.bin.2.167	0.808	MQ
MFD03066.bin.2.168	0.86	MQ
MFD03066.bin.2.169	0.839	MQ
MFD03066.bin.2.17	0.845	MQ
MFD03066.bin.2.173	0.843	MQ
MFD03066.bin.2.174	0.834	MQ
MFD03066.bin.2.176	0.824	MQ
MFD03066.bin.2.177	0.918	MQ
MFD03066.bin.2.178	0.823	MQ
MFD03066.bin.2.180	0.856	MQ
MFD03066.bin.2.184	0.819	MQ
MFD03066.bin.2.187	0.794	MQ
MFD03066.bin.2.188	0.826	MQ
MFD03066.bin.2.19	0.86	MQ
MFD03066.bin.2.191	0.804	MQ
MFD03066.bin.2.192	0.874	MQ
MFD03066.bin.2.196	0.838	MQ
MFD03066.bin.2.197	0.8	MQ
MFD03066.bin.2.2	0.819	MQ
MFD03066.bin.2.202	0.843	MQ
MFD03066.bin.2.207	0.869	MQ
MFD03066.bin.2.215	0.805	MQ
MFD03066.bin.2.217	0.813	MQ
MFD03066.bin.2.218	0.87	MQ
MFD03066.bin.2.22	0.83	MQ
MFD03066.bin.2.221	0.836	MQ
MFD03066.bin.2.222	0.822	MQ
MFD03066.bin.2.225	0.842	MQ
MFD03066.bin.2.227	0.811	MQ
MFD03066.bin.2.235	0.804	MQ
MFD03066.bin.2.236	0.826	MQ
MFD03066.bin.2.238	0.874	MQ
MFD03066.bin.2.242	0.795	MQ
MFD03066.bin.2.245	0.845	MQ
MFD03066.bin.2.248	0.859	MQ
MFD03066.bin.2.25	0.849	MQ
MFD03066.bin.2.26	0.859	MQ
MFD03066.bin.2.28	0.798	MQ
MFD03066.bin.2.29	0.844	MQ
MFD03066.bin.2.34	0.834	MQ
MFD03066.bin.2.36	0.895	MQ
MFD03066.bin.2.44	0.859	MQ
MFD03066.bin.2.46	0.835	MQ
MFD03066.bin.2.48	0.816	MQ
MFD03066.bin.2.49	0.849	MQ
MFD03066.bin.2.5	0.828	MQ
MFD03066.bin.2.50	0.894	MQ
MFD03066.bin.2.51	0.899	MQ
MFD03066.bin.2.54	0.831	MQ
MFD03066.bin.2.55	0.835	MQ
MFD03066.bin.2.60	0.92	MQ
MFD03066.bin.2.67	0.895	MQ
MFD03066.bin.2.68	0.827	MQ
MFD03066.bin.2.7	0.864	MQ
MFD03066.bin.2.72	0.827	MQ
MFD03066.bin.2.74	0.827	MQ
MFD03066.bin.2.89	0.842	MQ
MFD03066.bin.2.9	0.803	MQ
MFD03066.bin.3.106	0.887	MQ
MFD03066.bin.3.140	0.881	MQ
MFD03066.bin.3.157	0.825	MQ
MFD03066.bin.3.21	0.82	MQ
MFD03066.bin.3.22	0.845	MQ
MFD03066.bin.3.270	0.918	MQ
MFD03066.bin.3.35	0.813	MQ
MFD03066.bin.3.356	0.817	MQ
MFD03066.bin.3.412	0.813	MQ
MFD03066.bin.3.43	0.838	MQ
MFD03066.bin.3.481	0.807	MQ
MFD03066.bin.3.542	0.859	MQ
MFD03066.bin.3.569	0.807	MQ
MFD03066.bin.3.571	0.836	MQ
MFD03066.bin.3.58	0.841	MQ
MFD03066.bin.3.669	0.878	MQ
MFD03066.bin.4.194	0.875	MQ
MFD03066.bin.4.89	0.825	MQ
MFD03250.bin.1.140	0.908	MQ
MFD03250.bin.1.159	0.843	MQ
MFD03250.bin.1.44	0.917	MQ
MFD03250.bin.2.10	0.861	MQ
MFD03250.bin.2.101	0.878	MQ
MFD03250.bin.2.102	0.878	MQ
MFD03250.bin.2.104	0.865	MQ
MFD03250.bin.2.105	0.832	MQ
MFD03250.bin.2.11	0.864	MQ
MFD03250.bin.2.12	0.877	MQ
MFD03250.bin.2.13	0.897	MQ
MFD03250.bin.2.15	0.84	MQ
MFD03250.bin.2.16	0.821	MQ
MFD03250.bin.2.18	0.85	MQ
MFD03250.bin.2.20	0.883	MQ
MFD03250.bin.2.21	0.889	MQ
MFD03250.bin.2.22	0.878	MQ
MFD03250.bin.2.23	0.913	MQ
MFD03250.bin.2.27	0.869	MQ
MFD03250.bin.2.29	0.871	MQ
MFD03250.bin.2.30	0.868	MQ
MFD03250.bin.2.34	0.868	MQ
MFD03250.bin.2.36	0.886	MQ
MFD03250.bin.2.4	0.876	MQ
MFD03250.bin.2.43	0.895	MQ
MFD03250.bin.2.44	0.873	MQ
MFD03250.bin.2.45	0.882	MQ
MFD03250.bin.2.46	0.899	MQ
MFD03250.bin.2.47	0.885	MQ
MFD03250.bin.2.52	0.861	MQ
MFD03250.bin.2.54	0.874	MQ
MFD03250.bin.2.55	0.869	MQ
MFD03250.bin.2.56	0.873	MQ
MFD03250.bin.2.58	0.847	MQ
MFD03250.bin.2.59	0.875	MQ
MFD03250.bin.2.6	0.916	MQ
MFD03250.bin.2.60	0.903	MQ
MFD03250.bin.2.61	0.882	MQ
MFD03250.bin.2.62	0.885	MQ
MFD03250.bin.2.63	0.889	MQ
MFD03250.bin.2.64	0.869	MQ
MFD03250.bin.2.65	0.893	MQ
MFD03250.bin.2.66	0.904	MQ
MFD03250.bin.2.67	0.869	MQ
MFD03250.bin.2.69	0.858	MQ
MFD03250.bin.2.71	0.88	MQ
MFD03250.bin.2.72	0.817	MQ
MFD03250.bin.2.74	0.9	MQ
MFD03250.bin.2.75	0.874	MQ
MFD03250.bin.2.8	0.896	MQ
MFD03250.bin.2.83	0.79	MQ
MFD03250.bin.2.84	0.898	MQ
MFD03250.bin.2.86	0.887	MQ
MFD03250.bin.2.87	0.903	MQ
MFD03250.bin.2.88	0.869	MQ
MFD03250.bin.2.89	0.84	MQ
MFD03250.bin.2.9	0.901	MQ
MFD03250.bin.2.91	0.82	MQ
MFD03250.bin.2.93	0.915	MQ
MFD03250.bin.2.98	0.901	MQ
MFD03250.bin.2.99	0.826	MQ
MFD03250.bin.3.105	0.904	MQ
MFD03250.bin.3.11	0.882	MQ
MFD03250.bin.3.110	0.863	MQ
MFD03250.bin.3.124	0.901	MQ
MFD03250.bin.3.125	0.763	MQ
MFD03250.bin.3.131	0.861	MQ
MFD03250.bin.3.146	0.802	MQ
MFD03250.bin.3.149	0.878	MQ
MFD03250.bin.3.20	0.898	MQ
MFD03250.bin.3.3	0.871	MQ
MFD03250.bin.3.33	0.895	MQ
MFD03250.bin.3.55	0.898	MQ
MFD03250.bin.3.63	0.888	MQ
MFD03250.bin.3.66	0.795	MQ
MFD03250.bin.3.99	0.851	MQ
MFD03250.bin.4.105	0.789	MQ
MFD03250.bin.4.157	0.864	MQ
MFD03323.bin.1.128	0.856	MQ
MFD03323.bin.2.1	0.857	MQ
MFD03323.bin.2.103	0.823	MQ
MFD03323.bin.2.104	0.843	MQ
MFD03323.bin.2.105	0.869	MQ
MFD03323.bin.2.111	0.825	MQ
MFD03323.bin.2.116	0.828	MQ
MFD03323.bin.2.123	0.817	MQ
MFD03323.bin.2.129	0.836	MQ
MFD03323.bin.2.13	0.86	MQ
MFD03323.bin.2.17	0.854	MQ
MFD03323.bin.2.18	0.827	MQ
MFD03323.bin.2.41	0.853	MQ
MFD03323.bin.2.46	0.891	MQ
MFD03323.bin.2.48	0.84	MQ
MFD03323.bin.2.49	0.829	MQ
MFD03323.bin.2.63	0.855	MQ
MFD03323.bin.2.67	0.858	MQ
MFD03323.bin.2.70	0.809	MQ
MFD03323.bin.2.72	0.846	MQ
MFD03323.bin.2.74	0.829	MQ
MFD03323.bin.2.78	0.843	MQ
MFD03323.bin.2.84	0.847	MQ
MFD03323.bin.2.88	0.865	MQ
MFD03323.bin.2.95	0.806	MQ
MFD03323.bin.2.99	0.824	MQ
MFD03323.bin.3.102	0.846	MQ
MFD03323.bin.3.130	0.833	MQ
MFD03323.bin.3.142	0.83	MQ
MFD03323.bin.3.214	0.833	MQ
MFD03323.bin.3.226	0.863	MQ
MFD03323.bin.3.253	0.809	MQ
MFD03323.bin.3.266	0.836	MQ
MFD03323.bin.3.41	0.838	MQ
MFD03346.bin.1.68	0.866	MQ
MFD03346.bin.1.82	0.837	MQ
MFD03346.bin.2.1	0.877	MQ
MFD03346.bin.2.100	0.845	MQ
MFD03346.bin.2.105	0.826	MQ
MFD03346.bin.2.107	0.879	MQ
MFD03346.bin.2.14	0.858	MQ
MFD03346.bin.2.17	0.861	MQ
MFD03346.bin.2.19	0.852	MQ
MFD03346.bin.2.22	0.853	MQ
MFD03346.bin.2.24	0.89	MQ
MFD03346.bin.2.25	0.838	MQ
MFD03346.bin.2.29	0.848	MQ
MFD03346.bin.2.31	0.79	MQ
MFD03346.bin.2.36	0.854	MQ
MFD03346.bin.2.39	0.801	MQ
MFD03346.bin.2.45	0.877	MQ
