bin	Contig_N50	MAG_status
MFD02840.bin.2.78	265296	MQ
MFD02840.bin.2.79	193813	MQ
MFD02840.bin.2.80	2157472	MQ
MFD02840.bin.2.82	67294	MQ
MFD02840.bin.2.84	319014	MQ
MFD02840.bin.2.87	198047	MQ
MFD02840.bin.2.88	554894	MQ
MFD02840.bin.2.89	224193	MQ
MFD02840.bin.2.90	310815	MQ
MFD02840.bin.2.93	280264	MQ
MFD02840.bin.2.94	279227	MQ
MFD02840.bin.2.95	241702	MQ
MFD02840.bin.2.96	337561	MQ
MFD02840.bin.2.98	163045	MQ
MFD02840.bin.3.103	184252	MQ
MFD02840.bin.3.118	329293	MQ
MFD02840.bin.3.148	364799	MQ
MFD02840.bin.3.206	195454	MQ
MFD02840.bin.3.23	185183	MQ
MFD02840.bin.3.282	365120	MQ
MFD02840.bin.3.285	149442	MQ
MFD02840.bin.3.301	218223	MQ
MFD02840.bin.3.302	156299	MQ
MFD02840.bin.3.305	123420	MQ
MFD02840.bin.3.353	1707929	MQ
MFD02840.bin.3.362	581779	MQ
MFD02840.bin.3.365	3949310	MQ
MFD02840.bin.3.400	201981	MQ
MFD02840.bin.3.408	162056	MQ
MFD02840.bin.3.421	264770	MQ
MFD02840.bin.3.471	223677	MQ
MFD02840.bin.3.489	316913	MQ
MFD02840.bin.3.512	222031	MQ
MFD02840.bin.3.531	266064	MQ
MFD02840.bin.3.55	2417975	MQ
MFD02840.bin.3.554	119147	MQ
MFD02840.bin.3.560	183142	MQ
MFD02840.bin.3.58	88804	MQ
MFD02840.bin.3.603	52163	MQ
MFD02840.bin.3.608	89331	MQ
MFD02840.bin.3.622	419428	MQ
MFD02840.bin.3.631	1821139	MQ
MFD02840.bin.3.640	321044	MQ
MFD02840.bin.3.655	433720	MQ
MFD02840.bin.3.67	69188	MQ
MFD02840.bin.3.693	628539	MQ
MFD02840.bin.3.718	199498	MQ
MFD02840.bin.3.746	211741	MQ
MFD02840.bin.3.747	126742	MQ
MFD02840.bin.3.80	131836	MQ
MFD02840.bin.3.815	115324	MQ
MFD02840.bin.3.827	4699500	MQ
MFD02840.bin.3.831	670831	MQ
MFD02840.bin.3.9	369140	MQ
MFD02840.bin.4.456	73017	MQ
MFD02840.bin.4.46	861222	MQ
MFD02840.bin.4.807	172804	MQ
MFD02923.bin.1.102	145348	MQ
MFD02923.bin.1.113	85958	MQ
MFD02923.bin.1.89	81350	MQ
MFD02923.bin.2.10	640620	MQ
MFD02923.bin.2.100	982778	MQ
MFD02923.bin.2.102	55022	MQ
MFD02923.bin.2.105	205624	MQ
MFD02923.bin.2.107	486542	MQ
MFD02923.bin.2.108	409433	MQ
MFD02923.bin.2.109	50039	MQ
MFD02923.bin.2.11	333321	MQ
MFD02923.bin.2.12	141205	MQ
MFD02923.bin.2.13	42890	MQ
MFD02923.bin.2.16	77963	MQ
MFD02923.bin.2.2	72403	MQ
MFD02923.bin.2.21	77103	MQ
MFD02923.bin.2.22	152471	MQ
MFD02923.bin.2.25	122037	MQ
MFD02923.bin.2.3	160701	MQ
MFD02923.bin.2.34	149619	MQ
MFD02923.bin.2.37	87712	MQ
MFD02923.bin.2.38	66393	MQ
MFD02923.bin.2.39	72233	MQ
MFD02923.bin.2.43	63420	MQ
MFD02923.bin.2.45	146280	MQ
MFD02923.bin.2.48	76372	MQ
MFD02923.bin.2.49	167917	MQ
MFD02923.bin.2.5	113192	MQ
MFD02923.bin.2.51	357217	MQ
MFD02923.bin.2.53	381299	MQ
MFD02923.bin.2.54	89136	MQ
MFD02923.bin.2.55	399674	MQ
MFD02923.bin.2.57	112652	MQ
MFD02923.bin.2.58	104414	MQ
MFD02923.bin.2.59	145919	MQ
MFD02923.bin.2.60	237546	MQ
MFD02923.bin.2.62	72862	MQ
MFD02923.bin.2.64	83918	MQ
MFD02923.bin.2.67	551387	MQ
MFD02923.bin.2.72	300484	MQ
MFD02923.bin.2.73	344070	MQ
MFD02923.bin.2.75	150843	MQ
MFD02923.bin.2.8	198949	MQ
MFD02923.bin.2.83	237202	MQ
MFD02923.bin.2.87	113252	MQ
MFD02923.bin.2.88	52684	MQ
MFD02923.bin.2.89	130499	MQ
MFD02923.bin.2.90	475367	MQ
MFD02923.bin.2.91	140311	MQ
MFD02923.bin.2.92	215914	MQ
MFD02923.bin.3.121	23467	MQ
MFD02923.bin.3.134	71788	MQ
MFD02923.bin.3.137	57037	MQ
MFD02923.bin.3.140	68241	MQ
MFD02923.bin.3.159	23115	MQ
MFD02923.bin.3.37	107255	MQ
MFD02923.bin.3.6	167510	MQ
MFD02923.bin.3.70	243954	MQ
MFD02923.bin.3.71	16145	MQ
MFD02923.bin.3.76	100161	MQ
MFD02923.bin.3.85	97960	MQ
MFD02923.bin.3.99	67846	MQ
MFD02923.bin.4.129	507814	MQ
MFD02923.bin.4.76	97059	MQ
MFD02979.bin.1.129	378473	MQ
MFD02979.bin.1.175	379491	MQ
MFD02979.bin.2.100	157925	MQ
MFD02979.bin.2.106	428755	MQ
MFD02979.bin.2.107	702886	MQ
MFD02979.bin.2.11	302597	MQ
MFD02979.bin.2.110	257460	MQ
MFD02979.bin.2.112	406957	MQ
MFD02979.bin.2.113	256111	MQ
MFD02979.bin.2.114	98679	MQ
MFD02979.bin.2.115	308257	MQ
MFD02979.bin.2.116	91085	MQ
MFD02979.bin.2.117	76486	MQ
MFD02979.bin.2.118	447038	MQ
MFD02979.bin.2.12	461113	MQ
MFD02979.bin.2.121	769572	MQ
MFD02979.bin.2.124	575757	MQ
MFD02979.bin.2.127	102830	MQ
MFD02979.bin.2.128	151468	MQ
MFD02979.bin.2.133	602920	MQ
MFD02979.bin.2.134	1392561	MQ
MFD02979.bin.2.135	276395	MQ
MFD02979.bin.2.136	83246	MQ
MFD02979.bin.2.137	129743	MQ
MFD02979.bin.2.138	110434	MQ
MFD02979.bin.2.142	303162	MQ
MFD02979.bin.2.143	321843	MQ
MFD02979.bin.2.144	304135	MQ
MFD02979.bin.2.149	114766	MQ
MFD02979.bin.2.150	116939	MQ
MFD02979.bin.2.151	95452	MQ
MFD02979.bin.2.152	446125	MQ
MFD02979.bin.2.153	126010	MQ
MFD02979.bin.2.155	714604	MQ
MFD02979.bin.2.161	158680	MQ
MFD02979.bin.2.162	1949154	MQ
MFD02979.bin.2.168	127098	MQ
MFD02979.bin.2.169	103459	MQ
MFD02979.bin.2.17	690532	MQ
MFD02979.bin.2.170	199119	MQ
MFD02979.bin.2.172	383628	MQ
MFD02979.bin.2.173	866894	MQ
MFD02979.bin.2.175	143896	MQ
MFD02979.bin.2.177	580030	MQ
MFD02979.bin.2.178	134610	MQ
MFD02979.bin.2.181	240543	MQ
MFD02979.bin.2.183	878252	MQ
MFD02979.bin.2.189	151099	MQ
MFD02979.bin.2.191	609829	MQ
MFD02979.bin.2.195	113175	MQ
MFD02979.bin.2.196	452364	MQ
MFD02979.bin.2.199	88814	MQ
MFD02979.bin.2.2	1033499	MQ
MFD02979.bin.2.24	199849	MQ
MFD02979.bin.2.25	73385	MQ
MFD02979.bin.2.26	188951	MQ
MFD02979.bin.2.30	128917	MQ
MFD02979.bin.2.32	358885	MQ
MFD02979.bin.2.36	513242	MQ
MFD02979.bin.2.37	123212	MQ
MFD02979.bin.2.38	566125	MQ
MFD02979.bin.2.4	861936	MQ
MFD02979.bin.2.46	2603768	MQ
MFD02979.bin.2.54	270797	MQ
MFD02979.bin.2.55	239787	MQ
MFD02979.bin.2.56	874822	MQ
MFD02979.bin.2.57	2056790	MQ
MFD02979.bin.2.58	253932	MQ
MFD02979.bin.2.6	178669	MQ
MFD02979.bin.2.61	389969	MQ
MFD02979.bin.2.62	292289	MQ
MFD02979.bin.2.63	632236	MQ
MFD02979.bin.2.66	357364	MQ
MFD02979.bin.2.67	255088	MQ
MFD02979.bin.2.68	305657	MQ
MFD02979.bin.2.7	880357	MQ
MFD02979.bin.2.70	1513685	MQ
MFD02979.bin.2.72	1340972	MQ
MFD02979.bin.2.75	156636	MQ
MFD02979.bin.2.8	439612	MQ
MFD02979.bin.2.9	328884	MQ
MFD02979.bin.2.91	176634	MQ
MFD02979.bin.2.94	804092	MQ
MFD02979.bin.3.1	287133	MQ
MFD02979.bin.3.102	100140	MQ
MFD02979.bin.3.125	292243	MQ
MFD02979.bin.3.149	493764	MQ
MFD02979.bin.3.154	719272	MQ
MFD02979.bin.3.16	90853	MQ
MFD02979.bin.3.21	195399	MQ
MFD02979.bin.3.217	432645	MQ
MFD02979.bin.3.261	155764	MQ
MFD02979.bin.3.269	261726	MQ
MFD02979.bin.3.28	87945	MQ
MFD02979.bin.3.320	140929	MQ
MFD02979.bin.3.323	201332	MQ
MFD02979.bin.3.36	297983	MQ
MFD02979.bin.3.366	83689	MQ
MFD02979.bin.3.436	119080	MQ
MFD02979.bin.3.437	269283	MQ
MFD02979.bin.3.462	535272	MQ
MFD02979.bin.3.503	222951	MQ
MFD02979.bin.3.66	110183	MQ
MFD02979.bin.3.71	96276	MQ
MFD02979.bin.3.8	194247	MQ
MFD02979.bin.3.86	100816	MQ
MFD02979.bin.3.90	55037	MQ
MFD02979.bin.4.14	280330	MQ
MFD02979.bin.4.344	210324	MQ
MFD02979.bin.4.37	82786	MQ
MFD02979.bin.4.532	188667	MQ
MFD03044.bin.1.102	167666	MQ
MFD03044.bin.1.110	195627	MQ
MFD03044.bin.1.112	394905	MQ
MFD03044.bin.1.137	301016	MQ
MFD03044.bin.1.146	69695	MQ
MFD03044.bin.1.58	142073	MQ
MFD03044.bin.2.101	67334	MQ
MFD03044.bin.2.105	594482	MQ
MFD03044.bin.2.17	77394	MQ
MFD03044.bin.2.2	65714	MQ
MFD03044.bin.2.22	45436	MQ
MFD03044.bin.2.26	39204	MQ
MFD03044.bin.2.29	87387	MQ
MFD03044.bin.2.42	108724	MQ
MFD03044.bin.2.44	130815	MQ
MFD03044.bin.2.49	220846	MQ
MFD03044.bin.2.50	136116	MQ
MFD03044.bin.2.53	166143	MQ
MFD03044.bin.2.54	133860	MQ
MFD03044.bin.2.56	63355	MQ
MFD03044.bin.2.57	115059	MQ
MFD03044.bin.2.58	62416	MQ
MFD03044.bin.2.59	597267	MQ
MFD03044.bin.2.6	3378773	MQ
MFD03044.bin.2.60	973565	MQ
MFD03044.bin.2.61	327781	MQ
MFD03044.bin.2.64	269936	MQ
MFD03044.bin.2.69	102854	MQ
MFD03044.bin.2.70	156802	MQ
MFD03044.bin.2.74	193472	MQ
MFD03044.bin.2.75	108937	MQ
MFD03044.bin.2.80	80453	MQ
MFD03044.bin.2.81	26442	MQ
MFD03044.bin.2.82	998472	MQ
MFD03044.bin.2.84	400447	MQ
MFD03044.bin.2.93	297085	MQ
MFD03044.bin.2.96	123929	MQ
MFD03044.bin.2.99	93734	MQ
MFD03044.bin.3.103	365830	MQ
MFD03044.bin.3.130	205787	MQ
MFD03044.bin.4.204	31562	MQ
MFD03044.bin.4.335	24644	MQ
MFD03044.bin.4.34	259149	MQ
MFD03066.bin.1.57	3688802	MQ
MFD03066.bin.2.101	296606	MQ
MFD03066.bin.2.107	168297	MQ
MFD03066.bin.2.108	186832	MQ
MFD03066.bin.2.131	60556	MQ
MFD03066.bin.2.138	185430	MQ
MFD03066.bin.2.139	422448	MQ
MFD03066.bin.2.14	866521	MQ
MFD03066.bin.2.140	602309	MQ
MFD03066.bin.2.142	3163949	MQ
MFD03066.bin.2.147	346227	MQ
MFD03066.bin.2.149	433404	MQ
MFD03066.bin.2.151	292346	MQ
MFD03066.bin.2.152	407489	MQ
MFD03066.bin.2.155	408259	MQ
MFD03066.bin.2.157	144619	MQ
MFD03066.bin.2.161	586592	MQ
MFD03066.bin.2.162	176219	MQ
MFD03066.bin.2.167	128538	MQ
MFD03066.bin.2.168	840463	MQ
MFD03066.bin.2.169	568908	MQ
MFD03066.bin.2.17	123322	MQ
MFD03066.bin.2.173	111658	MQ
MFD03066.bin.2.174	134234	MQ
MFD03066.bin.2.176	134715	MQ
MFD03066.bin.2.177	560868	MQ
MFD03066.bin.2.178	259600	MQ
MFD03066.bin.2.180	157917	MQ
MFD03066.bin.2.184	454847	MQ
MFD03066.bin.2.187	338342	MQ
MFD03066.bin.2.188	769951	MQ
MFD03066.bin.2.19	1332271	MQ
MFD03066.bin.2.191	96869	MQ
MFD03066.bin.2.192	2168301	MQ
MFD03066.bin.2.196	336019	MQ
MFD03066.bin.2.197	115728	MQ
MFD03066.bin.2.2	392817	MQ
MFD03066.bin.2.202	121890	MQ
MFD03066.bin.2.207	568604	MQ
MFD03066.bin.2.215	148072	MQ
MFD03066.bin.2.217	123768	MQ
MFD03066.bin.2.218	96081	MQ
MFD03066.bin.2.22	273099	MQ
MFD03066.bin.2.221	352744	MQ
MFD03066.bin.2.222	1109506	MQ
MFD03066.bin.2.225	225238	MQ
MFD03066.bin.2.227	206698	MQ
MFD03066.bin.2.235	415133	MQ
MFD03066.bin.2.236	209089	MQ
MFD03066.bin.2.238	530101	MQ
MFD03066.bin.2.242	81853	MQ
MFD03066.bin.2.245	311809	MQ
MFD03066.bin.2.248	493220	MQ
MFD03066.bin.2.25	147350	MQ
MFD03066.bin.2.26	485467	MQ
MFD03066.bin.2.28	234567	MQ
MFD03066.bin.2.29	182522	MQ
MFD03066.bin.2.34	144446	MQ
MFD03066.bin.2.36	1834142	MQ
MFD03066.bin.2.44	132855	MQ
MFD03066.bin.2.46	245270	MQ
MFD03066.bin.2.48	212182	MQ
MFD03066.bin.2.49	1176489	MQ
MFD03066.bin.2.5	214027	MQ
MFD03066.bin.2.50	372420	MQ
MFD03066.bin.2.51	758521	MQ
MFD03066.bin.2.54	324262	MQ
MFD03066.bin.2.55	415840	MQ
MFD03066.bin.2.60	1274792	MQ
MFD03066.bin.2.67	376086	MQ
MFD03066.bin.2.68	327413	MQ
MFD03066.bin.2.7	1374182	MQ
MFD03066.bin.2.72	142476	MQ
MFD03066.bin.2.74	107452	MQ
MFD03066.bin.2.89	732639	MQ
MFD03066.bin.2.9	101316	MQ
MFD03066.bin.3.106	111076	MQ
MFD03066.bin.3.140	59237	MQ
MFD03066.bin.3.157	148743	MQ
MFD03066.bin.3.21	169006	MQ
MFD03066.bin.3.22	182897	MQ
MFD03066.bin.3.270	401326	MQ
MFD03066.bin.3.35	96845	MQ
MFD03066.bin.3.356	98696	MQ
MFD03066.bin.3.412	162153	MQ
MFD03066.bin.3.43	259796	MQ
MFD03066.bin.3.481	202603	MQ
MFD03066.bin.3.542	290837	MQ
MFD03066.bin.3.569	118094	MQ
MFD03066.bin.3.571	229226	MQ
MFD03066.bin.3.58	133609	MQ
MFD03066.bin.3.669	341539	MQ
MFD03066.bin.4.194	105847	MQ
MFD03066.bin.4.89	83200	MQ
MFD03250.bin.1.140	483202	MQ
MFD03250.bin.1.159	499034	MQ
MFD03250.bin.1.44	940582	MQ
MFD03250.bin.2.10	2454054	MQ
MFD03250.bin.2.101	773284	MQ
MFD03250.bin.2.102	372674	MQ
MFD03250.bin.2.104	736893	MQ
MFD03250.bin.2.105	3796523	MQ
MFD03250.bin.2.11	514110	MQ
MFD03250.bin.2.12	926309	MQ
MFD03250.bin.2.13	693508	MQ
MFD03250.bin.2.15	938955	MQ
MFD03250.bin.2.16	156502	MQ
MFD03250.bin.2.18	5169324	MQ
MFD03250.bin.2.20	309190	MQ
MFD03250.bin.2.21	275293	MQ
MFD03250.bin.2.22	710784	MQ
MFD03250.bin.2.23	1263642	MQ
MFD03250.bin.2.27	804738	MQ
MFD03250.bin.2.29	3741398	MQ
MFD03250.bin.2.30	533640	MQ
MFD03250.bin.2.34	1263939	MQ
MFD03250.bin.2.36	287381	MQ
MFD03250.bin.2.4	926969	MQ
MFD03250.bin.2.43	211510	MQ
MFD03250.bin.2.44	2238825	MQ
MFD03250.bin.2.45	4706582	MQ
MFD03250.bin.2.46	149145	MQ
MFD03250.bin.2.47	875132	MQ
MFD03250.bin.2.52	3860468	MQ
MFD03250.bin.2.54	206503	MQ
MFD03250.bin.2.55	1551771	MQ
MFD03250.bin.2.56	2520844	MQ
MFD03250.bin.2.58	165469	MQ
MFD03250.bin.2.59	221045	MQ
MFD03250.bin.2.6	264437	MQ
MFD03250.bin.2.60	2859867	MQ
MFD03250.bin.2.61	517815	MQ
MFD03250.bin.2.62	279529	MQ
MFD03250.bin.2.63	160266	MQ
MFD03250.bin.2.64	208137	MQ
MFD03250.bin.2.65	308829	MQ
MFD03250.bin.2.66	145427	MQ
MFD03250.bin.2.67	402111	MQ
MFD03250.bin.2.69	213960	MQ
MFD03250.bin.2.71	1394696	MQ
MFD03250.bin.2.72	717070	MQ
MFD03250.bin.2.74	1365126	MQ
MFD03250.bin.2.75	231046	MQ
MFD03250.bin.2.8	4531426	MQ
MFD03250.bin.2.83	946439	MQ
MFD03250.bin.2.84	436868	MQ
MFD03250.bin.2.86	539897	MQ
MFD03250.bin.2.87	257540	MQ
MFD03250.bin.2.88	464218	MQ
MFD03250.bin.2.89	324497	MQ
MFD03250.bin.2.9	2404054	MQ
MFD03250.bin.2.91	659073	MQ
MFD03250.bin.2.93	606348	MQ
MFD03250.bin.2.98	626498	MQ
MFD03250.bin.2.99	541324	MQ
MFD03250.bin.3.105	642168	MQ
MFD03250.bin.3.11	814181	MQ
MFD03250.bin.3.110	1215521	MQ
MFD03250.bin.3.124	385495	MQ
MFD03250.bin.3.125	387227	MQ
MFD03250.bin.3.131	191433	MQ
MFD03250.bin.3.146	256664	MQ
MFD03250.bin.3.149	249599	MQ
MFD03250.bin.3.20	372678	MQ
MFD03250.bin.3.3	179674	MQ
MFD03250.bin.3.33	1341990	MQ
MFD03250.bin.3.55	531751	MQ
MFD03250.bin.3.63	233864	MQ
MFD03250.bin.3.66	360057	MQ
MFD03250.bin.3.99	166819	MQ
MFD03250.bin.4.105	217202	MQ
MFD03250.bin.4.157	392701	MQ
MFD03323.bin.1.128	83905	MQ
MFD03323.bin.2.1	41213	MQ
MFD03323.bin.2.103	1161987	MQ
MFD03323.bin.2.104	47491	MQ
MFD03323.bin.2.105	38904	MQ
MFD03323.bin.2.111	18430	MQ
MFD03323.bin.2.116	741657	MQ
MFD03323.bin.2.123	17168	MQ
MFD03323.bin.2.129	26522	MQ
MFD03323.bin.2.13	115623	MQ
MFD03323.bin.2.17	42131	MQ
MFD03323.bin.2.18	93800	MQ
MFD03323.bin.2.41	94737	MQ
MFD03323.bin.2.46	691302	MQ
MFD03323.bin.2.48	126889	MQ
MFD03323.bin.2.49	19416	MQ
MFD03323.bin.2.63	46329	MQ
MFD03323.bin.2.67	19660	MQ
MFD03323.bin.2.70	22896	MQ
MFD03323.bin.2.72	12339	MQ
MFD03323.bin.2.74	15042	MQ
MFD03323.bin.2.78	9310	MQ
MFD03323.bin.2.84	625317	MQ
MFD03323.bin.2.88	219777	MQ
MFD03323.bin.2.95	11361	MQ
MFD03323.bin.2.99	109587	MQ
MFD03323.bin.3.102	510221	MQ
MFD03323.bin.3.130	247107	MQ
MFD03323.bin.3.142	105324	MQ
MFD03323.bin.3.214	14464	MQ
MFD03323.bin.3.226	25204	MQ
MFD03323.bin.3.253	66282	MQ
MFD03323.bin.3.266	69023	MQ
MFD03323.bin.3.41	56404	MQ
MFD03346.bin.1.68	608603	MQ
MFD03346.bin.1.82	296069	MQ
MFD03346.bin.2.1	3062407	MQ
MFD03346.bin.2.100	137354	MQ
MFD03346.bin.2.105	430676	MQ
MFD03346.bin.2.107	980627	MQ
MFD03346.bin.2.14	321412	MQ
MFD03346.bin.2.17	347211	MQ
MFD03346.bin.2.19	395048	MQ
MFD03346.bin.2.22	1011252	MQ
MFD03346.bin.2.24	381093	MQ
MFD03346.bin.2.25	143638	MQ
MFD03346.bin.2.29	1749186	MQ
MFD03346.bin.2.31	505701	MQ
MFD03346.bin.2.36	97128	MQ
MFD03346.bin.2.39	115172	MQ
MFD03346.bin.2.45	280748	MQ
MFD03346.bin.2.5	5714659	MQ
MFD03346.bin.2.54	357795	MQ
MFD03346.bin.2.59	397271	MQ
MFD03346.bin.2.6	2231414	MQ
MFD03346.bin.2.62	122705	MQ
MFD03346.bin.2.63	84721	MQ
MFD03346.bin.2.69	359488	MQ
MFD03346.bin.2.71	102570	MQ
MFD03346.bin.2.72	1039674	MQ
MFD03346.bin.2.73	386228	MQ
MFD03346.bin.2.74	119764	MQ
MFD03346.bin.2.75	155098	MQ
MFD03346.bin.2.80	537193	MQ
MFD03346.bin.2.9	577597	MQ
MFD03346.bin.2.90	314438	MQ
MFD03346.bin.2.94	569995	MQ
MFD03346.bin.2.98	1936316	MQ
MFD03346.bin.3.102	111043	MQ
MFD03346.bin.3.103	235254	MQ
MFD03346.bin.3.109	119518	MQ
MFD03346.bin.3.111	918018	MQ
MFD03346.bin.3.119	471262	MQ
MFD03346.bin.3.208	252975	MQ
MFD03346.bin.3.25	222045	MQ
MFD03346.bin.3.35	219644	MQ
MFD03346.bin.3.38	94363	MQ
MFD03346.bin.3.59	957228	MQ
MFD03346.bin.3.6	126053	MQ
MFD03399.bin.1.15	1395882	MQ
MFD03399.bin.2.10	1915275	MQ
MFD03399.bin.2.101	217810	MQ
MFD03399.bin.2.103	2118896	MQ
MFD03399.bin.2.105	737346	MQ
MFD03399.bin.2.106	1208219	MQ
MFD03399.bin.2.108	1260478	MQ
MFD03399.bin.2.109	303533	MQ
MFD03399.bin.2.113	895670	MQ
MFD03399.bin.2.119	565193	MQ
MFD03399.bin.2.12	548130	MQ
MFD03399.bin.2.120	504444	MQ
MFD03399.bin.2.122	1321825	MQ
MFD03399.bin.2.123	376668	MQ
MFD03399.bin.2.125	158751	MQ
MFD03399.bin.2.13	649935	MQ
MFD03399.bin.2.21	2391061	MQ
MFD03399.bin.2.23	404280	MQ
MFD03399.bin.2.24	2272059	MQ
MFD03399.bin.2.26	297723	MQ
MFD03399.bin.2.27	775088	MQ
MFD03399.bin.2.28	395992	MQ
MFD03399.bin.2.35	847623	MQ
MFD03399.bin.2.38	138905	MQ
MFD03399.bin.2.4	3340297	MQ
MFD03399.bin.2.41	273682	MQ
MFD03399.bin.2.42	706608	MQ
MFD03399.bin.2.46	475628	MQ
MFD03399.bin.2.5	1179197	MQ
MFD03399.bin.2.55	552558	MQ
MFD03399.bin.2.59	668754	MQ
MFD03399.bin.2.63	1687907	MQ
MFD03399.bin.2.64	192957	MQ
MFD03399.bin.2.65	362391	MQ
MFD03399.bin.2.69	941989	MQ
MFD03399.bin.2.70	1154638	MQ
MFD03399.bin.2.72	386235	MQ
MFD03399.bin.2.73	555629	MQ
MFD03399.bin.2.8	511958	MQ
MFD03399.bin.2.82	277700	MQ
MFD03399.bin.2.84	658539	MQ
MFD03399.bin.2.88	2500183	MQ
MFD03399.bin.2.90	844474	MQ
MFD03399.bin.2.91	1403969	MQ
MFD03399.bin.2.92	107404	MQ
MFD03399.bin.2.95	630934	MQ
MFD03399.bin.2.96	2298838	MQ
MFD03399.bin.2.97	883495	MQ
MFD03399.bin.2.98	442407	MQ
MFD03399.bin.3.157	128249	MQ
MFD03399.bin.3.72	279338	MQ
MFD03551.bin.1.35	48670	MQ
MFD03551.bin.1.67	198325	MQ
MFD03551.bin.1.69	133111	MQ
MFD03551.bin.1.75	298924	MQ
MFD03551.bin.1.99	251275	MQ
MFD03551.bin.2.10	77346	MQ
MFD03551.bin.2.100	77742	MQ
MFD03551.bin.2.101	50477	MQ
MFD03551.bin.2.103	56490	MQ
MFD03551.bin.2.105	409872	MQ
MFD03551.bin.2.107	427072	MQ
MFD03551.bin.2.108	145233	MQ
MFD03551.bin.2.109	100534	MQ
MFD03551.bin.2.110	120228	MQ
MFD03551.bin.2.114	97250	MQ
MFD03551.bin.2.116	149572	MQ
MFD03551.bin.2.117	203088	MQ
MFD03551.bin.2.119	173289	MQ
MFD03551.bin.2.12	291675	MQ
MFD03551.bin.2.120	591147	MQ
MFD03551.bin.2.121	179241	MQ
MFD03551.bin.2.127	340130	MQ
MFD03551.bin.2.128	247692	MQ
MFD03551.bin.2.131	51633	MQ
MFD03551.bin.2.132	59933	MQ
MFD03551.bin.2.133	123986	MQ
MFD03551.bin.2.14	177473	MQ
MFD03551.bin.2.15	70676	MQ
MFD03551.bin.2.18	206671	MQ
MFD03551.bin.2.19	109864	MQ
MFD03551.bin.2.2	457811	MQ
MFD03551.bin.2.21	93014	MQ
MFD03551.bin.2.23	101573	MQ
MFD03551.bin.2.24	98254	MQ
MFD03551.bin.2.26	122058	MQ
MFD03551.bin.2.3	19879	MQ
MFD03551.bin.2.30	90580	MQ
MFD03551.bin.2.31	390046	MQ
MFD03551.bin.2.35	37753	MQ
MFD03551.bin.2.4	144420	MQ
MFD03551.bin.2.44	77425	MQ
MFD03551.bin.2.46	103095	MQ
MFD03551.bin.2.47	109797	MQ
MFD03551.bin.2.48	106672	MQ
MFD03551.bin.2.50	111002	MQ
MFD03551.bin.2.51	113792	MQ
MFD03551.bin.2.54	28842	MQ
MFD03551.bin.2.55	452636	MQ
MFD03551.bin.2.56	230404	MQ
MFD03551.bin.2.57	76751	MQ
MFD03551.bin.2.58	221083	MQ
MFD03551.bin.2.59	110070	MQ
MFD03551.bin.2.6	171182	MQ
MFD03551.bin.2.60	87767	MQ
MFD03551.bin.2.65	131730	MQ
MFD03551.bin.2.70	184715	MQ
MFD03551.bin.2.71	18204	MQ
MFD03551.bin.2.72	26939	MQ
MFD03551.bin.2.73	196722	MQ
MFD03551.bin.2.74	83721	MQ
MFD03551.bin.2.75	76700	MQ
MFD03551.bin.2.76	89631	MQ
MFD03551.bin.2.79	171858	MQ
MFD03551.bin.2.8	1556757	MQ
MFD03551.bin.2.80	28888	MQ
MFD03551.bin.2.82	82546	MQ
MFD03551.bin.2.83	107931	MQ
MFD03551.bin.2.86	174331	MQ
MFD03551.bin.2.87	333815	MQ
MFD03551.bin.2.88	111067	MQ
MFD03551.bin.2.9	44232	MQ
MFD03551.bin.2.91	123077	MQ
MFD03551.bin.2.92	17896	MQ
MFD03551.bin.2.93	160983	MQ
MFD03551.bin.2.97	32185	MQ
MFD03551.bin.2.99	629204	MQ
MFD03551.bin.3.102	230118	MQ
MFD03551.bin.3.13	203454	MQ
MFD03551.bin.3.136	31206	MQ
MFD03551.bin.3.138	69743	MQ
MFD03551.bin.3.149	18281	MQ
MFD03551.bin.3.17	155444	MQ
MFD03551.bin.3.181	226139	MQ
MFD03551.bin.3.215	44898	MQ
MFD03551.bin.3.232	178217	MQ
MFD03551.bin.3.27	77111	MQ
MFD03551.bin.3.4	36049	MQ
MFD03551.bin.3.50	117441	MQ
MFD03551.bin.3.55	23478	MQ
MFD03551.bin.3.65	171920	MQ
MFD03551.bin.3.68	148708	MQ
MFD03551.bin.3.91	218519	MQ
MFD03551.bin.3.92	106323	MQ
MFD03602.bin.2.11	1113180	MQ
MFD03602.bin.2.12	758905	MQ
MFD03602.bin.2.14	2228948	MQ
MFD03602.bin.2.22	102945	MQ
MFD03602.bin.2.23	142349	MQ
MFD03602.bin.2.3	1555198	MQ
MFD03602.bin.2.30	148839	MQ
MFD03602.bin.2.33	603516	MQ
MFD03602.bin.2.40	1641430	MQ
MFD03602.bin.2.6	901676	MQ
MFD03602.bin.2.63	616736	MQ
MFD03602.bin.2.71	1288036	MQ
MFD03602.bin.2.74	1727040	MQ
MFD03602.bin.2.9	448010	MQ
MFD03602.bin.3.201	1522697	MQ
MFD03602.bin.3.245	909376	MQ
MFD03638.bin.2.1	32280	MQ
MFD03638.bin.2.4	108959	MQ
MFD03638.bin.2.5	152319	MQ
MFD03726.bin.1.141	104452	MQ
MFD03726.bin.1.191	360502	MQ
MFD03726.bin.1.231	275003	MQ
MFD03726.bin.1.238	125898	MQ
MFD03726.bin.1.31	2626583	MQ
MFD03726.bin.1.58	541934	MQ
