bin	Genome_Size	MAG_status
MFD03804.bin.2.67	4256194	MQ
MFD03804.bin.2.68	2052707	MQ
MFD03804.bin.2.69	6539373	MQ
MFD03804.bin.2.7	4199510	MQ
MFD03804.bin.2.70	3345876	MQ
MFD03804.bin.2.71	9691024	MQ
MFD03804.bin.2.72	4128374	MQ
MFD03804.bin.2.74	1993007	MQ
MFD03804.bin.2.77	3282904	MQ
MFD03804.bin.2.8	5090473	MQ
MFD03804.bin.2.81	2685804	MQ
MFD03804.bin.2.83	2386558	MQ
MFD03804.bin.2.94	5102946	MQ
MFD03804.bin.2.98	4753283	MQ
MFD03804.bin.3.104	7964439	MQ
MFD03804.bin.3.128	1852457	MQ
MFD03804.bin.3.138	4766422	MQ
MFD03804.bin.3.143	2356344	MQ
MFD03804.bin.3.144	3237374	MQ
MFD03804.bin.3.153	2156585	MQ
MFD03804.bin.3.160	3427156	MQ
MFD03804.bin.3.221	6580515	MQ
MFD03804.bin.3.239	2310285	MQ
MFD03804.bin.3.24	2295663	MQ
MFD03804.bin.3.257	4914644	MQ
MFD03804.bin.3.291	4708692	MQ
MFD03804.bin.3.292	2341615	MQ
MFD03804.bin.3.296	3321136	MQ
MFD03804.bin.3.310	1862459	MQ
MFD03804.bin.3.322	3113107	MQ
MFD03804.bin.3.35	1759270	MQ
MFD03804.bin.3.367	3030571	MQ
MFD03804.bin.3.42	4707326	MQ
MFD03804.bin.3.6	2799814	MQ
MFD03804.bin.3.68	2801325	MQ
MFD03804.bin.3.76	2317647	MQ
MFD03804.bin.3.90	3199589	MQ
MFD03804.bin.3.97	2657913	MQ
MFD03804.bin.3.99	1988145	MQ
MFD03804.bin.4.125	2623099	MQ
MFD03804.bin.4.185	7549935	MQ
MFD03804.bin.4.483	1306178	MQ
MFD03899.bin.2.100	2749255	MQ
MFD03899.bin.2.103	5617913	MQ
MFD03899.bin.2.116	3405881	MQ
MFD03899.bin.2.122	7545684	MQ
MFD03899.bin.2.124	2891852	MQ
MFD03899.bin.2.126	4795422	MQ
MFD03899.bin.2.127	3809298	MQ
MFD03899.bin.2.128	4483595	MQ
MFD03899.bin.2.129	3027886	MQ
MFD03899.bin.2.132	3200106	MQ
MFD03899.bin.2.133	3609523	MQ
MFD03899.bin.2.134	2494199	MQ
MFD03899.bin.2.135	2142104	MQ
MFD03899.bin.2.136	3904777	MQ
MFD03899.bin.2.137	4470355	MQ
MFD03899.bin.2.138	4339113	MQ
MFD03899.bin.2.141	11771132	MQ
MFD03899.bin.2.142	3630913	MQ
MFD03899.bin.2.143	8013949	MQ
MFD03899.bin.2.147	3881865	MQ
MFD03899.bin.2.149	3796816	MQ
MFD03899.bin.2.164	6380329	MQ
MFD03899.bin.2.17	4696441	MQ
MFD03899.bin.2.171	3579337	MQ
MFD03899.bin.2.173	3590159	MQ
MFD03899.bin.2.174	2901472	MQ
MFD03899.bin.2.178	3867920	MQ
MFD03899.bin.2.182	5719640	MQ
MFD03899.bin.2.183	2490970	MQ
MFD03899.bin.2.186	6510250	MQ
MFD03899.bin.2.190	3143300	MQ
MFD03899.bin.2.192	4601379	MQ
MFD03899.bin.2.199	3846898	MQ
MFD03899.bin.2.22	4122560	MQ
MFD03899.bin.2.23	7071819	MQ
MFD03899.bin.2.25	2913918	MQ
MFD03899.bin.2.26	3477019	MQ
MFD03899.bin.2.29	3240684	MQ
MFD03899.bin.2.31	2454828	MQ
MFD03899.bin.2.34	3544410	MQ
MFD03899.bin.2.35	2599990	MQ
MFD03899.bin.2.37	2542336	MQ
MFD03899.bin.2.39	4455378	MQ
MFD03899.bin.2.42	4122289	MQ
MFD03899.bin.2.43	3749029	MQ
MFD03899.bin.2.47	3601853	MQ
MFD03899.bin.2.49	4620621	MQ
MFD03899.bin.2.50	3190519	MQ
MFD03899.bin.2.51	4594980	MQ
MFD03899.bin.2.58	5528449	MQ
MFD03899.bin.2.60	2477191	MQ
MFD03899.bin.2.89	2988799	MQ
MFD03899.bin.2.95	4111607	MQ
MFD03899.bin.3.133	2176501	MQ
MFD03899.bin.3.143	2884039	MQ
MFD03899.bin.3.172	2606578	MQ
MFD03899.bin.3.19	3356764	MQ
MFD03899.bin.3.299	5688543	MQ
MFD03899.bin.3.377	2742287	MQ
MFD03899.bin.4.53	2175157	MQ
MFD03899.bin.4.72	4541405	MQ
MFD03975.bin.2.1	6860651	MQ
MFD03975.bin.2.100	2556709	MQ
MFD03975.bin.2.101	6334898	MQ
MFD03975.bin.2.103	3322336	MQ
MFD03975.bin.2.108	2192364	MQ
MFD03975.bin.2.109	1991857	MQ
MFD03975.bin.2.110	7048081	MQ
MFD03975.bin.2.115	3266782	MQ
MFD03975.bin.2.133	4111330	MQ
MFD03975.bin.2.135	5065519	MQ
MFD03975.bin.2.138	3247971	MQ
MFD03975.bin.2.139	3995207	MQ
MFD03975.bin.2.148	3064114	MQ
MFD03975.bin.2.149	5858093	MQ
MFD03975.bin.2.154	2992523	MQ
MFD03975.bin.2.155	3041464	MQ
MFD03975.bin.2.158	4182946	MQ
MFD03975.bin.2.161	7207006	MQ
MFD03975.bin.2.162	2923751	MQ
MFD03975.bin.2.168	3762084	MQ
MFD03975.bin.2.17	6759969	MQ
MFD03975.bin.2.170	3602107	MQ
MFD03975.bin.2.171	6304886	MQ
MFD03975.bin.2.172	5463309	MQ
MFD03975.bin.2.173	6840424	MQ
MFD03975.bin.2.179	5812546	MQ
MFD03975.bin.2.184	3288128	MQ
MFD03975.bin.2.189	4838293	MQ
MFD03975.bin.2.193	5736304	MQ
MFD03975.bin.2.194	4780552	MQ
MFD03975.bin.2.195	6225083	MQ
MFD03975.bin.2.2	3824625	MQ
MFD03975.bin.2.20	2855712	MQ
MFD03975.bin.2.205	4256146	MQ
MFD03975.bin.2.213	4466298	MQ
MFD03975.bin.2.214	3622451	MQ
MFD03975.bin.2.220	3366634	MQ
MFD03975.bin.2.224	3641286	MQ
MFD03975.bin.2.228	3379348	MQ
MFD03975.bin.2.234	6217197	MQ
MFD03975.bin.2.239	6223243	MQ
MFD03975.bin.2.240	3543333	MQ
MFD03975.bin.2.245	2928968	MQ
MFD03975.bin.2.246	4118465	MQ
MFD03975.bin.2.247	6617005	MQ
MFD03975.bin.2.249	3787978	MQ
MFD03975.bin.2.257	3868249	MQ
MFD03975.bin.2.26	6300714	MQ
MFD03975.bin.2.3	3545962	MQ
MFD03975.bin.2.33	4029402	MQ
MFD03975.bin.2.34	6128969	MQ
MFD03975.bin.2.35	2249460	MQ
MFD03975.bin.2.42	2585162	MQ
MFD03975.bin.2.49	4970426	MQ
MFD03975.bin.2.54	4575270	MQ
MFD03975.bin.2.58	7039754	MQ
MFD03975.bin.2.6	3648972	MQ
MFD03975.bin.2.65	3364510	MQ
MFD03975.bin.2.67	3474455	MQ
MFD03975.bin.2.68	3584254	MQ
MFD03975.bin.2.72	3971460	MQ
MFD03975.bin.2.73	4816625	MQ
MFD03975.bin.2.76	5511418	MQ
MFD03975.bin.2.78	2750124	MQ
MFD03975.bin.2.79	5106373	MQ
MFD03975.bin.2.8	7656628	MQ
MFD03975.bin.2.83	3979394	MQ
MFD03975.bin.2.87	3359296	MQ
MFD03975.bin.2.88	6838634	MQ
MFD03975.bin.2.91	3467687	MQ
MFD03975.bin.2.93	5323301	MQ
MFD03975.bin.2.94	4608285	MQ
MFD03975.bin.3.102	4623310	MQ
MFD03975.bin.3.191	2504796	MQ
MFD03975.bin.3.203	3977965	MQ
MFD03975.bin.3.247	2747489	MQ
MFD03975.bin.3.290	2394566	MQ
MFD03975.bin.3.325	1844804	MQ
MFD03975.bin.3.344	3618654	MQ
MFD03975.bin.3.416	4525988	MQ
MFD03975.bin.3.478	6811302	MQ
MFD03975.bin.3.550	5034745	MQ
MFD03975.bin.3.589	3353107	MQ
MFD03975.bin.3.6	2889164	MQ
MFD03975.bin.3.601	3562334	MQ
MFD03975.bin.3.670	2520231	MQ
MFD03975.bin.3.687	2762229	MQ
MFD03975.bin.3.69	5300446	MQ
MFD03975.bin.3.698	2569060	MQ
MFD03975.bin.4.160	3499971	MQ
MFD03975.bin.4.163	6063243	MQ
MFD03975.bin.4.450	5280131	MQ
MFD03975.bin.4.697	5230244	MQ
MFD04212.bin.1.148	4364235	MQ
MFD04212.bin.1.195	4009882	MQ
MFD04212.bin.1.207	4203883	MQ
MFD04212.bin.1.215	3571271	MQ
MFD04212.bin.1.240	3796783	MQ
MFD04212.bin.1.249	3228504	MQ
MFD04212.bin.1.317	2831590	MQ
MFD04212.bin.2.108	3082211	MQ
MFD04212.bin.2.11	3084063	MQ
MFD04212.bin.2.111	6850752	MQ
MFD04212.bin.2.117	8082890	MQ
MFD04212.bin.2.119	5084287	MQ
MFD04212.bin.2.12	2908655	MQ
MFD04212.bin.2.122	3976700	MQ
MFD04212.bin.2.124	7582080	MQ
MFD04212.bin.2.126	5571024	MQ
MFD04212.bin.2.127	2828915	MQ
MFD04212.bin.2.128	5374837	MQ
MFD04212.bin.2.129	3859215	MQ
MFD04212.bin.2.130	5229121	MQ
MFD04212.bin.2.131	4198724	MQ
MFD04212.bin.2.132	4303142	MQ
MFD04212.bin.2.138	4035228	MQ
MFD04212.bin.2.14	7899817	MQ
MFD04212.bin.2.141	3722947	MQ
MFD04212.bin.2.142	7078931	MQ
MFD04212.bin.2.143	3099175	MQ
MFD04212.bin.2.15	5142490	MQ
MFD04212.bin.2.151	3269643	MQ
MFD04212.bin.2.152	3965280	MQ
MFD04212.bin.2.155	5640651	MQ
MFD04212.bin.2.156	6679219	MQ
MFD04212.bin.2.157	3199286	MQ
MFD04212.bin.2.159	4105232	MQ
MFD04212.bin.2.160	4137959	MQ
MFD04212.bin.2.161	3523123	MQ
MFD04212.bin.2.162	3991310	MQ
MFD04212.bin.2.163	7831642	MQ
MFD04212.bin.2.164	4051933	MQ
MFD04212.bin.2.165	4216649	MQ
MFD04212.bin.2.167	3394264	MQ
MFD04212.bin.2.169	4309979	MQ
MFD04212.bin.2.17	4261266	MQ
MFD04212.bin.2.171	3340054	MQ
MFD04212.bin.2.173	4187132	MQ
MFD04212.bin.2.175	3245963	MQ
MFD04212.bin.2.176	4639185	MQ
MFD04212.bin.2.178	3268425	MQ
MFD04212.bin.2.179	3612627	MQ
MFD04212.bin.2.181	5665261	MQ
MFD04212.bin.2.186	10483080	MQ
MFD04212.bin.2.189	6813247	MQ
MFD04212.bin.2.192	3573495	MQ
MFD04212.bin.2.193	8498980	MQ
MFD04212.bin.2.194	3128810	MQ
MFD04212.bin.2.2	5004905	MQ
MFD04212.bin.2.20	4219890	MQ
MFD04212.bin.2.205	3619540	MQ
MFD04212.bin.2.207	4457714	MQ
MFD04212.bin.2.21	3680373	MQ
MFD04212.bin.2.210	4225507	MQ
MFD04212.bin.2.216	3776735	MQ
MFD04212.bin.2.218	2788981	MQ
MFD04212.bin.2.22	3311213	MQ
MFD04212.bin.2.221	2805243	MQ
MFD04212.bin.2.222	3217041	MQ
MFD04212.bin.2.223	3359178	MQ
MFD04212.bin.2.224	4992305	MQ
MFD04212.bin.2.225	3826715	MQ
MFD04212.bin.2.227	3708591	MQ
MFD04212.bin.2.228	8197537	MQ
MFD04212.bin.2.229	6052088	MQ
MFD04212.bin.2.23	4920438	MQ
MFD04212.bin.2.232	4522776	MQ
MFD04212.bin.2.234	4965788	MQ
MFD04212.bin.2.237	4098808	MQ
MFD04212.bin.2.240	3997640	MQ
MFD04212.bin.2.241	2616852	MQ
MFD04212.bin.2.25	8541503	MQ
MFD04212.bin.2.26	5325228	MQ
MFD04212.bin.2.27	5467317	MQ
MFD04212.bin.2.28	5881211	MQ
MFD04212.bin.2.29	3044267	MQ
MFD04212.bin.2.3	5412557	MQ
MFD04212.bin.2.30	7444612	MQ
MFD04212.bin.2.33	2675419	MQ
MFD04212.bin.2.37	3578419	MQ
MFD04212.bin.2.38	4205137	MQ
MFD04212.bin.2.39	2226990	MQ
MFD04212.bin.2.42	2490442	MQ
MFD04212.bin.2.45	5215104	MQ
MFD04212.bin.2.46	3856158	MQ
MFD04212.bin.2.47	3531160	MQ
MFD04212.bin.2.48	3269640	MQ
MFD04212.bin.2.49	3532994	MQ
MFD04212.bin.2.5	7972771	MQ
MFD04212.bin.2.51	3965902	MQ
MFD04212.bin.2.52	2828191	MQ
MFD04212.bin.2.53	3278022	MQ
MFD04212.bin.2.54	5844683	MQ
MFD04212.bin.2.6	3553756	MQ
MFD04212.bin.2.60	4625287	MQ
MFD04212.bin.2.62	2269296	MQ
MFD04212.bin.2.63	2437916	MQ
MFD04212.bin.2.7	3524308	MQ
MFD04212.bin.2.71	4365833	MQ
MFD04212.bin.2.72	3074842	MQ
MFD04212.bin.2.73	3045472	MQ
MFD04212.bin.2.8	3017759	MQ
MFD04212.bin.2.81	8576783	MQ
MFD04212.bin.2.89	5299136	MQ
MFD04212.bin.2.9	3565864	MQ
MFD04212.bin.3.151	4279021	MQ
MFD04212.bin.3.240	3373307	MQ
MFD04212.bin.3.309	1840343	MQ
MFD04212.bin.3.37	4725839	MQ
MFD04212.bin.3.408	4435387	MQ
MFD04212.bin.3.468	3961246	MQ
MFD04212.bin.3.470	5381437	MQ
MFD04212.bin.3.502	3293349	MQ
MFD04212.bin.3.575	6877092	MQ
MFD04212.bin.3.614	2032077	MQ
MFD04212.bin.3.74	6959227	MQ
MFD04212.bin.3.82	1944906	MQ
MFD04408.bin.1.124	3958657	MQ
MFD04408.bin.1.190	3865312	MQ
MFD04408.bin.1.215	3967205	MQ
MFD04408.bin.1.46	3415043	MQ
MFD04408.bin.1.50	4044209	MQ
MFD04408.bin.1.59	3166953	MQ
MFD04408.bin.2.101	3038744	MQ
MFD04408.bin.2.105	2788978	MQ
MFD04408.bin.2.106	6350615	MQ
MFD04408.bin.2.108	3134827	MQ
MFD04408.bin.2.111	4527848	MQ
MFD04408.bin.2.112	1382120	MQ
MFD04408.bin.2.113	2765884	MQ
MFD04408.bin.2.114	3219367	MQ
MFD04408.bin.2.116	2827693	MQ
MFD04408.bin.2.119	5801555	MQ
MFD04408.bin.2.12	3586594	MQ
MFD04408.bin.2.120	2124937	MQ
MFD04408.bin.2.121	2063421	MQ
MFD04408.bin.2.123	1866503	MQ
MFD04408.bin.2.124	5330030	MQ
MFD04408.bin.2.125	2155741	MQ
MFD04408.bin.2.126	2127559	MQ
MFD04408.bin.2.128	4909227	MQ
MFD04408.bin.2.130	1153649	MQ
MFD04408.bin.2.132	506876	MQ
MFD04408.bin.2.133	2444718	MQ
MFD04408.bin.2.135	2669753	MQ
MFD04408.bin.2.136	720245	MQ
MFD04408.bin.2.137	1789159	MQ
MFD04408.bin.2.138	4030527	MQ
MFD04408.bin.2.143	2018916	MQ
MFD04408.bin.2.145	3480571	MQ
MFD04408.bin.2.149	1653056	MQ
MFD04408.bin.2.15	1630960	MQ
MFD04408.bin.2.153	5959308	MQ
MFD04408.bin.2.154	1057566	MQ
MFD04408.bin.2.160	570527	MQ
MFD04408.bin.2.163	4344207	MQ
MFD04408.bin.2.164	2676613	MQ
MFD04408.bin.2.166	1060501	MQ
MFD04408.bin.2.169	5663206	MQ
MFD04408.bin.2.178	3429518	MQ
MFD04408.bin.2.180	3698693	MQ
MFD04408.bin.2.182	3259296	MQ
MFD04408.bin.2.184	2482010	MQ
MFD04408.bin.2.186	1851731	MQ
MFD04408.bin.2.187	1739932	MQ
MFD04408.bin.2.189	3678156	MQ
MFD04408.bin.2.19	2726666	MQ
MFD04408.bin.2.190	818022	MQ
MFD04408.bin.2.193	3832763	MQ
MFD04408.bin.2.194	1624139	MQ
MFD04408.bin.2.195	4535891	MQ
MFD04408.bin.2.2	2104941	MQ
MFD04408.bin.2.23	3939001	MQ
MFD04408.bin.2.25	2852005	MQ
MFD04408.bin.2.28	2650049	MQ
MFD04408.bin.2.31	4525685	MQ
MFD04408.bin.2.40	1240190	MQ
MFD04408.bin.2.42	4731760	MQ
MFD04408.bin.2.47	2750606	MQ
MFD04408.bin.2.57	3972675	MQ
MFD04408.bin.2.6	6207031	MQ
MFD04408.bin.2.73	5164911	MQ
MFD04408.bin.2.83	1476508	MQ
MFD04408.bin.2.84	3904899	MQ
MFD04408.bin.2.86	2103556	MQ
MFD04408.bin.2.87	4479516	MQ
MFD04408.bin.2.88	2666053	MQ
MFD04408.bin.2.92	516640	MQ
MFD04408.bin.2.94	5107584	MQ
MFD04408.bin.2.96	1978814	MQ
MFD04408.bin.2.99	3204570	MQ
MFD04408.bin.3.102	2344832	MQ
MFD04408.bin.3.196	456325	MQ
MFD04408.bin.3.200	3608867	MQ
MFD04408.bin.3.226	2431120	MQ
MFD04408.bin.3.285	2503261	MQ
MFD04408.bin.3.3	3726159	MQ
MFD04408.bin.3.32	2264319	MQ
MFD04408.bin.3.343	3284355	MQ
MFD04408.bin.3.357	6855813	MQ
MFD04408.bin.3.38	6511391	MQ
MFD04408.bin.3.55	4275245	MQ
MFD04408.bin.3.73	3151244	MQ
MFD04408.bin.3.77	2038828	MQ
MFD04408.bin.3.80	3211894	MQ
MFD04408.bin.4.246	693483	MQ
MFD04408.bin.4.34	1355892	MQ
MFD04428.bin.1.3	4686823	MQ
MFD04428.bin.2.108	3569867	MQ
MFD04428.bin.2.110	2347903	MQ
MFD04428.bin.2.117	3169816	MQ
MFD04428.bin.2.120	2632599	MQ
MFD04428.bin.2.121	3714582	MQ
MFD04428.bin.2.126	5547440	MQ
MFD04428.bin.2.139	7273565	MQ
MFD04428.bin.2.15	4680063	MQ
MFD04428.bin.2.156	5284726	MQ
MFD04428.bin.2.16	3472588	MQ
MFD04428.bin.2.19	3651702	MQ
MFD04428.bin.2.23	5062416	MQ
MFD04428.bin.2.25	4638918	MQ
MFD04428.bin.2.34	4438705	MQ
MFD04428.bin.2.39	439000	MQ
MFD04428.bin.2.40	3940797	MQ
MFD04428.bin.2.41	3512078	MQ
MFD04428.bin.2.44	3961415	MQ
MFD04428.bin.2.46	2924655	MQ
MFD04428.bin.2.58	4487211	MQ
MFD04428.bin.2.59	2851787	MQ
MFD04428.bin.2.6	4046120	MQ
MFD04428.bin.2.7	4845357	MQ
MFD04428.bin.2.73	5233446	MQ
MFD04428.bin.2.79	4448218	MQ
MFD04428.bin.2.81	5098761	MQ
MFD04428.bin.2.85	4472207	MQ
MFD04428.bin.2.87	3115390	MQ
MFD04428.bin.2.88	3082650	MQ
MFD04428.bin.2.89	3867119	MQ
MFD04428.bin.2.9	3826422	MQ
MFD04428.bin.2.97	3068314	MQ
MFD04428.bin.3.125	3717849	MQ
MFD04428.bin.3.128	3553516	MQ
MFD04428.bin.3.385	4991573	MQ
MFD04428.bin.3.392	3196169	MQ
MFD04428.bin.3.448	4002090	MQ
MFD04428.bin.3.46	4325742	MQ
MFD04428.bin.3.55	4473591	MQ
MFD04428.bin.4.321	4806507	MQ
MFD04428.bin.4.611	3192239	MQ
MFD04434.bin.1.138	7656512	MQ
MFD04434.bin.1.14	5711838	MQ
MFD04434.bin.1.187	3297684	MQ
MFD04434.bin.1.191	4648317	MQ
MFD04434.bin.1.202	5615346	MQ
MFD04434.bin.1.48	6816984	MQ
MFD04434.bin.2.10	12380139	MQ
MFD04434.bin.2.101	3337585	MQ
MFD04434.bin.2.110	4190378	MQ
MFD04434.bin.2.117	3651815	MQ
MFD04434.bin.2.125	8815918	MQ
MFD04434.bin.2.128	4086220	MQ
MFD04434.bin.2.13	6295744	MQ
MFD04434.bin.2.131	3574111	MQ
MFD04434.bin.2.138	5635751	MQ
MFD04434.bin.2.14	8607511	MQ
MFD04434.bin.2.141	6240893	MQ
MFD04434.bin.2.142	3391585	MQ
MFD04434.bin.2.143	4959202	MQ
MFD04434.bin.2.145	3860873	MQ
MFD04434.bin.2.146	4529858	MQ
MFD04434.bin.2.15	4981332	MQ
MFD04434.bin.2.18	3397873	MQ
MFD04434.bin.2.19	2916360	MQ
MFD04434.bin.2.22	4007410	MQ
MFD04434.bin.2.23	2806132	MQ
MFD04434.bin.2.26	4333856	MQ
MFD04434.bin.2.29	3646597	MQ
MFD04434.bin.2.30	2294404	MQ
MFD04434.bin.2.32	7045915	MQ
MFD04434.bin.2.33	4870843	MQ
MFD04434.bin.2.36	7024425	MQ
MFD04434.bin.2.38	3329952	MQ
MFD04434.bin.2.40	4602426	MQ
MFD04434.bin.2.42	1170842	MQ
MFD04434.bin.2.46	2909770	MQ
MFD04434.bin.2.50	14363738	MQ
MFD04434.bin.2.51	3613913	MQ
MFD04434.bin.2.6	6626754	MQ
MFD04434.bin.2.61	5161906	MQ
MFD04434.bin.2.73	5051674	MQ
MFD04434.bin.2.75	3221490	MQ
MFD04434.bin.2.76	3672368	MQ
MFD04434.bin.2.78	8524939	MQ
MFD04434.bin.2.8	7845640	MQ
MFD04434.bin.2.88	4198128	MQ
MFD04434.bin.2.9	5087644	MQ
MFD04434.bin.2.93	7110481	MQ
MFD04434.bin.2.94	3052649	MQ
MFD04434.bin.3.182	6976618	MQ
MFD04434.bin.3.229	4515976	MQ
MFD04434.bin.3.237	3595400	MQ
MFD04434.bin.3.42	8960414	MQ
MFD04434.bin.3.45	4290575	MQ
MFD04434.bin.3.71	5860024	MQ
MFD04434.bin.4.88	4788970	MQ
MFD04463.bin.1.210	7844268	MQ
MFD04463.bin.1.228	5357314	MQ
MFD04463.bin.1.235	7903947	MQ
MFD04463.bin.1.70	5109054	MQ
MFD04463.bin.1.84	3270043	MQ
MFD04463.bin.2.10	4605178	MQ
MFD04463.bin.2.100	10591715	MQ
MFD04463.bin.2.101	4675345	MQ
MFD04463.bin.2.104	6987046	MQ
MFD04463.bin.2.105	4885501	MQ
MFD04463.bin.2.107	9047117	MQ
MFD04463.bin.2.108	13092370	MQ
MFD04463.bin.2.111	4111816	MQ
MFD04463.bin.2.113	8968180	MQ
MFD04463.bin.2.12	6696262	MQ
MFD04463.bin.2.123	8792621	MQ
MFD04463.bin.2.13	5378191	MQ
MFD04463.bin.2.136	4181606	MQ
MFD04463.bin.2.14	7614912	MQ
MFD04463.bin.2.142	4919429	MQ
MFD04463.bin.2.144	6313038	MQ
MFD04463.bin.2.145	4458653	MQ
MFD04463.bin.2.146	7876363	MQ
MFD04463.bin.2.147	3596508	MQ
MFD04463.bin.2.156	7817095	MQ
MFD04463.bin.2.157	2918284	MQ
MFD04463.bin.2.158	4212230	MQ
MFD04463.bin.2.159	7011590	MQ
MFD04463.bin.2.16	3892707	MQ
MFD04463.bin.2.162	8743784	MQ
MFD04463.bin.2.165	5218109	MQ
MFD04463.bin.2.167	14266732	MQ
MFD04463.bin.2.174	5124122	MQ
MFD04463.bin.2.175	5182052	MQ
MFD04463.bin.2.177	7927275	MQ
MFD04463.bin.2.18	3893563	MQ
MFD04463.bin.2.181	3018108	MQ
MFD04463.bin.2.184	2151020	MQ
MFD04463.bin.2.185	4362190	MQ
MFD04463.bin.2.187	3799385	MQ
MFD04463.bin.2.19	5893427	MQ
MFD04463.bin.2.191	8973126	MQ
MFD04463.bin.2.192	4912941	MQ
MFD04463.bin.2.194	5696613	MQ
MFD04463.bin.2.196	2619416	MQ
MFD04463.bin.2.20	4222026	MQ
MFD04463.bin.2.201	4812807	MQ
MFD04463.bin.2.202	5984735	MQ
MFD04463.bin.2.207	3330358	MQ
MFD04463.bin.2.208	3996663	MQ
MFD04463.bin.2.21	3336702	MQ
MFD04463.bin.2.212	5860965	MQ
MFD04463.bin.2.213	5042268	MQ
MFD04463.bin.2.214	8627556	MQ
MFD04463.bin.2.215	4793166	MQ
MFD04463.bin.2.219	2050289	MQ
MFD04463.bin.2.220	3990937	MQ
MFD04463.bin.2.221	4553392	MQ
MFD04463.bin.2.226	7464827	MQ
MFD04463.bin.2.227	9706205	MQ
MFD04463.bin.2.228	16071794	MQ
MFD04463.bin.2.229	3539397	MQ
MFD04463.bin.2.23	2885516	MQ
MFD04463.bin.2.232	6202286	MQ
MFD04463.bin.2.25	6454849	MQ
MFD04463.bin.2.28	4712939	MQ
MFD04463.bin.2.29	3787520	MQ
MFD04463.bin.2.3	4963308	MQ
MFD04463.bin.2.33	3302304	MQ
MFD04463.bin.2.34	8162070	MQ
MFD04463.bin.2.36	12875866	MQ
MFD04463.bin.2.4	3991909	MQ
MFD04463.bin.2.44	7532724	MQ
MFD04463.bin.2.45	6217662	MQ
MFD04463.bin.2.46	11343512	MQ
MFD04463.bin.2.51	4905536	MQ
MFD04463.bin.2.57	9381640	MQ
MFD04463.bin.2.6	5429289	MQ
MFD04463.bin.2.62	3576154	MQ
MFD04463.bin.2.63	4880834	MQ
MFD04463.bin.2.67	3522562	MQ
MFD04463.bin.2.69	3319728	MQ
MFD04463.bin.2.7	2608895	MQ
MFD04463.bin.2.71	3809598	MQ
MFD04463.bin.2.74	4416719	MQ
MFD04463.bin.2.76	5267748	MQ
MFD04463.bin.2.79	8519441	MQ
MFD04463.bin.2.80	6303567	MQ
MFD04463.bin.2.81	13082869	MQ
MFD04463.bin.2.82	7949268	MQ
MFD04463.bin.2.86	5301766	MQ
MFD04463.bin.2.87	7771398	MQ
MFD04463.bin.2.88	4706079	MQ
MFD04463.bin.2.96	2575704	MQ
MFD04463.bin.2.97	12854078	MQ
MFD04463.bin.3.111	6450579	MQ
MFD04463.bin.3.136	8042863	MQ
MFD04463.bin.3.148	3374626	MQ
MFD04463.bin.3.208	3073693	MQ
MFD04463.bin.3.342	5384996	MQ
MFD04463.bin.3.6	7130041	MQ
MFD04463.bin.3.94	2281259	MQ
MFD04463.bin.4.524	5999377	MQ
MFD04492.bin.1.130	7032544	MQ
MFD04492.bin.1.163	2469363	MQ
MFD04492.bin.2.1	6708630	MQ
MFD04492.bin.2.10	6451808	MQ
MFD04492.bin.2.100	2422166	MQ
MFD04492.bin.2.103	4325987	MQ
MFD04492.bin.2.104	2130315	MQ
MFD04492.bin.2.105	6632825	MQ
MFD04492.bin.2.106	7134306	MQ
MFD04492.bin.2.107	5095432	MQ
MFD04492.bin.2.109	3903009	MQ
MFD04492.bin.2.111	2346338	MQ
MFD04492.bin.2.113	4046276	MQ
MFD04492.bin.2.114	1848136	MQ
MFD04492.bin.2.115	4369355	MQ
MFD04492.bin.2.117	3305480	MQ
MFD04492.bin.2.118	2791954	MQ
MFD04492.bin.2.12	3769888	MQ
MFD04492.bin.2.120	4438977	MQ
MFD04492.bin.2.122	2086220	MQ
MFD04492.bin.2.123	2798061	MQ
MFD04492.bin.2.127	6582164	MQ
MFD04492.bin.2.129	5261274	MQ
MFD04492.bin.2.13	3656125	MQ
MFD04492.bin.2.131	3283892	MQ
MFD04492.bin.2.132	4225362	MQ
MFD04492.bin.2.134	5577224	MQ
MFD04492.bin.2.137	4853994	MQ
MFD04492.bin.2.144	4837894	MQ
MFD04492.bin.2.147	5350860	MQ
MFD04492.bin.2.15	2249795	MQ
MFD04492.bin.2.153	2926716	MQ
MFD04492.bin.2.154	2313559	MQ
MFD04492.bin.2.156	3512958	MQ
MFD04492.bin.2.157	3403609	MQ
MFD04492.bin.2.16	723485	MQ
MFD04492.bin.2.162	4852888	MQ
MFD04492.bin.2.164	1941736	MQ
MFD04492.bin.2.165	5174893	MQ
MFD04492.bin.2.17	3861884	MQ
MFD04492.bin.2.18	2475483	MQ
MFD04492.bin.2.2	3232715	MQ
MFD04492.bin.2.22	580274	MQ
MFD04492.bin.2.26	4433184	MQ
MFD04492.bin.2.27	4550509	MQ
MFD04492.bin.2.29	2057182	MQ
MFD04492.bin.2.31	714563	MQ
MFD04492.bin.2.32	6455046	MQ
MFD04492.bin.2.38	3033107	MQ
MFD04492.bin.2.4	8349799	MQ
MFD04492.bin.2.43	2934607	MQ
MFD04492.bin.2.44	1293735	MQ
MFD04492.bin.2.45	1761235	MQ
MFD04492.bin.2.50	2726217	MQ
MFD04492.bin.2.51	5114278	MQ
